"","name","cbprofile","totalfunding","totalfundingcurrency","ipostatus","lastfundingtype","employees","industries","headquarters","description","transactionname","tnamelink","founders","website","companytype","email","revenue","yearfounded","lastfunding","lastfundingcurrency","industrygroup","status","lastfundingdate"
"1128","Iventis","https://www.crunchbase.com/organization/iventis",250000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/iventis","Computer, Software","London, England, United Kingdom","Iventis enable organisers and stakeholders of events and venues to work more collaboratively and efficiently.","—",NA,"Joe Cusdin","https://www.iventis.co.uk/","For Profit","info@iventis.co.uk","—","2015",250000,"GBP","Consumer Electronics, Hardware, Software","Active",2019-11-26
"1129","Jupiter Diagnostics","https://www.crunchbase.com/organization/jupiter-diagnostics",4100000,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/jupiter-diagnostics","Health Care, Health Diagnostics, Medical Device","London, England, United Kingdom","Jupiter Diagnostics offers a faster, cheaper way to obtain accurate blood tests. Our patent- protected reader can replace the lab, delivering multiple tests in 10 minutes, from a prick of blood, at prices a third cheaper.","—",NA,"Chris Ball","http://jupiterdiagnostics.com/","For Profit","info@jupiterdiagnostics.com","$1M to $10M","2015",2500000,"GBP","Health Care","Closed",2017-06-30
"1130","Tussell","https://www.crunchbase.com/organization/tussell",1e+06,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tussell","Information Technology, Online Portals, Software","Camden Town, Camden, United Kingdom","Tussell was founded in March 2015 to fill the gap for market analysis of public procurement in the UK. They aggregate officially published procurement notices from disparate sources and augment them into one versatile contract database. By building on the UK government's exemplary information transparency with data analytics, they help to make the public sector even more open. They promote competition by empowering small firms with market intelligence that was previously only accessible to big companies.","—",NA,"Gus Tugendhat, John Rotherham","https://www.tussell.com/","For Profit","contact@tussell.com","Less than $1M","2015",1e+06,"GBP","Information Technology, Internet Services, Software","Active",2018-01-09
"1131","REVL","https://www.crunchbase.com/organization/revl-4",2400000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/revl-4","Apps, Events, Peer to Peer","London, England, United Kingdom","REVL is your reliable accompaniment to life. We make finding the events you care about simple. No more searching for them or not knowing about them. REVL provides you with trustworthy information that’s always just one tap away.","—",NA,"Brandon Stephens, Jennifer Roebuck","http://www.revl.world","For Profit","partners@revl.world","—","2015",2400000,"GBP","Apps, Events, Media and Entertainment, Other, Software","Active",2017-01-11
"1132","Inflowmatix","https://www.crunchbase.com/organization/inflowmatix",5800000,"GBP","Private","Series B","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/inflowmatix","Water, Water Purification","Southampton, Southampton, United Kingdom","Inflowmatix is a spin-out company from the InfraSense Labs at the Department of Civil and Environmental Engineering of Imperial College London. Inflowmatix builds upon the unique cross-disciplinary expertise from sensing to advanced modelling and optimization and the active research collaborations with water utilities and IT system integrators.        Inflowmatix creates innovative and customer tailored solutions for the steady-state, resilient and energy efficient operation of water supply networks by continuously monitoring and analyzing the fluid dynamics in complex networks. This allows operators to continuously gain unique insight and proactively optimize the dynamic network performance in order to extend the service life of infrastructure assets. Our expertise in modelling the steady and unsteady-state hydraulics of water distribution networks, combined with knowledge and experience in the design and implementation of embedded electronic systems, yield compelling returns on investment for our customers.        Many cities in the world face the problem of ageing infrastructure, increasing population demand and climate change. This combined with increasing regulatory and financial pressure means water utilities are actively seeking novel, integrated and optimized operational strategies for managing leakage, demand and energy efficiency in order to deliver high-quality of service to customers within cost constraints. Water companies and operators are facing unparalleled challenges to meet increasing demand with limited water and financial resources.        By successfully applying the technologies and analytics developed by Inflowmatix to water supply networks, we significantly improve the management of leakage, demand, energy and operational incidents, thus providing multiple operational benefits for network operators.","—",NA,"Ivan Stoianov","https://inflowmatix.com/","For Profit","info@inflowmatix.com","—","2015",2800000,"GBP","Natural Resources, Sustainability","Active",2019-10-22
"1133","Perfocal","https://www.crunchbase.com/organization/perfocal",570000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/perfocal","Business Intelligence, Internet, Marketplace, Photography","London, England, United Kingdom","Perfocal is a London-based startup creating an intelligent marketplace to make both hiring and working as freelance photographers 10x easier.","—",NA,"Tony Qiuhao Xu","https://www.perfocal.com","For Profit","hello@perfocal.com","$1M to $10M","2015",5e+05,"GBP","Commerce and Shopping, Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment","Active",2019-01-28
"1134","The Climbing Hangar","https://www.crunchbase.com/organization/the-climbing-hangar",3e+06,"GBP","Private","Private Equity","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/the-climbing-hangar","Education, Fitness, Sports","London, England, United Kingdom","Here at The Climbing Hangar London we run a range of classes for kids and adults of all ages and abilities. Get the little ones active with instructor-led fun, or brush up your skills at our Skills and Movement sessions. See what's on offer.","—",NA,"Ged MacDomhnaill","https://theclimbinghangar.com/london/","For Profit","—","$1M to $10M","2015",3e+06,"GBP","Education, Sports","Active",2019-12-19
"1135","Advicefront","https://www.crunchbase.com/organization/advicefront",175000,"EUR","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/advicefront","Advice, B2B, Financial Services, FinTech, Wealth Management","London, England, United Kingdom","At Advicefront, we provide an advice platform for Financial Advisors and their clients, which combines algorithmic investing with the human side of financial advice. With this, we believe in changing the world of Financial Advice by giving advisers the time and ease to better engage with their clients and prospects. We help remove the hassle from the time-consuming tasks of the advice workflow and focus on digital and green solutions that give any firm an edge in the current competitive space.        It's like we say: advice is both art and science — we take care of the automation so that you can focus on the art of advice.","—",NA,"Andre Costa, Francisco Cordoeiro, Jose Supico","http://advicefront.com/","For Profit","info@advicefront.com","$1M to $10M","2015",NA,"—","Financial Services, Media and Entertainment, Other","Active",2016-09-01
"1136","Hunted","https://www.crunchbase.com/organization/hunted",410000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/hunted","Mobile Apps, Recruiting, Software, Staffing Agency","London, England, United Kingdom","The biggest hurdle to growth for recruitment companies is finding and hiring recruitment talent. Traditional methods of talent acquisition in the industry are inefficient, and as a result both companies and consultants are missing out on opportunity. Hunted leverages cutting-edge technology to help recruitment businesses grow more efficiently, and helps recruiters build their careers on their own terms.        Hunted lets you discover, explore and engage with the best companies and opportunities across the globe. You can see past the job description and get full access into the offices, to meet the team and understand what it’s really like to work there.        Their team has a unique combination of experience in corporate recruitment, recruitment to recruitment and recruitment technology. They understand the problem, and it's their mission to build the perfect solution.","—",NA,"Guy Tam, James Silverman","https://www.hunted.com/","For Profit","hello@hunted.com","—","2015",410000,"GBP","Administrative Services, Apps, Mobile, Professional Services, Software","Active",2015-06-01
"1137","Dashboard Limited","https://www.crunchbase.com/organization/dashboard-2",2146143,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/dashboard-2","Industrial, Infrastructure, Internet of Things","Exeter, Devon, United Kingdom","Dashboard is at the forefront of industrial process/infrastructure monitoring, capitalising on the IoT (Internet of Things) revolution. Harnessing innovations in electronics manufacturing, communications and enterprise cloud technologies, continuous real-time monitoring has become a reality.        Facilitating change and empowering customers seeking to increase efficiency and gain competitive advantage is now here.        Petrochemical pipeline leaks and ruptures, resulting from structural failure, corrosion, vandalism and theft, can be reported 24/7 whether in the field on a mobile device or in an office half a world away.","—",NA,"Piers Corfield","http://www.dashboard.net","For Profit","info@dashboard.net","Less than $1M","2015",685000,"GBP","Internet Services, Manufacturing, Other","Active",2017-04-05
"1138","Vivida Lifestyle","https://www.crunchbase.com/organization/vivida-lifestyle",341365,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/vivida-lifestyle","Consumer, E-Commerce, Fashion, Outdoors, Retail, Sports, Swimming, Wellness","Richmond, Richmond upon Thames, United Kingdom","Vivida is a UK-based adventure lifestyle brand that builds eco-conscious products for water, adventure & lifestyle. Eco-conscious pieces of art that combine creative beauty and function, serving as tools to facilitate adventure and connection to nature, others & oneself.         A values-led organisation, Vivida exists to unite a community of adventurers dreamers thinkers & doers, and to inspire and empower a life well-lived. A life with purpose & connection; connection to adventure, freedom, balance, the planet, others, and oneself.","—",NA,"David Harris-Burland","https://www.vividalifestyle.com","For Profit","info@vividalifestyle.com","$1M to $10M","2015",NA,"—","Clothing and Apparel, Commerce and Shopping, Design, Health Care, Other, Sports","Active",2022-08-10
"1139","Swelly","https://www.crunchbase.com/organization/dvel",6e+05,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/dvel","Information Technology, Market Research, Software","Cambridge, Cambridgeshire, United Kingdom","Swelly connects businesses and brands with Gen Z opinions using a social voting platform and a consumer insights platform.        Swelly helps people to make better decisions while providing hours of entertainment in a unique voting experience on iOS & Android as well as our Swelly bot for Messenger, Line, Viber, kik and Telegram: www.swelly.ai (http://www.swelly.ai/)     Swelly for Business helps brands understand how Gen Z thinks.","—",NA,"Ian Frost, Lewis Knell, Manfred Strasser, Peter Buchroithner, Philipp Holly","http://www.swelly.ai","For Profit","hello@swelly.ai","Less than $1M","2015",3e+05,"USD","Data and Analytics, Design, Information Technology, Software","Active",2016-02-02
"1140","mentors","https://www.crunchbase.com/organization/100mentors",5e+05,"EUR","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/100mentors","Communities, Education, Music, Online Portals, Universities","London, England, United Kingdom","The problem:    We take our most critical career & academic decisions quite randomly. *        Our mission:    To empower the world’s youth to consciously take their once in a lifetime decisions.        100mentors: On-demand access to the world's largest alumni network. Prepare your students for the workplace of the future.            * We live in an age where you can have an Uber cab show up in 2', with the car type you like, full visibility of the driver reviews, even the ability to pre-set the music you'​ ll listen to during your ride. At the same time, you have almost zero capacity to personalise yours or your kid's career & academic orientation to find what truly fits their profiles, needs & special talents or customise their counselling for landing their dream universities & jobs & pursuing their real inclinations...        https://www.youtube.com/watch?v=g18FLCNjscM&feature=youtu.be","—",NA,"Alexey Pokatilo, Miltiadis Zeibekis, Timos Tokousbalides, Yiorgos Nikoletakis","https://www.100mentors.com","For Profit","info@100mentors.com","—","2015",5e+05,"EUR","Community and Lifestyle, Education, Internet Services, Media and Entertainment, Music and Audio, Other","Active",2016-11-15
"1141","Genba Digital","https://www.crunchbase.com/organization/genba-digital",4e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/genba-digital","Computer, Software, Supply Chain Management","Leamington Spa, Warwickshire, United Kingdom","Genba Digital is a pioneering global supply chain platform providing operational and technical logistics services ensuring efficient and secure delivery of various forms of digital software through a worldwide network of publishers and etailers. Driven by quality and innovation with a unique understanding of the global digital marketplace, we offer a B2B logistics platform and services aimed to deliver automation and efficiency required for the delivery of digital software.  We currently work with over 50 partners specialising in video gaming and have ambitious plans to extend our content, services and technology to our clients.","—",NA,"Claire Ralley, Murray Rigluth","https://genbadigital.com/","For Profit","sales@genbagames.com","$1M to $10M","2015",4e+05,"GBP","Consumer Electronics, Hardware, Software, Transportation","Active",2017-05-10
"1142","Friction Free Shaving","https://www.crunchbase.com/organization/friction-free-shaving",1400522,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/friction-free-shaving","Delivery Service, E-Commerce, Lifestyle","Cannock, Staffordshire, United Kingdom","Friction Free Shaving is the first razor delivery service designed exclusively for women. We’re on a mission to make it cleaner, easier and cheaper for you to shave your legs, underarms and any other areas. You sign up and we send you a chic handle, then fresh blades every month meaning you can stay smooth for longer, all for just a few pounds a month.","—",NA,"Aidan Burley, Briar Keen, Des McManus","https://www.ffs.co.uk/","For Profit","info@frictionfreeshaving.com","Less than $1M","2015",1250000,"GBP","Commerce and Shopping, Community and Lifestyle, Transportation","Active",2017-04-05
"1143","Cablato","https://www.crunchbase.com/organization/cablato",6e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cablato","Advertising, Advertising Platforms, Big Data, Broadcasting, CRM, Digital Media, Mobile Advertising, Personalization, Video Advertising, Video Streaming","London, England, United Kingdom","For the past 70 years broadcast TV advertising practices have remained fairly unchanged. The advent of data proliferation, technology advancements & shifting consumer behavior have created an opportunity for a seismic shift in how TV advertising is planned, targeted, purchased and measured - moving media dollars from traditional broadcasting to addressable TV advertising.         The next phase of broadcast and addressable TV evolution is the ability to personalize and serve dynamic video content and advertising, which aligns the content the consumer views to their interests, location, viewing habits or even the weather.         Developing broadcast ready video personalization technology is extremely complex, with the technology needing to not only serve broadcast quality TV advertising, but also work seamlessly within the myriad of existing broadcast technologies, processes and regulations.         Cablato has built the first technology solution that overcomes these challenges, enabling advertisers to create and serve highly engaging personalized video ads at scale, and to integrate into buy-side and broadcaster technology stacks that provide broadcasters with a new untapped revenue stream.        Quantifiable KPIs / Business Performance     Cablato has built the first video personalisation technology solution for OTT and addressable TV enabling advertisers to create and serve highly engaging personalized video ads at scale.        Challenges we've had to solve in order to scale and get buy-in     - Dynamic video creation and ad serving for both broadcaster managed & programmatic addressable TV     - Cloud rendering and use of dynamic content within linear video files     - Regulations, content approval and management     - Buy-side technology integrations and use of data for personalisation     - Sell-side technology integrations and use of data for personalisation","—",NA,"Adrian Pearmund, Alex Vernikov","http://www.cablato.com","For Profit","info@cablato.com","Less than $1M","2015",150000,"GBP","Advertising, Commerce and Shopping, Content and Publishing, Data and Analytics, Information Technology, Media and Entertainment, Sales and Marketing, Software, Video","Active",2018-04-01
"1144","MapStand","https://www.crunchbase.com/organization/mapstand",1640000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mapstand","Energy, Information Technology, Oil and Gas, Renewable Energy","London, England, United Kingdom","MapStand is a technology company that creates an open, real-time global activity map by geotagging news, data, and location intelligence. It equips people with knowledge of the energy and geo-resource sectors. It gathers data and information from reliable open sources, licenses data to subscribers under an open license, and provides data provenance and quality flags.","—",NA,"Francis Cram","https://mapstand.com","For Profit","info@mapstand.com","—","2015",810000,"GBP","Energy, Information Technology, Natural Resources, Sustainability","Active",2019-04-14
"1145","Jump In","https://www.crunchbase.com/organization/jump-in",627856,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/jump-in","Children, Parenting, Sports","Tonbridge, Kent, United Kingdom","Jump In is London- based trampoline park where kids can enjoy, grab snacks, re-fuel and relax.        Jump In Trampoline Parks are a world of jumping fun. From trampolines to drop slides, to soft play to pumpin' parties, It offers a lot of fun and enjoyment. Plus, there’s plenty of room to relax and re-charge the batteries too! It welcomes jumpers of all ages, families, schools, groups and even parents on rare date nights!","—",NA,"Gavin Lucas, Linsey Willaford West, Vernon West","https://www.gojumpin.com/","For Profit","hello@gojumpin.com","$1M to $10M","2015",627856,"GBP","Community and Lifestyle, Sports","Active",2016-05-20
"1146","Inductosense","https://www.crunchbase.com/organization/inductosense",1589000,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/inductosense","Information Technology, Sensor, Wireless","Bristol, Bristol, City of, United Kingdom","Inductosense is developing wireless, battery-free, sensors that can be permanently fixed to a product or structure for fast, repeatable inspections of cracks, defects or corrosion. The sensors can operate underneath coatings, insulation or repairs and can also be embedded into a material. They are entirely passive and the power and signal are provided remotely by non-contact inductive coupling from a handheld measurement probe . The technology is referred to as the Wireless And Non Destructive (WAND) system.","—",NA,"Anthony Croxford, Chenghuan Zhong, Paul Wilcox","http://www.inductosense.com/","For Profit","info@inductosense.com","—","2015",NA,"—","Hardware, Information Technology, Mobile","Active",2019-05-08
"1147","Avalon AI","https://www.crunchbase.com/organization/avalon-ai",120000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/avalon-ai","Artificial Intelligence, Clinical Trials, Health Care, Machine Learning, Neuroscience, Software","London, England, United Kingdom","Avalon AI builds Deep Learning-based Computer Aided Diagnosis tools to facilitate the detection of brain degenerative diseases like Alzheimer's and enable better patient stratification in clinical trials.","—",NA,"Alejandro Vicente Grabovetsky, Olivier Biggelaar","https://avalonai.mystrikingly.com","For Profit","—","$1M to $10M","2015",120000,"USD","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Active",2016-06-20
"1148","Cambridge Mask Co","https://www.crunchbase.com/organization/cambridge-mask",1570000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cambridge-mask","Pollution Control, Public Safety","Cambridge, Cambridgeshire, United Kingdom","Cambridge Mask Co manufactured and distributes a leading range of consumer pollution masks that use filter technology developed by the British military for chemical, nuclear and biological warfare protection. They filter nearly 100% of viruses, bacteria, gas and particulate pollution. The masks come in sizes and patterns suitable for the whole family. Cambridge Mask Co supplies clients such as the United Nations, NetJets and British Airways.","—",NA,"Christopher Dobbing","https://cambridgemask.com/","For Profit","info@cambridgemask.com","$1M to $10M","2015",350000,"USD","Government and Military, Sustainability","Active",2018-09-01
"1149","Streeva","https://www.crunchbase.com/organization/streeva",264000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/streeva","Financial Services, FinTech, Payments","Guildford, Surrey, United Kingdom","Streeva is an award-winning fintech startup, on a mission to automate the clunky, manual processes linked to payments. Working closely with the UK tax authority, HMRC, and other organisations to provide tax automation services across whole sectors, starting with UK charities.    Streeva's initial product Swiftaid is the first automated charity tax service, developed in 2018 in partnership with the University of Surrey and co-funded by InnovateUK, creating the first HMRC recognised solution to automate Gift Aid on contactless donations and is now facilitating multiple donation methods.","—",NA,"Beth Michael, David Michael","https://www.streeva.com/","For Profit","info@streeva.com","—","2015",NA,"—","Financial Services, Payments","Active",2020-09-22
"1150","Utonomy","https://www.crunchbase.com/organization/utonomy",3894588,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/utonomy","Energy, Oil and Gas, Pollution Control, Warehousing","Southampton, Southampton, United Kingdom","Utonomy has developed innovative technology to automatically optimise the pressure in gas distribution networks. This is currently done manually and doesn’t take account of large seasonal and daily variations in demand. By enabling the networks to run at lower pressure, Utonomy technology reduces the leakage of methane a potent greenhouse gas. Greater control of the network also enables increased biomethane feed in capacity.","—",NA,"Adam Kingdon","http://www.utonomy.co.uk","For Profit","info@utonomy.co.uk","—","2015",1500000,"GBP","Energy, Natural Resources, Sustainability, Transportation","Active",2019-01-08
"1151","Change Please","https://www.crunchbase.com/organization/change-please",350000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/change-please","Food and Beverage","London, England, United Kingdom","Change Please is empowering the homeless community by training them as baristas and giving them jobs. We pay them a decent London salary and help them find housing within the first 10 days. All our profits are re-invested into helping to reduce homelessness.","—",NA,"Cemal Ezel, Chris Baker","https://www.changeplease.org/","For Profit","—","$1M to $10M","2015",350000,"USD","Food and Beverage","Active",2018-05-29
"1152","Fabrik","https://www.crunchbase.com/organization/fabrik-2",2e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/fabrik-2","Art, Blogging Platforms, Film, Internet, Photography, Web Design","London, England, United Kingdom","Relentless creativity. Fabrik builds beautiful portfolio websites in minutes, powered by clever technology and you. An intelligent theming system and content sampling algorithms understand and adapt to media content. Straightforward connections to creative and media services and super-simple customisation mean each Fabrik portfolio becomes truly one of a kind; from signup to a completed website in minutes. Be part of the internet’s freshest creative tribe, join the world's leading filmmakers, artists, photographers, stylists and designers with a Fabrik portfolio website.","—",NA,"Ben Foster, Phil Jenkins, Tim Jarvis","https://fabrik.io","For Profit","info@fabrik.io","Less than $1M","2015",2e+05,"GBP","Content and Publishing, Design, Internet Services, Media and Entertainment, Video","Active",2020-04-09
"1153","Yielders","https://www.crunchbase.com/organization/yielders",661135,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/yielders","Consumer Lending, Crowdfunding, Financial Services, Lending","London, England, United Kingdom","Yielders UK is a crowdfunding property investment platform that puts UK property investment within your reach. Their assets are already funded and provide pre-defined rental incomes, which means Their investors have the potential to start earning returns almost immediately.","—",NA,"Abid Karim, Irfan Khan, Zee Uppal","https://www.yielders.co.uk/","For Profit","admin@yielders.co.uk","Less than $1M","2015",NA,"—","Financial Services, Lending and Investments","Active",2019-09-03
"1154","Quimera Energy Efficiency","https://www.crunchbase.com/organization/quimera-energy-efficiency",3850002,"EUR","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/quimera-energy-efficiency","Clean Energy, Energy, Energy Efficiency, Energy Management, Hospitality, Sustainability","London, England, United Kingdom","Quimera Energy Efficiency (QEE) is specialised exclusively in energy efficiency for the hospitality sector, reducing costs of operations without any investment from the hotel, combining intelligent energy optimisation technology with constant dedication of engineers. QEE works with most of the global hotel chains such as Hyatt, Marriott, Accor or Intercontinental in the Europe, UK, USA, Asia Pacific, China, India and the Caribbean areas. The company provides hotels with a range of powerful tools such as: Cloud-based energy monitoring platform, intelligent HVAC automation software, control enhancement and most importantly, a team of energy engineers who are dedicated to reduce energy consumption being responsible for the entire project execution. As a result, hotel gets advanced facilities automation, commissioning technology and a dedicated team which generates energy saving while maintaining all the comfort standards. The service is provided at “No Savings - No Fees” approach where fees are entitled only when savings occur or under fixed fees scheme - up for client to choose.","—",NA,"Cherrie Sacchetti, David García","http://www.quimeraee.com/","For Profit","info@quimeraee.com","—","2015",NA,"—","Energy, Sustainability, Travel and Tourism","Active",2018-11-15
"1155","Quuu","https://www.crunchbase.com/organization/quuu",164000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/quuu","Advertising, Marketing, Social Media","Romford, Havering, United Kingdom","Quuu is the number one source for content suggestions and the only place where each and every post has been hand-reviewed in-house","—",NA,"Daniel Kempe, Matthew Spurr","http://quuu.co/","For Profit","—","—","2015",42000,"GBP","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","Active",2018-01-15
"1156","Olpays","https://www.crunchbase.com/organization/olpays",950000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/olpays","Credit Cards, E-Commerce, Financial Services, FinTech, Payments, Sharing Economy, Transaction Processing","London, England, United Kingdom","Olpays offers payment solutions for innovative e-commerce platforms","—",NA,"Adriel Araujo, Germán Gimenez, Tom Clementson","https://www.olpays.com","For Profit","info@olpays.com","$1M to $10M","2015",450000,"USD","Commerce and Shopping, Financial Services, Lending and Investments, Other, Payments, Software","Closed",2018-04-03
"1157","Sup app","https://www.crunchbase.com/organization/sup-3",409000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sup-3","Apps, Mobile Apps, Social","London, England, United Kingdom","Sup app is a free mobile app that makes chance encounters and serendipitous moments with friends happen more often without the creep factor as they don’t use maps.        Get notified when friends are around you. They have all been there when they check their social feeds and see that a friend they haven’t seen in ages was just round the corner; attending the same festival or event. Before you kick yourself for missing out on the chance to see them well with Sup app you can see your friends more.        Sup app lets you see your friends more with notifications when friends are nearby. Interact and stay in touch with friends. Send a Sup to a friend to see if they’re free and want to meet up. It can turn a dull day into a good old catch up.","—",NA,"Alan Fayolle, Alex Barton, Rich Pleeth","http://www.supmenow.com","For Profit","sup@supmenow.com","Less than $1M","2015",409000,"GBP","Apps, Community and Lifestyle, Mobile, Software","Active",2015-10-01
"1158","Invocap","https://www.crunchbase.com/organization/fcg-finance-invocap-com",4e+06,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/fcg-finance-invocap-com","Banking, Finance, Financial Services, FinTech","London, England, United Kingdom","Invocap is dedicated to helping small and medium businesses find better ways to finance their growth. Its online tools help them see the real value of your business, by taking into account assets that a traditional bank would not recognize.         The company is a collaboration of finance and technology professionals, with backgrounds from some of the largest finance and technology institutions in the world.","—",NA,"Gideon Shaw, Jeremy Esekow","https://www.invocap.com","For Profit","jobs@invoicecycle.com","$1M to $10M","2015",4e+06,"USD","Financial Services, Lending and Investments","Active",2016-06-15
"1159","Remeo Gelato","https://www.crunchbase.com/organization/remeo-gelato-ltd",9e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/remeo-gelato-ltd","Food and Beverage","London, England, United Kingdom","Remeo is the latin for ""I return"" Return to the standards of quality that authentic Gelato deserves.        We take pride of having created and all natural delicious Italian treat made with only the best ingredients and wrapped in a unique packaging.        An authentic Gelato couldn’t be produced anywhere else but in Italy, and that’s where, after years of experiments with the help of our “Mastri Gelatieri”, we have managed to create a unique process of “mantecazione”. Our award-winning Gelato is made in Milan, and after each ingredient is blended together by our Mastri Gelatieri, each jar is handfilled and checked manually before shipping fresh to the UK every week.        This craftsmanship and dedication, combined with our carefully designed jars, has allowed us to succeed in creating and delivering the true Italian Gelateria experience in a jar.","—",NA,"Filippo Psacharopulo, Jacopo Cordero di Vonzo","http://remeogelato.com/","For Profit","info@remeogelato.com","Less than $1M","2015",4e+05,"GBP","Food and Beverage","Active",2018-07-01
"1160","BARO Vehicles","https://www.crunchbase.com/organization/baro-vehicles-ltd",359570,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/baro-vehicles-ltd","Artificial Intelligence, Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing, Robotics","Nuneaton, Warwickshire, United Kingdom","BARO Vehicles Ltd is a tech company that develops products for self-driving cars and mobile robots with AI capabilities. We manufacture a particular AI computer, the LITA, a special drive-by-wire and the BARO CAV platform to develop electric self-driving cars and self-driving systems. The BARO’s innovation accelerates the deployment of AI products and our engineering services facilitate the implementation. Building the bridge to autonomous vehicles!     They are developing more than an ADAS SYSTEM, they are offering the technology to be the first electric car in the market without a steering wheel and with a new method to interact with the robot-driver the car's brain.        Their vision is to be a company that manufactures intelligent robots to transport people and goods.        They will be at the forefront of humanizing the communication between the vehicle and the users to provide a supreme experience for people who seek maximum comfort and optimization of their time through intelligent means of transportation.","—",NA,"Carlos Escudero, Daniela González, Diego Rossi, Gabriel Giani","http://www.barovehicles.com","For Profit","info@barovehicles.com","—","2015",134570,"GBP","Artificial Intelligence, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation","Active",2018-01-05
"1161","power","https://www.crunchbase.com/organization/8power",7e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/8power","Industrial Automation, Sensor, Test and Measurement","Cambridge, Cambridgeshire, United Kingdom","8power Limited manufacture autonomous sensor systems for automotive and transportation, civil engineering, industrial equipment, and utility infrastructure sectors.","—",NA,"Antony Rix, Ashwin Seshia","https://www.8power.com","For Profit","info@8power.com","Less than $1M","2015",7e+05,"GBP","Data and Analytics, Hardware, Manufacturing, Science and Engineering","Active",2016-06-29
"1162","Solar for Schools","https://www.crunchbase.com/organization/solar-for-schools",1192000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/solar-for-schools","Environmental Engineering, Online Portals, Renewable Energy, SaaS","Bury Saint Edmunds, Norfolk, United Kingdom","Solar for Schools is a social impact, digital platform enabling schools , kindergartens and colleges to generate their own solar energy. The platform enables students, volunteers, local partners, councils, diocese to develop solar projects on schools faster,  at lower risk  and cost and far less effort. We bring partners, funders and installers together to make it easy for any school to go solar, regardless of their financial means to cut carbon emissions, save money and inspire the next generation to live more sustainably.","—",NA,"Martin Augustin, Robert Schrimpff","https://www.solarforschools.co.uk/","For Profit","Info@solarforschools.co.uk","—","2015",520000,"GBP","Energy, Internet Services, Science and Engineering, Software, Sustainability","Active",2017-06-01
