Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Atlantic Money,https://www.crunchbase.com/organization/atlantic-money,7500000,USD,7500000,Private,Seed,11-50,"Apps, Finance, Financial Services, FinTech, Payments","London, England, United Kingdom",Send money abroad – always at the live exchange rate for just a flat £/€3 fee. All the way up to £/€1 million.,,,"Neeraj Baid, Patrick Kavanagh",https://atlantic.money,For Profit,support@atlantic.money,https://www.linkedin.com/company/atlanticmoney,"Atlantic Money is a money transfer provider that offers international transactions for a flat fixed fee of £3 or €3 at the current exchange rate. All the way up to £1m or €1m. Atlantic Money is a international player in payment services that offers the world's cheapest solution for money transfers in foreign currencies. Atlantic Money was established in 2020 in London, England.",,2020-01-01,year,3000000,USD,3000000,"Apps, Financial Services, Payments, Software",Active,2022-07-21,,,,,
Distributed,https://www.crunchbase.com/organization/distributed-4089,45850000,GBP,60932530,Private,Venture - Series Unknown,101-250,"Internet, Mobile, Software, Software Engineering, Web Development","London, England, United Kingdom",Distributed is a software development company that provides an on-demand Elastic Team that allows getting things done faster.,,,"Callum Adamson, Sam Rowlands",https://distributed.com,For Profit,info@distributed.com,https://www.linkedin.com/company/dstbtd/,"Distributed is a software development company that develops an on-demand Elastic Team that allows getting things done faster. Through the Distributed platform, clients can work with fully managed, globally distributed teams of highly skilled software engineers allowing them to build and maintain software faster, more efficiently, cost-effectively, and with more visibility than ever before.  The company was founded in 2017 and is based in London, England.",$1M to $10M,2017-08-01,day,8000000,GBP,9728123,"Internet Services, Mobile, Science and Engineering, Software",Active,2022-06-30,,,,,
Carbonplace,https://www.crunchbase.com/organization/carbonplace,45000000,USD,45000000,Private,Seed,,Financial Services,"London, England, United Kingdom","Carbonplace is a carbon credit transaction network that will enable the secure, and transparent transfer of certified carbon credits.",,,,https://carbonplace.com/,For Profit,,https://www.linkedin.com/company/carbonplace/about/,"Carbonplace is a carbon credit transaction network that will enable the secure, and transparent transfer of certified carbon credits.",,2020-01-01,year,45000000,USD,45000000,Financial Services,Active,2023-02-08,,,,,
Parfin,https://www.crunchbase.com/organization/parfin,22400624,USD,22400624,Private,Seed,51-100,"Finance, Financial Services, FinTech","London, England, United Kingdom","Parfin is a fintech company that provides secure digital asset custody, trading, and management through a web3 infrastructure.",,,"Alex Buelau, Cristian Bohn, Marcos Viriato",http://www.parfin.io,For Profit,,https://www.linkedin.com/company/parfin,"Parfin is a fintech company building the services and infrastructure needed to unlock the digital assets revolution. The company's platform powers all of its products and solutions, combining the best features of traditional finance with the efficiency gains and new opportunities provided by digital assets. By pioneering Web3 infrastructure technology and combining it with its deep financial markets expertise, they are able to provide institutions with the solutions they require to access the Web3 ecosystem. Parfin's mission is to facilitate the institutional adoption of digital asset technologies and to contribute to the creation of a more efficient and equitable financial system.",,2019-01-01,year,15000000,USD,15000000,Financial Services,Active,2023-01-17,,,,,
HealthHero,https://www.crunchbase.com/organization/healthhero,128000000,EUR,151037060,Private,Series B,501-1000,"Health Care, Health Diagnostics, Information Technology, mHealth","London, England, United Kingdom","HealthHero offers remote access to experienced doctors and expert clinicians directly to patients, insurance-policy holders and employees.",,,Ranjan Singh,https://www.healthhero.com/,For Profit,info@healthhero.co.uk,https://www.linkedin.com/company/healthhero/,"HealthHero offers a suite of virtual healthcare services delivered 24/7 via phone, video calls, and online chat.",Less than $1M,2019-01-01,year,70000000,EUR,82920605,"Health Care, Information Technology, Mobile",Active,2021-07-01,,,,,
Nested,https://www.crunchbase.com/organization/nested,170200000,GBP,221149509,Private,Venture - Series Unknown,51-100,"Commercial Real Estate, Real Estate, Real Estate Investment","London, England, United Kingdom",Nested operates as a data-driven estate agency enabling customers to be chain-free buyers.,,,"James Turford, Matt Robinson, Phil Cowans",https://nested.com,For Profit,help@nested.com,https://www.linkedin.com/company/nested-uk,"At Nested, their Mission is to give home-sellers certainty over their property sale from day one, without compromising on price. They do this by advancing what you need to buy your new home, whilst they sell your old one for the best possible price. Selling a home is one of the most stressful things you do in life. It's all-to-common to experience unclear valuations, broken chains and untrustworthy estate agents. they'were bringing a refreshing approach to this broken industry, removing the uncertainty for home sellers, providing best-in-class service and helping their customers secure their dream home on their timeline.",$1M to $10M,2015-12-01,month,5000000,GBP,6892853,"Financial Services, Real Estate",Active,2021-03-31,,,,,
Monzo,https://www.crunchbase.com/organization/monzo,1123073045,USD,1123073045,Private,Series H,1001-5000,"Banking, Financial Services, FinTech, Marketplace","London, England, United Kingdom",Monzo is a digital-only bank platform and marketplace that allows customers to access a range of products and services.,,,"Gary Dolman, Jason Bates, Jonas Huckestein, Paul Rippon, Tom Blomfield",https://monzo.com/,For Profit,hello@monzo.com,https://www.linkedin.com/company/monzo-bank/,Monzo (previously Mondo) is a bank for people who live their lives on their smartphones and is targeted at people who want to get things done in a click and who don’t see the need for branches and cheque books. The platform is focussed on building the best current account in the world and ultimately working with a range of other providers so that Monzo can be an intelligent hub for your entire financial life.,,2015-02-01,month,475000000,USD,475000000,"Commerce and Shopping, Financial Services, Lending and Investments",Active,2022-02-08,,,,,
proSapient,https://www.crunchbase.com/organization/prosapient,12579384,USD,12579384,Private,Series A,101-250,"Consulting, Market Research, SaaS","London, England, United Kingdom",proSapient is a research platform that gathers networks of insights from executives and SMEs via global consultations and surveys.,,,"Jordan Shlosberg, Margo Polishchuk",http://prosapient.com,For Profit,hello@prosapient.com,https://www.linkedin.com/company/prosapient,"proSapient is a primary research platform helping consultants and investors gather the data they need to make those big decisions. The platform has developed into a single point of primary research that is easy to use and allows their clients to quickly access the best research, whilst managing diligence projects and collaborating with colleagues.  proSapient was founded in 2017 and is headquartered in London, England.",,2017-04-06,day,10000000,USD,10000000,"Data and Analytics, Design, Professional Services, Software",Active,2021-01-18,,,,,
Virtual Internships,https://www.crunchbase.com/organization/virtual-internship-partners,16800000,USD,16800000,Private,Series A,51-100,"EdTech, Education","London, England, United Kingdom","Virtual Internship Partners provides transformative, 21st-century remote-work experiences for students and graduates",,,"Daniel Nivern, Edward Holroyd Pearce",https://www.virtualinternships.com/,For Profit,hello@virtualinternships.com,https://www.linkedin.com/company/virtual-internships/,"Virtual Internships are redefining the boundaries of talent acquisition and career development. Intentionally disrupting career entry and continued development by reducing barriers to employment through virtual opportunities.  Utilizing technology and a global network of partners, VI opens the door for candidates to access and gain opportunity with impactful careers all around the world.",,2018-01-01,year,14300000,USD,14300000,"Education, Software",Active,2022-09-14,,,,,
Farewill,https://www.crunchbase.com/organization/farewill,27990425,GBP,35531500,Private,Venture - Series Unknown,51-100,"Advice, Consumer, Financial Services, Funerals, Legal","London, England, United Kingdom",Farewill is a provider of an all-in-one financial and legal services platform used to deal with all paperwork after death.,,,"Dan Garrett, Tom Rogers",https://www.farewill.com,For Profit,hello@farewill.com,https://www.linkedin.com/company/farewill/,"Farewill is a will writer and funeral and direct cremation provider which leverages a platform to simplify complex processes, avoids legal jargon and hidden fees. It is a provider of an all-in-one financial and legal services platform used to deal with all paperwork after death. It enables clients to manage their wills online using simple and affordable digital tools through round-the-clock customer service operations. Farewill was founded in 2015 and is headquartered in London, England.",,2015-07-24,day,20000000,GBP,25225897,"Community and Lifestyle, Financial Services, Health Care, Media and Entertainment, Other, Professional Services",Active,2020-07-08,,,,,
Lightyear,https://www.crunchbase.com/organization/lightyear-2669,35564111,USD,35564111,Private,Series A,11-50,Financial Services,"London, England, United Kingdom",Lightyear is a simple and approachable way to invest your money globally without unnecessary barriers and fees.,,,"Martin Sokk, Mihkel Aamer",https://www.golightyear.com/,For Profit,,https://www.linkedin.com/company/golightyear/,Lightyear is a simple and approachable way to invest your money globally without unnecessary barriers and fees.,,2020-01-01,year,25000000,USD,25000000,Financial Services,Active,2022-07-14,,,,,
Learnerbly,https://www.crunchbase.com/organization/learnerbly,12093247,USD,12093247,Private,Series A,51-100,"Corporate Training, E-Learning, EdTech","London, England, United Kingdom",Learnerbly is a Learning Development Platform.,,,Rajeeb Dey,https://learnerbly.com/,For Profit,hello@learnerbly.com,https://www.linkedin.com/company/learnerbly/,"Learnerbly assists with the development of people at work by curating learning and development opportunities to accelerate professional growth. Its platform helps forward thinking  businesses such as likes of Ideo, Curve, goCardless.",,2016-01-01,year,10000000,USD,10000000,"Education, Software",Active,2021-12-07,,,,,
Addionics,https://www.crunchbase.com/organization/addionics-london-united-kingdom,34000000,USD,34000000,Private,Series A,11-50,"3D Technology, Battery, Energy Efficiency, Manufacturing, Product Design","London, England, United Kingdom",Addionics is creating next-generation batteries through intelligent 3D battery architecture and engineering.,,,"Farid Tariq, Moshiel Biton, Vladimir Yufit",http://www.addionics.com,For Profit,info@addionics.com,https://www.linkedin.com/company/addionics/,"Addionics is creating next-generation batteries through intelligent 3D battery architecture and engineering.  It provides specialized improved rechargeable batteries by redesigning their architecture. The company invents new energy storage with higher energy density, lower charging time, and improved heat safety, with the largest markets in mind. Addionics is developing a new technology that transforms the way to store and deliver energy with a positive effect on the environment. Today, the company is accelerating the development and scale-up of its proprietary technology to create the next generation of batteries to power the future. It provides specialized improved rechargeable batteries by redesigning their architecture. Addionics was founded in 2017 and is based in London, England.",,2018-01-01,year,27000000,USD,27000000,"Design, Energy, Hardware, Manufacturing, Software, Sustainability",Active,2022-01-25,,,,,
Mind Foundry,https://www.crunchbase.com/organization/mind-foundry,30843441,USD,30843441,Private,Series A,11-50,"Artificial Intelligence, Big Data, Data Integration, Enterprise Software, Finance, Insurance, Machine Learning","Oxford, Oxfordshire, United Kingdom",Mind Foundry is an Oxford University company that has developed an AI platform to solve the world's most important problems.,,,"Michael Osborne, Stephen Roberts",http://mindfoundry.ai/,For Profit,info@mindfoundry.ai,https://www.linkedin.com/company/mind-foundry/,"Mind Foundry is an Oxford University AI company, founded by Professors Stephen Roberts and Michael Osborne, pioneers in the field of AI and Machine Learning. With a deep understanding of how important these technologies are to our future, the mission of Mind Foundry is to create a future where AI and Humans work together to solve the world’s most important problems. Mind Foundry has developed technology and products that help people bring machine learning closer to their work. Our platform is a new type of Machine Learning that is powerful enough to be trusted by experts and easy enough to be used by people throughout your organization. Built upon a foundation of scientific principle, organisations use Mind Foundry to empower their teams in entirely new ways.",,2016-02-01,month,13600000,USD,13600000,"Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",Active,2020-10-30,,,,,
Insurtech Gateway,https://www.crunchbase.com/organization/insurtech-gateway,2500000,GBP,3229707,Private,Seed,1-10,"Finance, FinTech, Incubators, Insurance, InsurTech","London, England, United Kingdom","The only FCA authorised independent incubator + fund, the Insurtech Gateway is the fastest place to build and launch an insurtech idea.",,,"Robert Lumley, Stephen Brittain",http://www.insurtechgateway.com/,For Profit,press@insurtechgateway.com,https://www.linkedin.com/company/insurtech-gateway/,"The insurance industry has so many barriers to entry, founders often run out of energy and money just trying to get in.  The Gateway is a one-stop-shop for founders, where they can get underwriting paper, investment capital and advice on how to design and build their startup, all surrounded by great insurance partners. The Gateway fund supports the portfolio post incubation, to Series A and beyond. “The Gateway are our insurance sherpas, guiding us through the wilderness of insurance” Mark Musson, co-founder, Humn.ai (Gateway portfolio company) Insurers often struggle to innovate within their own businesses, the Gateway enable insurers to do this in a safe environment. They facilitate insurers, technology partners and insurtechs to get to know each other and work together, over the whole duration of building a business. The Gateway would like to meet early-stage founders with game-changing ideas or products, and progressive (re)insurers who are interested in collaboration.",$1M to $10M,2016-01-01,year,2500000,GBP,3229707,"Financial Services, Lending and Investments",Active,2019-11-21,,,,,
Tropic Biosciences,https://www.crunchbase.com/organization/tropic-biosciences,73500000,USD,73500000,Private,Series C,11-50,"Agriculture, Biotechnology","London, England, United Kingdom",Tropic Biosciences is a pioneering leader in the development of novel high-performing commercial tropical crop varieties and traits.,,,"Eyal Maori, Gilad Gershon, Ofir Meir",https://www.tropicbioscience.com,For Profit,info@tropicbioscience.com,https://www.linkedin.com/company/tropic-biosciences,"At Tropic Biosciences, They develop high-performing commercial varieties of tropical crops which promote grower wellbeing, consumer health, and improved sustainable environmental practices, using cutting edge non-GMO gene editing techniques.",,2016-01-01,year,35000000,USD,35000000,"Agriculture and Farming, Biotechnology, Science and Engineering",Active,2022-07-06,,,,,
Climate X,https://www.crunchbase.com/organization/climate-x,5199999,GBP,6957556,Private,Seed,11-50,"AgTech, Analytics, B2B, InsurTech, Predictive Analytics, Risk Management","London, England, United Kingdom",Climate X delivers climate risk-related ratings and asset level financial impacts for extreme weather events linked to climate change.,,,"Kamil Kluza, Lukky Ahmed",https://www.climate-x.com/,For Profit,enquiries@climate-x.com,https://www.linkedin.com/company/climate-x/,"Climate X is a global climate risk data analytics provider that delivers location specific risk ratings, EPC ratings for transition risk and climate adjusted loss estimates between now and 2100, under multiple climate emission pathways. Their online platform and APIs service a broad range of customer types across financial services, real estate and various large and listed enterprises. They're a purpose driven company empowering a more climate resilient future for everyone and everything on this planet.",,2020-12-31,day,4099999,GBP,5439006,"Agriculture and Farming, Artificial Intelligence, Data and Analytics, Financial Services, Other, Professional Services, Software",Active,2022-03-22,,,,,
Rainmaker Games,https://www.crunchbase.com/organization/rainmaker-games,11200000,USD,11200000,Private,Seed,11-50,"Gaming, Video Games","London, England, United Kingdom",Rainmaker Games offers a new and interesting way to invest in a portfolio of GameFi NFTs that can be used to earn blockchain games.,,,Will Deane,https://rmg.io/,For Profit,team@rmg.io,https://www.linkedin.com/company/rainmaker-games/,"Rainmaker Games is a play-to-earn gaming company that gives players free access to play hundreds of P2E games, explore in-game content, receive coaching from top international players, connect with other players globally, and gain access to a cutting-edge NFT lending and borrowing marketplace. Gamers of all skill levels can benefit from Rainmaker Games' ability to switch between games, learn the rules of each one, manage their money, and gain exclusive access to the NFT vault.",,2021-01-01,year,4700000,USD,4700000,Gaming,Active,2022-12-23,,,,,
MishiPay,https://www.crunchbase.com/organization/mishipay,5350000,GBP,6846074,Private,Series A,51-100,"Apps, FinTech, Mobile Payments, Payments","London, England, United Kingdom",Mishipay is an app allowing you to never have to stand in line to pay at a store again.,,,"Mustafa Khanwala, Tanvi Bhardwaj",http://www.mishipay.com/,For Profit,info@mishipay.com,https://www.linkedin.com/company/mishipay,"MishiPay has  invented a new retail payment technology, which allows shoppers in retail stores to use their app to simply pick up a product they want to buy, scan the barcode with their phone, pay within the phone and just walk out. No more queuing or waiting at the Point of Sale.",,2015-08-04,day,3500000,GBP,4369849,"Apps, Financial Services, Mobile, Payments, Software",Active,2019-09-24,,,,,
Sourceful.com,https://www.crunchbase.com/organization/sourceful-io,32200000,USD,32200000,Private,Series A,51-100,"E-Commerce, Supply Chain Management","Manchester, Manchester, United Kingdom",Sourceful provides a sourcing and supply chain platform that helps clients find environmentally sustainable packaging for their products.,,,"Sharon C., Wing Chan",https://www.sourceful.com,For Profit,hello@sourceful.com,https://www.linkedin.com/company/sourceful-io,"Sourceful.com provides a sourcing and supply chain platform that helps clients find environmentally sustainable packaging for their products. The company leverages its direct-to-manufacturer relationships to reduce the financial and environmental costs of freight. Sourceful.com was founded in 2020 and is headquartered in Manchester, United Kingdom.",,2020-06-01,day,20000000,USD,20000000,"Commerce and Shopping, Transportation",Active,2022-03-28,,,,,
AND Digital,https://www.crunchbase.com/organization/andigital,19000000,GBP,25183765,Private,Venture - Series Unknown,1001-5000,"Cloud Computing, Consulting, Mobile Apps, Software Engineering, UX Design","London, England, United Kingdom",AWD Digital is a digital agency transforming thoughts into creative digital products.,,,Paramjit Uppal,http://www.and.digital,For Profit,hello@and.digital,https://www.linkedin.com/company/and_digital/,"AWD Digital offers services such as brand strategy, logo & identity design, print media, website design,ecommerce, web applications, and mobile applications.",,2014-01-01,year,8000000,GBP,10986883,"Apps, Design, Internet Services, Mobile, Professional Services, Science and Engineering, Software",Active,2021-04-08,,,,,
Diffblue,https://www.crunchbase.com/organization/diffblue,35144279,USD,35144279,Private,Series A,11-50,"Artificial Intelligence, Developer Tools, Software","Oxford, Oxfordshire, United Kingdom","An Oxford spin-out using AI to write code, starting with Java unit tests that catch errors earlier and faster in a DevOps pipeline.",,,"Daniel Kroening, Peter Schrammel",https://www.diffblue.com/,For Profit,,https://www.linkedin.com/company/diffblue/,"Automated code creation will play a major role in the future of software development. A spin-out from the world-leading AI research group at Oxford, our automated code writing capability has far-reaching potential and will eventually transform how software is written. Initially, Diffblue’s technology is being deployed to save developer time and ensure robustness in one of the most tedious and time-consuming areas of software development: writing unit tests. Diffblue's product stands out from code suggestion tools in that it works completely autonomously, using reinforcement learning to write fully formed tests that are guaranteed to compile, run and find bugs.",,2016-01-01,month,8000000,USD,8000000,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Active,2022-11-21,,,,,
Augustinus Bader,https://www.crunchbase.com/organization/augustinus-bader-e047,25000000,USD,25000000,Private,Private Equity,101-250,"Beauty, Cosmetics, E-Commerce, Health Care, Retail","London, England, United Kingdom",Augustinus Bader is a health and beauty company that offers haircare and skincare treatments and products.,,,"Augustinus Bader, Charles Rosier",https://augustinusbader.com/int/en,For Profit,contact@augustinusbader.com,https://www.linkedin.com/company/augustinus-bader,"Augustinus Bader is a health and beauty company that offers haircare and skincare treatments and products. The company also offers a range of products including body cream, skin supplements, eye night cream, face lotion, skin supplements, and other related products, helping the customers to hydrate, nourish and renew their complexion and have clear skin. Augutinus Bader was founded in 2017 and is based in London, England.",,2017-01-01,year,25000000,USD,25000000,"Commerce and Shopping, Consumer Goods, Health Care",Active,2022-11-15,,,,,
Atom Learning,https://www.crunchbase.com/organization/atom-learning,19000000,GBP,25126127,Private,Series A,51-100,"E-Learning, EdTech, Education","London, England, United Kingdom","Atom Learning is a fully adaptive, online teaching platform for Key Stage 2, early Key Stage 3 and senior school entry preparation.",,,"Alex Hatvany, Jake O'Keeffe",https://atomlearning.co.uk/,For Profit,support@atomlearning.co.uk,https://www.linkedin.com/company/atom-learning/,"We believe students of all backgrounds and attainment levels should experience the benefits of personalised education. We combine the highest quality teacher-produced content with adaptive technology for a personalised and impactful learning experience. Our solutions are used both at home and in schools, as we lead the way in modernising education globally.",Less than $1M,2018-01-01,year,19000000,GBP,25126126,"Education, Software",Active,2021-12-09,,,,,
xalts,https://www.crunchbase.com/organization/xalts,6000000,USD,6000000,Private,Seed,1-10,"Blockchain, Financial Services, FinTech","London, England, United Kingdom",Digital Assets Infrastructure For Financial Services,,,"Ashutosh Goel, Supreet Kaur",http://www.xalts.io/,For Profit,,https://www.linkedin.com/company/xalts/,xalts provides digital assets infrastructure for financial services. Institutions of every size - from large banks to fintechs - use xalts to build their own blockchain based applications.  Our mission is to help financial services leverage blockchain technology to modernize the platforms and solutions that power everything from capital markets to consumer finance.,,2022-01-01,year,6000000,USD,6000000,"Financial Services, Other",Active,2022-10-06,,,,,
Thirdfort,https://www.crunchbase.com/organization/thirdfort,18870000,GBP,24798631,Private,Series A,101-250,"FinTech, Information Technology, Legal, Legal Tech, Transaction Processing","London, England, United Kingdom","Building first end-to-end Anti Fraud Platform to combine KYC, AML and secure payments to protect life's big transactions.",,,"Jack Bidgood, Olly Thornton-Berry",http://www.thirdfort.com,For Profit,contact@thirdfort.com,https://www.linkedin.com/company/thirdfort/,"Thirdfort combines KYC, AML and payment fraud technology for beautifully secure verification. Now professionals working in law, property, and finance can onboard their clients in minutes, not weeks. Powered by Open Banking and transaction specific data, Thirdfort rapidly informs professionals of any risks associated with verifying their individual and corporate clients.  Thirdfort is FCA regulated and has raised over $25m in capital from leading fintech investors Breega and Element Ventures, as well as the founders of Zoopla, Funding Circle, ComplyAdvantage, Tessian, Fenergo, and Fidel.",,2017-05-08,day,15000000,GBP,19670273,"Financial Services, Information Technology, Payments, Professional Services, Software",Active,2022-03-07,,,,,
Cushon,https://www.crunchbase.com/organization/smarterly,72213253,GBP,98153761,Private,Venture - Series Unknown,101-250,"Banking, Financial Services, FinTech, Venture Capital","London, England, United Kingdom","Cushon is a fintech company that provides investment, pension, financial wellbeing and workplace savings.",Cushon acquired by NatWest Group,https://www.crunchbase.com/acquisition/royal-bank-of-scotland-acquires-smarterly--ff594af0,"Ben Pollard, Phil Hollingdale",https://www.cushon.co.uk,For Profit,,https://www.linkedin.com/company/cushon/,"Cushon is a fintech company that provides investment, pension, financial wellbeing and workplace savings.",Less than $1M,2014-01-01,year,35000000,GBP,47588810,"Financial Services, Lending and Investments",Active,2022-01-20,,,,,
Plum Guide,https://www.crunchbase.com/organization/the-plum-guide,59930960,USD,59930960,Private,Venture - Series Unknown,51-100,"Travel, Travel Accommodations, Vacation Rental","London, England, United Kingdom",Plum Guide is the definitive list of the world's best vacation rentals.,,,"Alex Lee, Arif Meharali, Doron Meyassed, Imran Arshed, Will Smith",https://www.plumguide.com,For Profit,info@plumguide.com,https://www.linkedin.com/company/the-plum-guide,"Plum Guide is not just a booking platform. It's a benchmark for quality.  There are 15,000,000+ vacation homes listed online. The choice is overwhelming. The standard is dispiriting.  So we created the Plum Guide Award. Our mission is to find and award the best homes out there with our trusted quality mark.",,2015-10-06,day,13500000,USD,13500000,"Real Estate, Travel and Tourism",Active,2021-10-07,,,,,
Zeelo,https://www.crunchbase.com/organization/zeelo,19600000,USD,19600000,Private,Series A,101-250,"Enterprise Software, SaaS, Transportation, Travel","London, England, United Kingdom","Zeelo is the smart bus platform for organizations, providing flexible turn-key, plug-in and SaaS transportation programs.",,,"Barney Williams, Sam Ryan",http://www.zeelo.co,For Profit,contact@zeelo.co,https://www.linkedin.com/company/zeelo,"Zeelo is the smart bus platform for organizations, providing flexible turn-key, plug-in and SaaS transportation programs for commuting, shuttles and school runs. Zeelo operates in the UK, USA and South Africa",,2016-10-01,month,12000000,USD,12000000,"Software, Transportation, Travel and Tourism",Active,2021-08-05,,,,,
CHARM Therapeutics,https://www.crunchbase.com/organization/charm-therapeutics,50000000,USD,50000000,Private,Series A,1-10,"Artificial Intelligence, Biotechnology","London, England, United Kingdom",CHARM Therapeutics uses deep learning on 3D molecular configurations to develop molecule therapeutics to target pathogenic proteins.,,,Laksh Aithani,https://charmtx.com/,For Profit,laksh@charmtx.com,https://www.linkedin.com/company/charm-therapeutics/,"CHARM Therapeutics delivers transformational medicines through 3D deep learning and cutting-edge drug discovery technologies. By applying revolutionary insights in 3D protein-ligand co-folding, we seek to target previously undruggable disease targets. CHARM Therapeutics was established in 2021 by Laksh Aithani in London, England.",,2021-01-01,year,50000000,USD,50000000,"Artificial Intelligence, Biotechnology, Data and Analytics, Science and Engineering, Software",Active,2022-06-09,,,,,
Seldon,https://www.crunchbase.com/organization/seldon,33691771,USD,33691771,Private,Series B,51-100,"Artificial Intelligence, Machine Learning, Open Source","London, England, United Kingdom",Seldon is a machine learning deployment platform.,,,Alex Housley,https://www.seldon.io,For Profit,hello@seldon.io,https://www.linkedin.com/company/seldon/,"Seldon enables ml engineering teams to accelerate from r and d to production with proven efficiency gains. Its customers include large enterprises across sectors and geographies, including leaders in technology, pharma, automotive, finance, and retail. Their open-source projects are considered in model serving, explanations, and monitoring with installs and models deployed.",$1M to $10M,2014-08-28,day,20000000,USD,20000000,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Active,2023-03-16,,,,,
ZigZag Global,https://www.crunchbase.com/organization/zigzag-global,20262015,USD,20262015,Private,Series A,11-50,"B2B, E-Commerce, Retail, SaaS, Software","London, England, United Kingdom",ZigZag Global is a software platform that helps retailers manage their returns globally.,ZigZag Global acquired by Global Blue,https://www.crunchbase.com/acquisition/global-blue-acquires-zigzag-global--a0c25a68,"Al Gerrie, Laurence Guy",http://www.zigzag.global/,For Profit,hello@zigzag.global,https://www.linkedin.com/company/zigzag-global,"ZigZag Global is a software platform to help retailers manage returns globally. It grades retailers returned products and offers consolidation, refurbishment, local redistribution, recycling, destruction, and reselling stock internationally on a revenue share basis. The ZigZag network connects over 200 local warehouses in 130 countries so customers can get faster refunds. E-commerce consumers return items back to retailers via an intelligent returns portal.  Returns take less than one minute, and customers send tracked returns by post, locker or courier from over 300,000 locations. Goods are sent back to a local warehouse and then ZigZag can scan, grade, consolidate or refurbish products to get them back into the supply chain more quickly.  Customers can be refunded in just 24 hours, and goods can then be returned, destroyed, donated or re-fulfilled to a new order or resold via marketplaces. ZigZag won the 2017 ShopTalk Startup award along with a 25,000 Euro prize. It also won the 2017 Sustainability Award in Milan, 2017 Innovation Award at IRX, StartUps 100 Winner 2017. 2016 Global award at the World Retail Congress in Dubai for innovation and were shortlisted for Innovation of the Year by Retail Week at the Tech and EComm Awards, Mark of Excellence - Disruptor of the Year 2016 - Supply Chain Awards, Winner at London Technology Week – GetInTheRing. ZigZag was founded in 2014 by Al Gerrie and Laurence Guy. and is headquartered in London, England, UK.",Less than $1M,2014-01-01,year,19000000,USD,19000000,"Commerce and Shopping, Other, Software",Active,2019-11-08,,,,,
Muzmatch,https://www.crunchbase.com/organization/muzmatch,10880495,USD,10880495,Private,Series A,11-50,"Apps, Dating, Mobile Apps","London, England, United Kingdom",Muzmatch is the worlds biggest dating app for Muslims looking for their life partner. Backed by Y Combinator S17.,,,"Ryan Brodie, Shahzad Younas",https://muzmatch.com/,For Profit,hello@muzmatch.com,https://www.linkedin.com/company/muzmatch/,"Muzmatch have helped thousands of Arab and Muslim singles worldwide find love and someone to share their lives with. As one of the leading Arab dating and Muslim dating apps, they're committed to helping our members find the best possible matches.",,2014-10-01,month,7000000,USD,7000000,"Apps, Community and Lifestyle, Mobile, Software",Active,2019-07-23,,,,,
Laka,https://www.crunchbase.com/organization/laka,22887849,USD,22887849,Private,Series A,51-100,"InsurTech, Sporting Goods","London, England, United Kingdom",Laka is building the leading Green Mobility insurer globally,,,"Ben Allen, Jens Hartwig, Tobias Taupitz",http://laka.co,For Profit,support@laka.co.uk,https://linkedin.com/company/lakahq/,Laka is building the leading Green Mobility insurer globally,,2017-01-20,day,1500000,USD,1500000,"Commerce and Shopping, Financial Services, Sports",Active,2022-06-23,,,,,
Sprout.ai,https://www.crunchbase.com/organization/blockclaim,14759197,USD,14759197,Private,Series A,11-50,"Artificial Intelligence, Health Insurance, Image Recognition, Information Technology, Insurance, InsurTech, Natural Language Processing, Software","London, England, United Kingdom","Sprout.ai, the advanced claims automation solution, harnessing the power of Contextual AI to revolutionise the insurance experience",,,Raphael Guth,https://www.sprout.ai,For Profit,n.thone@sprout.ai,https://www.linkedin.com/company/sproutai/,"Sprout.ai, the advanced claims automation solution, harnesses the power of Contextual AI to revolutionise the insurance experience for global insurers and their consumers alike. The solution leverages proprietary Optical Character Recognition (OCR) and Natural Language Processing (NLP) technologies to deliver significantly reduced claim settlement times, increased fraud detection and industrial grade security to insurers. The solution is already deployed across three continents focusing on the property, motor and health insurance verticals. www.sprout.ai.",$1M to $10M,2018-03-01,month,11000000,USD,11000000,"Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",Active,2021-05-05,,,,,
