Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Trustology,https://www.crunchbase.com/organization/trustology,8000000,USD,8000000,Private,Seed,11-50,"Blockchain, Cryptocurrency, FinTech, Information Technology, Virtual Currency","London, England, United Kingdom",Trustology is building a custody platform to safeguard your crypto assets.,Trustology acquired by Bitpanda,https://www.crunchbase.com/acquisition/bitpanda-acquires-trustology--1b2118a1,Alex Batlin,https://www.trustology.io,For Profit,contact@trustology.io,https://www.linkedin.com/company/trustology,"Trustology is developing technology and services to help private and institutional clients secure digital assets. TrustVault, Trustology's first product, is a step change in key management. It combines un-matched private key protection against cyber and physical threats with low latency execution, by safekeeping private keys and control code inside tamper proof, programmable hardware security modules hosted in secure data centers, with encrypted backups in the cloud.",Less than $1M,2017-11-07,day,8000000,USD,8000000,"Financial Services, Information Technology, Other, Payments, Software",Closed,2018-12-06,,,,,
RENTUU,https://www.crunchbase.com/organization/rentuu,4557576,GBP,5698927,Private,Seed,11-50,Rental,"London, England, United Kingdom",Cloud-based technology platform and franchise network for the multi-billion pound sterling equipment hire industry.,,,"Andrea Guzzoni, Dennis Helderman",https://www.rentuu.com/,For Profit,info@rentuu.com,https://www.linkedin.com/company/13191289/,"Rentuu has been featured for the last 3 years in a row in the UK's Top 100 UK Start-Ups List, and operates a global, fast-growing, cloud-based technology platform and franchise network for the multi-billion pound sterling equipment hire industry. We’re a venture capital backed technology start-up backed by Sir Stelios Haji-Ioannou (founder of easyJet) and other institutional investors with the exclusive rights to the easyHire brand in a number of countries, including the UK, EU, Switzerland, South Africa, and Dubai to facilitate equipment rental for construction and party equipment.",,2017-09-04,day,2600000,GBP,3186840,Commerce and Shopping,Active,2022-05-15,,,,,
Stripe & Stare,https://www.crunchbase.com/organization/stripe-stare,2500000,GBP,3389123,Private,Seed,1-10,"Consumer Goods, E-Commerce, Women's","Yelverton, Devon, United Kingdom","Stripe & Stare is an online retailer of fashion, sleepwear, and underwear brands.",,,"Katie Lopes, Nicola Piercy",https://stripeandstare.com/,For Profit,hello@stripeandstare.com,https://www.linkedin.com/company/stripe-stare/,"Stripe & Stare is an online retailer of fashion, sleepwear, and underwear brands. The company's products are made of Tencel, an eco-friendly fabric that is environmentally sustainable textile. The company's loungewear and sleepwear are breathable, gentle on the skin, and biodegradable.",,2017-01-01,year,2500000,GBP,3389122,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",Active,2022-01-21,,,,,
Sero,https://www.crunchbase.com/organization/sero-c51f,5500000,GBP,7498153,Private,Seed,101-250,"Energy, Renewable Energy, Semiconductor","Cardiff, Cardiff, United Kingdom","Sero sits at the intersection of home comfort, construction and energy.",,,James Williams,https://sero.life/,For Profit,,https://www.linkedin.com/company/sero-energy/,"Sero sits at the intersection of home comfort, construction and energy. This means we can see how these different aspects can come together to create an easier, cheaper, and lower carbon lifestyle. We were founded to fight the climate emergency, but we believe the way to succeed is through making the right steps progressive and straightforward, whether we’re talking about home life, building homes or our energy system.",,2017-01-01,year,5500000,GBP,7498152,"Energy, Hardware, Science and Engineering, Sustainability",Active,2022-01-11,,,,,
Yourkeys,https://www.crunchbase.com/organization/yourkeyz,3700000,GBP,4748176,Private,Seed,11-50,"Internet, Property Management, Real Estate, Smart Home","London, England, United Kingdom",'Yourkeys is a real-time transactional and data platform for house builders and estate agents selling properties.,Yourkeys acquired by Zoopla,https://www.crunchbase.com/acquisition/zoopla-acquires-yourkeyz--f89d4d1c,"Craig Massey, Riccardo Iannucci-Dawson, Shaw Tsen",https://www.yourkeys.com/,For Profit,info@yourkeys.com,https://www.linkedin.com/company/yourkeys/,'Yourkeys is a real-time transactional and data platform for house builders and estate agents selling properties. The platform significantly accelerates the property sales process whilst giving all stakeholders visibility of the transaction in real-time.',$1M to $10M,2017-01-01,year,2700000,GBP,3443877,"Consumer Electronics, Internet Services, Real Estate",Active,2019-01-10,,,,,
Mattereum,https://www.crunchbase.com/organization/mattereum,911912,USD,911912,Private,Seed,11-50,"Blockchain, E-Commerce Platforms, Legal, Sustainability","London, England, United Kingdom",Mattereum enables NFTs to be used as internationally enforceable IOUs for physical assets,,,"Rob Knight, Vinay Gupta",https://www.mattereum.com,For Profit,contact@mattereum.com,https://www.linkedin.com/company/mattereum,"Mattereum’s solution, which is live today, provides a trust layer that enriches asset data and handles dispute resolution, so that any physical good can be securely traded on-chain without the need for counterparty trust between buyer and seller. Our core innovation building block, the Mattereum Asset Passport does this by eliminating information asymmetry between buyers and sellers. It precisely specifies the value-defining attributes of an asset as a series of warranted claims, where either the vendor or a third party can act as a warrantor, with a rock-solid binding between on-chain transactions and legal dispute resolution mechanism. We already have a growing pipeline of clients and lighthouse customers including gold mints, art dealers, collectible sellers and wine merchants, for whom we have completed real-world sales of high value objects. We are looking to scale our sales rapidly to address $BNs of physicals across multiple asset classes and use the knowledge graph across our asset passports to build out a powerful exchange platform with revolutionary new liquidity-enhancing functionality. From this foundation we aim to enable secondary markets to function hyper efficiently and sustainability to be accurately priced into assets, tilting manufacturing towards a circular economy, ultimately providing circularity-as-a-service to our clients.",,2017-08-04,day,911912,USD,911912,"Commerce and Shopping, Internet Services, Other, Professional Services, Sustainability",Active,2018-11-07,,,,,
Labstep,https://www.crunchbase.com/organization/labstep,2878978,USD,2878978,Private,Seed,1-10,"Analytics, Collaboration, Computer, Mobile Apps, Software","London, England, United Kingdom",Labstep captures real time scientific process data to provide an internally shareable timeline of a lab's activity.,,,"Jake Schofield, Jan Domanski, Sven Kirkerup",https://www.labstep.com,For Profit,info@labstep.com,https://www.linkedin.com/company/labstep/,The modern R&D cloud platform designed to uncover the power of real-time data. Labstep uses interactive step-by-step protocols as templates for data collection to ensure all relevant data and metadata about your research is captured in real-time as it happens.,,2017-03-01,day,500000,GBP,707799,"Apps, Consumer Electronics, Data and Analytics, Hardware, Mobile, Other, Software",Active,2021-06-01,,,,,
Something & Nothing,https://www.crunchbase.com/organization/something-nothing,5173129,USD,5173129,Private,Seed,1-10,Food and Beverage,"London, England, United Kingdom",Something & Nothing specializes in seltzer made from natural ingredients and low in calories.,,,"Oliver Dixon, Rupert Pugsley",https://somethingandnothing.co/,For Profit,,https://uk.linkedin.com/organization-guest/company/wearesomethingandnothing,Something & Nothing specializes in seltzer made from natural ingredients and low in calories.,$1M to $10M,2017-01-01,year,2500000,GBP,2842133,Food and Beverage,Active,2022-11-09,,,,,
AudioTelligence,https://www.crunchbase.com/organization/audiotelligence,14393864,USD,14393864,Private,Seed,11-50,"Audio, Software","Cambridge, Cambridgeshire, United Kingdom",AudioTelligence delivers real-time audio processing technology for the enhancement of automatic speech recognition (ASR) systems.,,,"Ken Roberts, Robert Swann",https://www.audiotelligence.com/,For Profit,enquiries@audiotelligence.com,https://www.linkedin.com/company/audiotelligence/,"Audiotelligence  leads the world in blind audio signal separation from multi-microphone captured audio. Our AudioTelligence nD technologies greatly out-perform existing 'state-of-the art' commercially available technologies such as beam forming, spectral masking, deep neural nets, non-negative matrix factorisation and ICA.",,2017-01-01,year,1500000,GBP,1885874,"Media and Entertainment, Music and Audio, Software",Active,2020-03-12,,,,,
Save Your Wardrobe,https://www.crunchbase.com/organization/save-your-wardrobe,3000000,USD,3000000,Private,Seed,11-50,"CleanTech, E-Commerce, Fashion, Lifestyle, Retail, Retail Technology, Shopping, Sustainability","London, England, United Kingdom",Circular digital platform using technology to streamline the post purchase experience through digital wardrobes and care and repair services,,,"Hasna Kourda, Mehdi Doghri",https://www.saveyourwardrobe.com,For Profit,contact@saveyourwardrobe.com,https://www.linkedin.com/company/save-your-wardrobe/,"Save Your Wardrobe is FashionTech and RetailTech startup founded on the grounds of bringing circular economy principles to the industry, and making circular options accessible.  Save Your Wardrobe enables circular choices through technology, supporting both a consumer-facing application (B2C) and customisable brand or retailer experiences (B2B) for wardrobe digitisation, impact-led insights and recommendations and an extensive ecosystem of aftercare services powered by a proprietary digital infrastructure and booking platform. Our mission is to democratise access to aftercare services and re-construct the narrative around repairing and caring for garments to include both high and low valued items.",,2017-06-01,month,3000000,USD,3000000,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Hardware, Software, Sustainability",Active,2022-07-26,,,,,
Bimble,https://www.crunchbase.com/organization/bimble-studios-ltd,3935156,USD,3935156,Private,Seed,11-50,"Digital Media, Lifestyle, Sharing Economy, Tourism","Oxford, Oxfordshire, United Kingdom","Bimble is the app for great, little places. Peer-to-peer place recommendations from around the world.",,,"Francesca Howland, Tomi Novak",https://bimble.com,For Profit,hello@bimble.com,https://www.linkedin.com/company/bimbleapp/,"Bimble is the app for keeping, organising and sharing your places. The best place recommendations come word of mouth but at Bimble we believe this limits you to your own circle of friends and that it begs to be brought into a broader digital community. In addition, when any of us hear about, read about or come across great places - we have nowhere to store them usefully. Bimble takes care of that too. These are just the basics. We know that TripAdvisor, Yelp and Foursquare are out of date with today's consumer. We've got different plans.",,2017-01-01,year,2400000,USD,2400000,"Community and Lifestyle, Media and Entertainment, Other, Travel and Tourism",Active,2021-02-17,,,,,
Discover Film,https://www.crunchbase.com/organization/discover-film,1500000,USD,1500000,Private,Seed,11-50,"Apps, Health Care, Media and Entertainment, Video Streaming, Wellness","London, England, United Kingdom","A technology platform for short form video with mental health, wellbeing and entertainment content.",,,"Sarah Jane Thomson, Steve Harmston",https://discoverhappy.app,For Profit,discover@discover.film,https://www.linkedin.com/company/discover.film,"Discover.film (Discover) has over 1 million viewers in 190+ countries watching the best short movies and other premium short form video content with an emphasis on mental health & wellbeing. Content is typically between 5 and 15 minutes long. The Discover streaming service is available on the App Store, Google Play,  Samsung TV Plus, Huawei, Amazon Fire, Roku and Apple TV, Viacom, and a number of airlines. The mental health & wellbeing platform, Discover Happy, is sold B2B and B2B to HR teams.",,2017-09-16,day,1000000,USD,1000000,"Apps, Content and Publishing, Health Care, Media and Entertainment, Software, Video",Active,2020-01-31,,,,,
Zencargo,https://www.crunchbase.com/organization/zencargo,66000000,USD,66000000,Private,Series B,101-250,"Freight Service, Logistics, SaaS, Shipping, Supply Chain Management","London, England, United Kingdom",Zencargo is a logistics company that simplifies global trade by offering digital freight services to help businesses thrive.,,,"Alex Hersham, Jan Riethmayer, Richard Fattal",https://zencargo.com,For Profit,hello@zencargo.com,https://www.linkedin.com/company/zencargo/,"Zencargo provides ocean, road, air, and rail freight services. It develops a platform that allows customers to book, manage, and track their international freight and uses analytics to drive intelligent supply chain decisions that help their businesses thrive.  Zencargo enables shippers and their counterparts to collaborate and manage their logistics. It also offers tracking and cargo insurance services.  Alex Hersham, Jan Riethmeyer, and Richard Fattal co-founded Zencargo on January 4, 2017. It has its headquarters in London, England.",,2017-01-04,day,42000000,USD,42000000,"Software, Transportation",Active,2021-05-11,,,,,
Wluper,https://www.crunchbase.com/organization/wluper,4100000,USD,4100000,Private,Seed,11-50,"Artificial Intelligence, Machine Learning, Natural Language Processing","London, England, United Kingdom",Advanced Conversational AI to provide powerful voice-first experiences for any industry.,,,"Hami Bahraynian, Maurice von Sturm, Nikolai Rozanov",https://wluper.com,For Profit,contact@wluper.com,https://www.linkedin.com/company/wluper_,"Wluper is an advanced voice-based conversational AI platform that allows organisations to leverage advanced natural language capabilities to create meaningful experiences for their workforce. With a layer of unique language understanding skills, you can create and calibrate the workforce experience within your industry or sector, strengthen your position and empower your staff with an innovative solution that scales. Learn more at www.wluper.com.",,2017-01-01,year,1900000,USD,1900000,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Active,2020-11-15,,,,,
Ubooker,https://www.crunchbase.com/organization/ubooker,1920000,USD,1920000,Private,Pre-Seed,1-10,"Enterprise Software, Fashion, Mobile Apps, Sharing Economy, Social Media","London, England, United Kingdom",The leading seamless digital booking platform connecting brands with content creators and models worldwide.,,,"Andrea Losso, Claudia Wagner, Diana Dietrich, Nicola Scagnolari",https://u-booker.com,For Profit,nicola.scagnolari@u-booker.com,https://www.linkedin.com/company/ubooker/,"Ubooker is a curated booking platform that allows fashion retailers, brands and production companies worldwide to hire high-level professional models and talents directly,  with a few clicks and without having to go through a traditional Agency. The process is fast and efficient and it's based to a proprietary technology. Models and talents get paid fast after the job, while companies using Ubooker are saving significantly. The total addressable market globally is about $10 billion,  including the always increasing e-commerce sector and the  ""long-tail"" of the industry.",$1M to $10M,2017-01-01,year,1700000,USD,1700000,"Apps, Clothing and Apparel, Design, Internet Services, Media and Entertainment, Mobile, Other, Software",Active,2018-02-02,,,,,
Machine Medicine Technologies,https://www.crunchbase.com/organization/machine-medicine,500400,GBP,654168,Private,Seed,11-50,"Artificial Intelligence, Computer Vision, Health Care, Machine Learning, Software Engineering","London, England, United Kingdom",Machine Medicine are building an operating system for neuromodulation and other forms of precision neurotherapeutics.,,,"Georgiana Petria, Jonathan O'Keeffe",http://machinemedicine.com/,For Profit,info@machinemedicine.com,https://www.linkedin.com/company/machine-medicine/,"Machine Medicine aims to accelerate our understanding of the brain and the development of neuro-therapeutics. We do this by providing affordable, convenient and interpretable tools for the measurement of behaviour. Our first product is a computer vision platform for the assessment of Parkinson's disease.",$1M to $10M,2017-05-24,day,,,,"Artificial Intelligence, Data and Analytics, Hardware, Health Care, Science and Engineering, Software",Active,2022-08-23,,,,,
Axis Spine Technologies,https://www.crunchbase.com/organization/axis-spine-technologies,16474489,USD,16474489,Private,Series A,1-10,"Manufacturing, Medical","Saint Albans, Hertford, United Kingdom",Axis Spine Technologies is a Medical Equipment Manufacturing Company.,,,,https://axisspinetech.com/,For Profit,enquiries@axisspinetech.com,https://www.linkedin.com/company/axis-spine-technologies/,Axis Spine Technologies is building an expert team to develop highly differentiated products that provide meaningful improvements in patient care.,,2017-01-01,year,12500000,USD,12500000,"Health Care, Manufacturing",Active,2022-10-18,,,,,
TeraBlock,https://www.crunchbase.com/organization/terablock,2400000,USD,2400000,Private,Pre-Seed,11-50,"Cryptocurrency, Financial Services, FinTech","London, England, United Kingdom",TeraBlock is the simplest solution to buy and easily manage crypto assets with the help of Machine Learning based trade automation.,,,Shivam Tandon,https://terablock.com,For Profit,support@terablock.com,https://www.linkedin.com/company/MyTeraBlock,TeraBlock is the simplest solution to buy and easily manage crypto assets with the help of Machine Learning based trade automation.,,2017-02-02,day,,,,"Financial Services, Payments, Software",Active,2021-05-01,,,,,
Train Effective,https://www.crunchbase.com/organization/train-effective,400000,GBP,500864,Private,Seed,11-50,"EdTech, Fitness, Soccer, Sports","London, England, United Kingdom",A world-class sports academy in your pocket.,,,Nick Humphries,https://traineffective.com/,For Profit,team@traineffective.com,https://www.linkedin.com/company/traineffective/,"Train Effective is a digital sports training platform featuring masterclasses by Manchester United legend Rio Ferdinand and Premier League experts. With over 500,000 players signed up in more than 150 countries, Train Effective is on a mission to help every athlete can reach their full potential by democratising access to elite sports coaching. Based in London, the team has built a strong brand with over 2 million followers across various social media platforms and has financial backing from investors including ex-fund managers, c-level execs at multi-billion dollar companies and professional athletes.",,2017-03-01,day,300000,GBP,376199,"Education, Software, Sports",Active,2022-04-27,,,,,
Zeux,https://www.crunchbase.com/organization/zeux,4972913,USD,4972913,Private,Series A,11-50,"Blockchain, Financial Services","London, England, United Kingdom",Zeux is a comprehensive financial institution headquartered in the UK that provides bespoke banking and investment services.,,,Frank Zhou,https://www.zeux.com/,For Profit,hello@zeux.com,https://www.linkedin.com/company/zeux/,"Zeux is a comprehensive financial institution headquartered in the UK that provides bespoke banking and investment services. The company offers knowledge, financial options, and accounts specifically for its customers. Zeux assists clients in achieving their savings objectives by better preparing for their financial well-being.",,2017-11-01,month,2000000,GBP,2735173,"Financial Services, Other",Active,2021-02-01,,,,,
Evariste Technologies,https://www.crunchbase.com/organization/evariste-technologies,1400000,USD,1400000,Private,Seed,1-10,Biotechnology,"Oxford, Oxfordshire, United Kingdom",Evariste Technologies is an artificial intelligence-driven drug discovery company.,,,Oliver Watson,https://www.evaristetechnologies.com/,For Profit,,,"Evariste Technologies is a biotechnology research company. Their platform includes multiomic biological and chemical datasets, including proprietary and public data. They offer AI platforms to find novel hits and design candidates with higher clinical success rates.",,2017-01-01,year,1400000,USD,1400000,"Biotechnology, Science and Engineering",Active,2021-09-01,,,,,
Sherpr,https://www.crunchbase.com/organization/sherpr,1600000,GBP,2124446,Private,Seed,11-50,Travel,"London, England, United Kingdom","Sherpr is a no hassle, door to door service for shipping luggage, boxes, and sports equipment.",,,Andrew Watson,http://sherpr.com,For Profit,support@sherpr.com,,"Sherpr offers door to door luggage delivery service and box shipping services. They provide luggage shipping, box shipping, bikes, excess baggage shipping, international shipping, domestic shipping, relocation shipping, and airline baggage alternative.",,2017-04-01,month,500000,GBP,689285,Travel and Tourism,Active,2021-03-31,,,,,
Clementine App,https://www.crunchbase.com/organization/clementine-app,1000000,GBP,1301490,Private,Seed,1-10,"Fitness, Health Care, Personal Health, Software, Wellness","Milton Keynes, Milton Keynes, United Kingdom",Clementine App is a hypnotherapy app to help women feel calmer and better equipped to cope with everyday life.,,,Kim Palmer,https://clementineapp.com/,For Profit,help@clementineapp.co.uk,https://www.linkedin.com/company/clementineapp/about/,"Clementine App provides virtual professional hypnotherapy sessions as well as a suite of wellness products to empower women to feel more confident, capable, and on top of their game.",Less than $1M,2017-01-01,year,1000000,GBP,1301490,"Health Care, Software, Sports",Active,2020-10-26,,,,,
Taia Translations,https://www.crunchbase.com/organization/agencija-int-d-o-o,1200000,EUR,1417553,Private,Pre-Seed,11-50,"Artificial Intelligence, Information Technology, Internet, Internet of Things, Machine Learning, SaaS, Software","London, England, United Kingdom","Taia is a modern web platform, using the latest translation technology that helps companies translate their content more efficiently.",,,"Marko Hozjan, Matija Kovač",https://taia.io,For Profit,info@taia.io,https://www.linkedin.com/company/taia-translation/,"Taia Translations LTD  is a modern translation platform, where we help companies translate their documents, websites, and other content with AI-assisted, human perfected translations. If advanced neural machine translation is good enough, you can get your files translated, with formatting intact, in just a few seconds. But when you need a professional touch, you can order from a range of services, right inside the app. Our app was created to make the ordering process as seamless as possible, as we are aware that ordering translations can be a bit time-consuming. You drag 'n' drop your document into the uploader, select the right parameters for your needs, and just a few moments later your project is being reviewed by Taia's project management. Based on your chosen parameters, you'll be assigned the perfect translator for your project. Give it a spin at https://app.taia.io and let us know what you think!",,2017-03-13,day,1200000,EUR,1417553,"Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",Active,2020-10-12,,,,,
Organise,https://www.crunchbase.com/organization/the-organise-platform,655000,GBP,826478,Private,Seed,1-10,"Association, Big Data, Communities, Internet, Software","London, England, United Kingdom",Organise is the next generation of collective action at work,,,"Bex Hay, Nat Whalley",https://organise.network,For Profit,action@organise.org.uk,,"Organise is on a mission to give everyone the tools, network and confidence to make change happen in their workplace.",Less than $1M,2017-03-20,day,,,,"Community and Lifestyle, Data and Analytics, Internet Services, Other, Software",Active,2021-03-31,,,,,
Get A Drip,https://www.crunchbase.com/organization/get-a-drip,4500000,EUR,4400341,Private,Series A,101-250,"Health Care, Health Diagnostics, Wellness","London, England, United Kingdom","Get A Drip provides alternative, more efficient, and cost-effective vitamins, minerals, boosters, injections, and diagnostic tests.",,,,https://getadrip.com/,For Profit,hello@getadrip.com,https://www.linkedin.com/company/get-a-drip/,"Get A Drip provides alternative, more efficient, and cost-effective vitamins, minerals, boosters, injections, and diagnostic tests.",,2017-01-01,year,4500000,EUR,4400341,Health Care,Active,2022-10-20,,,,,
VRJAM,https://www.crunchbase.com/organization/vrjam,1002000,USD,1002000,Private,Pre-Seed,11-50,"Advertising, Software, Video, Virtual Reality","London, England, United Kingdom",VRJAM is a real-time platform for virtual events and immersive content creation.,,,Sam Speaight,https://vrjam.com,For Profit,info@vrjlive.com,https://www.linkedin.com/company/virtual-reality-jam/,"VRJAM is the metaverse platform for creators. They work with content creators, celebrities, artists, and culture brands to redefine fan experience in the digital space.",$1M to $10M,2017-01-01,year,,,,"Advertising, Hardware, Media and Entertainment, Sales and Marketing, Software, Video",Active,2022-10-05,,,,,
Kirontech,https://www.crunchbase.com/organization/kirontech,3500000,USD,3500000,Private,Series A,11-50,"Artificial Intelligence, Health Care, Information Technology, Machine Learning, Technical Support","Cambridge, Cambridgeshire, United Kingdom",Kirontech uses cutting edge machine learning technology to revolutionize the use of healthcare data.,,,"Omar Chebli, Tarek Nassar, Tom Nygren",http://www.kirontech.com/,For Profit,info@kirontech.com,https://www.linkedin.com/company/kirontech-uk-ltd/about/,"Each year, the healthcare insurance industry loses nearly half a trillion dollars due to Fraud, Waste and Abuse. With our state-of-the-art artificial intelligence solutions, fraud, waste and abuse are identified at source and inefficiencies are reduced across the board. KironAI is the most advanced and specialized AI solution in the healthcare insurance market, and our proprietary algorithms allow the platform to handle millions of complex claims with ease. By combining the techniques of AI and our extensive industry knowledge of medical claims data, Kirontech will change the way health insurance works for good. There is a growing consensus that AI technology has a vital role to play in the future of health insurance, in the elimination of fraud, waste and abuse, the streamlining and reinforcing of risk assessment processes, and in network optimization. But how? Kirontech works with extensive medical claims data, using machine learning AI to improve the bottom line of insurers, third party administrators and reinsurers, and increase quality of care through better monitoring and management of providers. KironAI uses dynamic “graph–based” learning, which means it discovers rules and patterns from within the data, rather than simply scanning for pre-specified ones; it observes, learns and adapts to new relevant patterns too complicated for the human eye to pick up. The system is ultra-fast and resilient, designed to learn even from scarce data. Kirontech is based in Cambridge, an internationally recognized technology hub. With a presence in London, the largest centre for underwriting commercial and specialty risk in the world, Kirontech is perfectly positioned to make use of its top technical and domain expertise to address the serious issues which impede the health insurance business today. But more than anything else, Kirontech is about its people. With its unique combination of skills and expertise, our team works to innovate the healthcare industry through the application of new technology that has already proved its value across many other domains. ",,2017-05-01,month,3500000,USD,3500000,"Artificial Intelligence, Data and Analytics, Health Care, Information Technology, Other, Science and Engineering, Software",Active,2017-03-27,,,,,
Transcend Packaging,https://www.crunchbase.com/organization/transcend-packaging,11100000,GBP,14109369,Private,Seed,11-50,"Manufacturing, Packaging Services, Plastics and Rubber Manufacturing","Ystrad Mynach, Caerphilly, United Kingdom",Transcend Packaging is an industrial company that delivers sustainable packaging solutions.,,,Gabriel Fysh,http://transcendpackaging.com/,For Profit,enquiries@transcendpackaging.co.uk,https://www.linkedin.com/company/transcend-packaging/,"Transcend Packaging is an industrial company that delivers sustainable packaging solutions. They work with innovators, product developers, and materials experts to manufacture tomorrow’s technologically advanced sustainable packaging. The company offers paper-based packaging and fully biodegradable plastics. Its bio-resin coated paper provides a substitute for plastic. Transcend Packaging was founded in 2017 and is headquartered in Ystrad Mynach, Caerphilly, United Kingdom.",$10M to $50M,2017-01-01,year,7000000,GBP,8726547,"Administrative Services, Manufacturing",Active,2020-07-01,,,,,
Spark EV Technology,https://www.crunchbase.com/organization/spark-ev-technology,960000,GBP,1283366,Private,Seed,1-10,"Artificial Intelligence, Automotive, Computer, Electric Vehicle, Machine Learning, Software","Newmarket, Suffolk, United Kingdom",Spark develops and supplies personalised journey prediction and map display software products for electric vehicles.,,,Justin Ott,http://www.sparkevtechnology.com,For Profit,sales@sparkevtechnology.com,https://www.linkedin.com/company/spark-ev-technology/,"Spark provides personalised journey predictions and map display products for EVs (Electric vehicles) with applications across passenger vehicle, bus and trucks.  They use patented technology harnessing live data (driver, vehicle, atmospherics) and machine learning algorithms to improve journey predictions.   Their goal is to improve the speed of EV adoption by removing range/time anxiety and improving vehicle trust for drivers.  They are working with a number of global OEM and Tier 1 clients to evaluate and embed Spark into the infotainment cluster as part of the SatNav operating a licence fee and royalty model.",,2017-01-01,day,250000,GBP,343296,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",Active,2021-10-27,,,,,
Flair Impact,https://www.crunchbase.com/organization/flair-impact,1410000,GBP,1872025,Private,Seed,11-50,"Analytics, Internet","London, England, United Kingdom",Flair Impact is a racial equity technology company helping organisations measure their progress in building racially equitable cultures.,,,Nii Cleland,https://flairimpact.com/,For Profit,info@flairimpact.com,https://www.linkedin.com/company/flairimpact,"Flair is a people analytics tool designed to foster anti-racist cultures in which all ethnicities can thrive. Through our anonymous surveys, organisations are able to diagnose, track and address racial biases within their culture.",,2017-01-01,year,1410000,GBP,1872025,"Data and Analytics, Internet Services",Active,2021-12-01,,,,,
Knabu Distributed Systems Ltd,https://www.crunchbase.com/organization/knabu-ltd,2500000,USD,2500000,Private,Seed,1-10,"Bitcoin, Blockchain, Cryptocurrency, Insurance","London, England, United Kingdom",We are developing a Token Driven Development DApp to enable credible token projects,,,Gabrielle Patrick,https://www.knabu.me/,For Profit,info@knabu.me,https://www.linkedin.com/company/youbank/,We are a DLT company based in London and have started our bank authorization process to solve the problem of denial of bank accounts to blockchain businesses. We are building a Utility Bank from scratch & engineering it to leverage DLT.,,2017-07-10,day,2500000,USD,2500000,"Financial Services, Other, Payments, Software",Active,2021-10-01,,,,,
iKVA,https://www.crunchbase.com/organization/kvasir-analytics,4418252,GBP,6001160,Private,Seed,11-50,"Artificial Intelligence, Information Technology, Software","Worcester, Worcestershire, United Kingdom",iKVA is an AI knowledge management software company.,,,"Dr Liang Wang, Jon Crowcroft, Jon Horden, Richard Mortier",https://ikva.ai/,For Profit,contact@ikva.ai,https://www.linkedin.com/company/ikva,iKVA is an AI knowledge management software company.,$1M to $10M,2017-01-01,year,1500000,GBP,2085456,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",Active,2021-04-27,,,,,
Goldilock,https://www.crunchbase.com/organization/goldilock,3420000,USD,3420000,Private,Seed,11-50,"Cyber Security, Data Storage, Identity Management, Information Technology","London, England, United Kingdom",Data and Critical Infrastructure Security,,,"Anthony Hasek, Jarrod Epps, Stephen Kines",https://www.goldilock.com,For Profit,info@goldilock.com,https://www.linkedin.com/company/goldilocksecure,"Patented Goldilock is the only technology on earth that allows individuals and institutions to physically disconnect and connect data and devices to & from the internet, in seconds, from anywhere on earth, with no human intervention - and WITHOUT using the internet. That's right. Goldilock has created a complete non-IP back channel, available to you and your organization, without purchasing specialty personal devices or going through complex training. Goldilock keeps your data completely isolated from the internet, invisible and un-findable to hackers. For your enterprise Goldilock can ensure your data backups are clean and isolated in case of ransomware or other cyber intrusions. Goldilock's Autotomy product allows network administrators to isolate devices and network architecture, in seconds, to mitigate attacks, zero-day incidents and other cyber threats.",,2017-08-01,month,1000000,USD,1000000,"Hardware, Information Technology, Privacy and Security, Software",Active,2021-11-01,,,,,
