Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
TreasurySpring,https://www.crunchbase.com/organization/treasuryspring,10550000,GBP,14455071,Private,Series A,11-50,"Banking, Consulting, Financial Services, FinTech, Venture Capital","London, England, United Kingdom",TreasurySpring is a b2b fintech that enables clients to minimise risk and maximise return on excess cash through a unique platform.,,,"James Skillen, Kevin Cook, Matthew Longhurst",http://treasuryspring.com,For Profit,info@treasuryspring.com,http://linkedin.com/company/10967537/,"TreasurySpring is a financial technology firm that was founded in early 2016 by three long-term business partners with the goal of revolutionising institutional short-term funding markets. We have applied legal, financial and operational technology to create a unique, regulated fund platform. Our Fixed-Term Funds or FTFs offer cash rich firms access to short-term investments that have historically been unavailable to them, whilst allowing institutions seeking funding to access a much broader universe of capital providers than ever before.",,2016-01-01,month,7000000,GBP,9919411,"Financial Services, Lending and Investments, Professional Services",Active,2021-06-10,,,,,
Achilles Therapeutics,https://www.crunchbase.com/organization/achilles-therapeutics,212991704,USD,212991704,Public,Grant,101-250,"Biotechnology, Health Care, Therapeutics, Wellness","London, England, United Kingdom","Achilles Therapeutics is a developer of immunotherapies intended to offer next-generation, patient-specific therapies to treat cancer.",,,"Charles Swanton, Karl Peggs, Mark Lowdell, Sergio Quezada",http://achillestx.com/,For Profit,info@achillestx.com,https://www.linkedin.com/company/achillestx.com/,"Achilles Therapeutics is a developer of immunotherapies intended to offer next-generation, patient-specific therapies to treat cancer. The company's immunotherapies harness the immune system to destroy cancer cells that target truncal tumor neo-antigens and flags to the immune system present on the surface of every cancer cell, enabling scientists to target and destroy tumors without harming healthy tissues.",$10M to $50M,2016-05-01,month,4000000,EUR,4088182,"Biotechnology, Health Care, Science and Engineering",Active,2022-07-21,,,,,
Bramble Energy,https://www.crunchbase.com/organization/bramble-energy,43000000,GBP,57774733,Private,Series B,101-250,"Clean Energy, CleanTech, Consumer Electronics, Energy, Fuel Cell, Manufacturing, Renewable Energy","London, England, United Kingdom","Bramble Energy is an innovator energy technology company that designs and manufactures high-performance, low-cost, and fuel cell stack",,,Tom Mason,https://www.brambleenergy.com/,For Profit,enquiries@brambleenergy.com,https://www.linkedin.com/company/brambleenergyltd/,"Bramble Energy is an innovator energy technology company that designs and manufactures high-performance, low-cost, and fuel cell stack. The company ability to leverage the global high-volume PCB industry means that they are the first fuel cell company with the manufacturing capacity to supply gigawatts of fuel cell hardware, something the battery industry has spent many years and £B’s to achieve. Bramble Energy specifically uses a printed circuit board (PCB) technology to form the structural parts of the fuel cell. It also provides products including modular PCBFC stacks, H20:20W PCBFC system, custom design PCBFC, and 500W PCBFC stack. Bramble Energy was founded in 2016 and is based in London, England, United Kingdom.",,2016-01-01,year,35000000,GBP,47358479,"Consumer Electronics, Energy, Hardware, Manufacturing, Sustainability",Active,2022-02-14,,,,,
Pace Revenue,https://www.crunchbase.com/organization/pacerevenue,4500000,GBP,5881221,Private,Seed,11-50,"Artificial Intelligence, Hospitality, Infrastructure, Machine Learning, SaaS","London, England, United Kingdom","Pace is revolutionising revenue management with a suite of tools to deliver science, real-time and automation.",Pace Revenue acquired by FLYR Labs,https://www.crunchbase.com/acquisition/flyr-acquires-pacerevenue--1d212cc1,"Jason Pinto, Jens Munch, John-Paul Clarke",http://www.pacerevenue.com,For Profit,contact@pacerevenue.com,https://www.linkedin.com/company/pacerevenue/,"The toughest challenge for a hotel-owner is highly dynamic demand for a fixed number of rooms - some nights your property is half-empty, other times it's booked out weeks in advance. Smart use of pricing, timing, and sales-channels can add more than 30% to annual revenues. Pace has built the first solution that gives hotels real-time forecasting, price sensitivity analysis, and automation. Now hotel-owners can trust that they are responding rapidly to changes and always getting the right bookings at the right prices. Pace uses machine learning and statistics to turn pricing into a real-time exploration how to optimally match supply and demand. Their algorithms are proprietary and actively worked on by their science team. They differentiate by being a tech-led company in hospitality (most competitors are the inverse) and by having a staged path towards the end-goal of real-time automation.",$500M to $1B,2016-08-08,day,2000000,GBP,2528908,"Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software, Travel and Tourism",Active,2019-07-01,,,,,
7bridges,https://www.crunchbase.com/organization/7bridges,20400000,USD,20400000,Private,Series A,11-50,"Artificial Intelligence, Logistics, Productivity Tools, Supply Chain Management","London, England, United Kingdom",7bridges is a smart logistics platform that delivers visibility and control over logistics processes.,,,"Matei Beremski, Philip Ashton",https://www.the7bridges.com,For Profit,team@the7bridges.com,https://www.linkedin.com/company/the7bridges,"7bridges is a smart logistics platform that delivers visibility and control over logistics processes. 7bridges unifies data and operations and enables access to a global supplier ecosystem to make world-class, sustainable logistics operations a rapidly achievable reality. The 7bridges platform realizes future-proofed, sustainable logistics as a scalable, competitive, profit and growth driving edge.",,2016-01-01,year,17000000,USD,17000000,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Transportation",Active,2022-01-17,,,,,
Monolith AI,https://www.crunchbase.com/organization/monolith-ai,10600000,GBP,14225171,Private,Series A,11-50,"Analytics, Artificial Intelligence, Cloud Computing, Machine Learning, Product Design, Software","London, England, United Kingdom",Monolith AI develops an AI assistant designed to help engineers improve product development.,,,Richard Ahlfeld,https://www.monolithai.com/,For Profit,contact@monolithai.com,https://in.linkedin.com/company/uquant-ltd,"Monolith AI is a software company that uses machine learning and data science to help engineers improve the product development process. It enables companies to monetize on their old simulation and test data by using it to anticipate the behavior of new products. Companies can optimize their R&D process by reducing the number of simulations, tests, and prototypes required to develop a new product delivering faster and better products. The company was founded in 2016 and is headquartered in London, England.",,2016-01-01,year,7000000,GBP,9606306,"Artificial Intelligence, Data and Analytics, Design, Internet Services, Science and Engineering, Software",Active,2021-08-23,,,,,
Vinterior,https://www.crunchbase.com/organization/vinterior,8000000,GBP,10976798,Private,Series A,11-50,"E-Commerce, Furniture, Internet, Marketplace, Retail","London, England, United Kingdom","Vinterior is the online marketplace to discover, buy and source vintage & antique furniture",,,"Leslie Fournier, Sandrine Zhang Ferron",https://www.vinterior.co/,For Profit,info@vinterior.co,https://www.linkedin.com/company/vinterior,"Vinterior is the online marketplace to discover, buy and source vintage & antique furniture.",,2016-01-01,year,8000000,GBP,10976797,"Commerce and Shopping, Consumer Goods, Internet Services",Active,2021-09-23,,,,,
Hotelmize,https://www.crunchbase.com/organization/hotelmize,16400000,USD,16400000,Private,Series B,11-50,"Analytics, Artificial Intelligence, Machine Learning, Software, Tourism, Travel","London, England, United Kingdom",Hotelmize is a platform designed to improve the pricing and booking process of hotel rooms using big data analysis.,,,"Dor Krubiner, Guy Levitan, Omry Litvak",https://hotelmize.com/,For Profit,hello@hotelmize.com,https://www.linkedin.com/company/hotelmize/,Hotelmize is a machine learning-powered platform.,,2016-01-01,year,12000000,USD,12000000,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Travel and Tourism",Active,2023-01-11,,,,,
Acurable,https://www.crunchbase.com/organization/acurable,13670807,USD,13670807,Private,Series A,11-50,"Biotechnology, Health Care, Health Diagnostics, Medical Device, Software, Wearables","London, England, United Kingdom",Acurable develops wearable medical devices able to accurately diagnose and manage respiratory conditions at home.,,,Esther Rodriguez Villegas,http://acurable.com,For Profit,contact@acurable.com,https://www.linkedin.com/company/acurable,"Acurable is a MedTech start-up headquartered in London. Acurable commercializes a wearable medical device able to accurately diagnose and manage respiratory conditions in a non-invasive way. Its award-winning patented technology is a major engineering innovation and the product of 10 years of research at Imperial College London. Acurable's medical devices has more accurate readings than current solutions, enabling automated diagnosis and drastically reducing misdiagnosis. It is non-invasive and requires no training, enabling home use without the assistance of a specialist or a visit to the hospital, which significantly lowers overall costs. Acurable aims to understand human biosignals so well that nobody dies of a treatable condition ever again.",,2016-08-03,day,11000000,EUR,10816944,"Biotechnology, Consumer Electronics, Hardware, Health Care, Science and Engineering, Software",Active,2022-10-03,,,,,
Epsilogen,https://www.crunchbase.com/organization/igem-therapeutics,39950000,GBP,53045227,Private,Series B,11-50,"Biopharma, Biotechnology, Genetics, Life Science, Therapeutics","London, England, United Kingdom",Epsilogen is a developer of an immuno-oncology company intended to develop immunoglobulin antibodies to treat cancer.,,,Sophia Karagiannis,https://epsilogen.com,For Profit,info@igemtherapeutics.com,https://www.linkedin.com/company/epsilogen-ltd,"IGEM Therapeutics is a developer of an immuno-oncology company intended to develop immunoglobulin antibodies to treat cancer.The company's offerings include IgE-based drugs targeting solid tumors, enabling patients to kill parasites which reside in human tissue, also the home of the solid tumor.",$1M to $10M,2016-01-01,year,30750000,GBP,41193002,"Biotechnology, Health Care, Science and Engineering",Active,2022-03-02,,,,,
BlackCurve,https://www.crunchbase.com/organization/blackcurve,3750000,GBP,4968115,Private,Seed,11-50,"E-Commerce, Enterprise Software, Retail Technology, SaaS, Software","London, England, United Kingdom",BlackCurve provides B2B SaaS pricing automation solutions.,,,"Charles Huthwaite, Philip Huthwaite",https://www.blackcurve.com/,For Profit,info@blackcurve.com,https://www.linkedin.com/company/blackcurve,"BlackCurve helps e-commerce businesses understand their competitors, and use price to improve digital marketing performance",,2016-03-29,day,750000,GBP,913631,"Commerce and Shopping, Hardware, Software",Active,2023-03-17,,,,,
PlanetWatchers,https://www.crunchbase.com/organization/planetwatchers,18277038,USD,18277038,Private,Series A,11-50,"Analytics, Computer Vision, Geospatial, Machine Learning, Natural Resources","London, England, United Kingdom",PlanetWatchers is a geospatial intelligence and enterprise natural resource monitoring service.,,,"Ariel Smoliar, Roi Shilo, Shai Lev",http://www.planetwatchers.com,For Profit,info@planetwatchers.com,https://www.linkedin.com/company/planetwatchers/,"PlanetWatchers is a SaaS solution for enterprises, governments and NGOs to monitor their natural assets across multiple sectors. Their geospatial technology combines advanced machine learning algorithms, elastic cloud infrastructure and multi-source satellite sensors to deliver a robust monitoring and alerting system, which provides critical information to advance the management of large-scale assets at global and regional scales.",,2016-06-01,month,11000000,USD,11000000,"Artificial Intelligence, Data and Analytics, Hardware, Natural Resources, Navigation and Mapping, Software, Sustainability",Active,2022-09-28,,,,,
AllBright,https://www.crunchbase.com/organization/allbright,23850000,GBP,30476541,Private,Series C,11-50,"Finance, FinTech, Funding Platform","London, England, United Kingdom",AllBright is a funding and education network that provides the support and finance needed for female-led businesses to launch and scale.,,,"Anna Jones, Debbie Wosskow",https://www.allbrightcollective.com/,,info@allbright.co,https://www.linkedin.com/company/all-bright,"AllBright is a funding and education network designed to provide the support and finance needed for female-led businesses to launch and scale. Founded in 2016 by Debbie Wosskow OBE (Founder of LoveHomeSwap) and Anna Jones (Former CEO of Hearst), AllBright supports women at all stages of their careers, with a particular focus on skills, start-ups, and space. The AllBright Academy leverages an immersive, digital, cohort-driven curriculum, an outstanding faculty of experts, and diverse and flexible course offerings to help female founders and aspiring founders build and grow their businesses. The AllBright Fund promotes the most-promising and innovative female entrepreneurs in Britain, connecting them with a community of angels and investors. And The AllBright, the UK's first of-its-kind members' club for working women, opened in March 2018 -- providing a unique environment for women to connect, create, and collaborate.",Less than $1M,2016-01-01,year,13000000,GBP,16342190,"Financial Services, Lending and Investments",Active,2019-07-14,,,,,
Placed App,https://www.crunchbase.com/organization/placed-app,8540862,USD,8540862,Private,Venture - Series Unknown,11-50,"Information Technology, Productivity Tools, Recruiting, SaaS","London, England, United Kingdom","Placed is a mobile-first recruitment platform helping the high labour churn, service industries access permanent staff.",,,"Jennifer Johansson, Roderick McKeown",http://www.placed-app.com,For Profit,info@placed-app.com,https://www.linkedin.com/company-beta/10649252/,"Created by the industry, for the industry, PLACED is a revolutionary mobile and web application with a super slick matching algorithm and highly advanced filtering system, allowing hospitality venues to automatically match with candidates based on skills, experience, personality and any other specified criteria and needs.",$1M to $10M,2016-07-01,day,4000000,GBP,4754060,"Information Technology, Professional Services, Software",Active,2022-11-20,,,,,
Token,https://www.crunchbase.com/organization/token-2,90000000,USD,90000000,Private,Series C,101-250,"Financial Services, FinTech, Payments","London, England, United Kingdom",Token is an open banking payments platform driving the shift from traditional payment methods to bank payments.,,,"Marten Nelson, Steve Kirsch, Todd Clyde, Yobie Benjamin",https://token.io/,For Profit,info@token.io,https://www.linkedin.com/company/token-inc-,"Token is an open banking payments platform driving the shift from traditional payment methods to bank payments. It fuels the open banking technology that powers some of the world's most successful global brands. Plug and play, white-label, or build their own open banking payment proposition with their technology. Businesses can create new capabilities and revenue streams by combining API-based payments and data to reinvent financial experiences faster and more efficiently with Token's comprehensive open banking toolkit. Token also gives access to aggregated bank account and transaction data, which they can use for smarter onboarding, deeper insights, and instant authentication. The platform payments focus has allowed it to develop deep functionality that makes accepting direct bank payments elegant and simple, while its enterprise-first approach allows other players in the existing payment value chain to bring direct bank payments to their customers.",,2016-01-01,month,40000000,USD,40000000,"Financial Services, Payments",Active,2022-05-12,,,,,
Yumpingo,https://www.crunchbase.com/organization/yumpingo,12300752,USD,12300752,Private,Series A,11-50,"Analytics, Big Data, Business Intelligence, Information Technology, Mobile Payments, Restaurants, SaaS","London, England, United Kingdom",Yumpingo is an internet company that specializes in customer engagement and analytics platforms designed for the Hospitality Industry.,,,"Andy Walker, Gary Goodman, George Wetz",http://www.yumpingo.com/,For Profit,enquiries@yumpingo.com,https://www.linkedin.com/company/yumpingo,"Yumpingo is an internet company that specializes in SaaS, customer engagement, and analytics platforms designed for the Hospitality Industry. Its platform helps restaurants to collect real-time insights form their guests.  The company was founded in 2016 and headquartered in London, England.",$1M to $10M,2016-01-01,month,10000000,USD,10000000,"Data and Analytics, Financial Services, Food and Beverage, Information Technology, Mobile, Payments, Software",Active,2020-01-29,,,,,
Genflow,https://www.crunchbase.com/organization/genflow,11000000,USD,11000000,Private,Venture - Series Unknown,51-100,Brand Marketing,"London, England, United Kingdom",Genflow is a platform that allows influencers to own their own audience and build their own brands.,,,Shan Hanif,https://genflow.com/,For Profit,,https://www.linkedin.com/company/genflow/about/,"Genflow is a platform that allows influencers to own their own audience and build their own brands. Its Brand-as-a-Service (BAAS) platform, which helps influencers develop their own digital and physical products instead of promoting other brands, allows them to launch their own membership club, gated community, mobile app, or direct to consumer brand. Gene flow offers the complete infrastructure from design, development, manufacturing, and logistics through to strategy, marketing, and content creation to drive revenue and profit. Genflow was set up in 2016 by entrepreneur Shan Hanif to help social media influencers develop their brands and drive revenue streams from their audiences.",,2016-01-01,year,11000000,USD,11000000,Sales and Marketing,Active,2021-01-20,,,,,
Pando,https://www.crunchbase.com/organization/connected-healthcare,10400000,USD,10400000,Private,Seed,11-50,"Health Care, mHealth, Pharmaceutical","London, England, United Kingdom",Forward is now Pando! Pando is an essential tool for teamwork and secure collaboration in health and social care.,,,"Barney Gilbert, Lydia Yarlott, Philip Mundy",https://hellopando.com,For Profit,support@hellopando.com,https://www.linkedin.com/company/hellopando/,"Pando is an essential tool for teamwork and secure collaboration. It is designed to benefit anyone working in health and social care, working in a team, with a need to share sensitive information and images securely.",,2016-01-01,year,5000000,USD,5000000,"Health Care, Mobile",Active,2020-01-28,,,,,
Cheeky Panda,https://www.crunchbase.com/organization/the-cheeky-panda,9233902,GBP,11978026,Private,Equity Crowdfunding,11-50,"Green Consumer Goods, Manufacturing, Paper Manufacturing, Sustainability","London, England, United Kingdom",Cheeky Panda is a sustainable bamboo tissue manufacturer.,,,"Chris Forbes, Julie Chen",https://uk.cheekypanda.com,For Profit,chris.forbes@thecheekypanda.co.uk,https://www.linkedin.com/company/the-cheeky-panda/,"Cheeky Panda is an innovative company offering the tissue market a sustainable and health-conscious alternative. Making tissues from virgin bamboo kun, a hybrid of the bamboo species The Cheeky Panda tissues are pure and rich in natural goodness. Free from harsh chemicals found in regular tissues and saving thousands of precious trees and animal habitats around the world. The Cheeky Panda tissues are the first in the UK to be Vegan registered. The co-founders Julie Chen and Chris Forbes are dedicated to preserving the natural environment on which they all depend and are set on keeping it cheeky!",,2016-01-04,day,2168450,GBP,2841223,"Consumer Goods, Manufacturing, Sustainability",Active,2022-03-10,,,,,
Zamna,https://www.crunchbase.com/organization/vchain-technology,5905735,USD,5905735,Private,Seed,11-50,"Blockchain, Identity Management, SaaS, Software","London, England, United Kingdom",Award-winning blockchain-powered data verification platform improving airport security while delivering a seamless passenger experience,,,"Alexander Gorelik, Irra Ariella Khi",https://zamna.com,For Profit,hello@zamna.com,,"Zamna is an award-winning VC-backed software company building GDPR compliant identity platforms for the aviation industry. Zamna empowers airlines to verify a passenger’s identity prior to arriving at an airport thus positively impacting both passenger experience and security and facilitation. Recognised by airlines, technology experts and investors as playing an integral part in the future of identity management within airlines, Zamna addresses the conflicting challenges posed by ever increasing numbers of airline passengers (estimated as 4.4 billion in 2018), growing privacy regulations, demand for better customer experience and increased security.",,2016-01-08,day,5000000,USD,5000000,"Information Technology, Other, Privacy and Security, Software",Active,2019-10-26,,,,,
Medbelle,https://www.crunchbase.com/organization/medbelle,7000000,USD,7000000,Private,Series A,11-50,"Health Care, Information Technology","London, England, United Kingdom","Digital hospital of the future, providing elective medical procedures with a fully-digitised, personal and patient-first experience.",,,"Daniel Kolb, Leander de Laporte",https://www.medbelle.com,For Profit,info@medbelle.com,https://www.linkedin.com/company/medbelle/,"At Medbelle, we are building the digital hospital of the future, providing elective medical procedures with a fully-digitised, personal and patient-first experience. We are here to raise the standard of secondary care and make it accessible to all. As we believe that all patients deserve better, we are rebuilding the patient experience for elective medical procedures from scratch (currently orthopaedic & cosmetic surgery). We recruit world-class surgeons and rent operating space from selected facilities - while providing an outstanding, digital-first and transparent patient experience and friendly personnel on hand to guide every step of the way. We build technology that integrates the entire patient journey for providers, to reduce costs, make their lives much easier and, therefore, improve elective procedures across the quadruple aim: better outcomes, better patient experience, lower costs, better provider experience.",,2016-01-01,year,7000000,USD,7000000,"Health Care, Information Technology",Active,2019-04-15,,,,,
TransFICC,https://www.crunchbase.com/organization/transficc,24234215,USD,24234215,Private,Venture - Series Unknown,51-100,"Electronics, Financial Services, FinTech, Trading Platform","London, England, United Kingdom",TransFICC is an e-trading technology company for banks and asset managers trading in Fixed Income and Derivatives markets.,,,"Judd Gaddie, Steve Toland, Tom McKee",https://www.transficc.com,For Profit,,https://www.linkedin.com/company/10453689/,"TransFICC is an e-trading technology company providing low latency connectivity for banks and asset managers trading in Fixed Income and Derivatives markets. The company resolves the problem of fragmentation in the fixed income and derivatives markets.  It does three things such as translates Execution Venue API’s to a single API. Clients connect once to TransFICC's unified API, and TransFICC manages connectivity with the electronic venues from that point, uses low-latency, scalable and secure technology, essential to keep pace with price updates and not get beaten to trade by high-frequency trading firms, and provides timestamps for price and order messages. Measured in microseconds, timestamps record when data arrives at the bank or asset manager, helping to provide an audit trail, which supports Best Execution. TransFICC makes it easier to upgrade when venues change their application programming interfaces, compared with the enterprise systems of legacy firms, the firm claims. It also focuses solely on the business of providing market access. TransFICC was founded in 2016 and is based in London, England, United Kingdom.",,2016-03-01,month,17000000,USD,17000000,"Consumer Electronics, Financial Services, Hardware, Lending and Investments",Active,2022-03-30,,,,,
Wrisk,https://www.crunchbase.com/organization/wrisk,14426551,GBP,19330986,Private,Equity Crowdfunding,11-50,"FinTech, InsurTech, Mobile Apps","London, England, United Kingdom",Wrisk offers a customizable platform that enables businesses to create mobile-first insurance experiences for their customers.,,,"Darius Kumana, Niall Barton",http://www.wrisk.co,For Profit,community@wrisk.co,https://www.linkedin.com/company/wrisk,"Wrisk combines Insurance and Technology in one simple app. Starting with contents insurance, Wrisk expands its offering to serve the insurance needs across different aspects of people’s lives. From motor to travel, health to professional, Wrisk will bring everything together into one simple plan that can grow with its customers.    Customers are given a Wrisk Score which provides the information they need to understand their risk. The more information provided, the more accurate the score becomes, empowering customers to get a better score and reduce their premiums. They can update their details and manage their policy any time, anywhere and it takes effect immediately.    Wrisk plans to engage not only those who are already insured, but also people who’ve never bothered with insurance. Working with partners such as BMW, Hiscox, QIC, Bupa and Munich Re, the Wrisk team captures both existing market share and builds an entirely new mass market too.",,2016-01-01,year,1105199,GBP,1345575,"Apps, Financial Services, Mobile, Software",Active,2022-06-15,,,,,
RESI,https://www.crunchbase.com/organization/resi,3000000,GBP,3608072,Private,Convertible Note,11-50,"Architecture, Construction, Interior Design","London, England, United Kingdom",RESI produces design packages for homeowners and property developers.,,,"Alex Depledge, Jules Coleman",http://resi.co.uk ,For Profit,hello@resi.co.uk,https://www.linkedin.com/company/resi_uk/,"RESI is an architectural practice for homeowners in the United Kingdom. It provides renders, designs, and planning guidance for building projects at  £199 in 72 hrs. The company was founded in 2016 and si headquartered in London, England.",$10M to $50M,2016-11-09,day,3000000,GBP,3608071,"Design, Real Estate",Active,2023-03-01,,,,,
Feedr,https://www.crunchbase.com/organization/feedr,2040060,GBP,2639219,Private,Seed,11-50,"E-Commerce, Food Delivery, Health Care, SaaS, Software","London, England, United Kingdom",Feedr is an enterprise food technology platform that gives corporate customers software to support healthier daily eating in workplaces,Feedr acquired by EatFirst,https://www.crunchbase.com/acquisition/eatfirst-acquires-feedr--da84b559,"Elizabeth Swanton, Riya Grover",https://feedr.co,For Profit,enquiries@feedr.co,https://www.linkedin.com/company/feedr-ltd,"Feedr is a food and health technology platform that gives corporate customers software to support healthier daily eating in workplaces, with a strong focus on personalised menus and nutrition. Our data driven, online marketplace connects employees to meal plans from a curated community of artisan food producers and empowers them with the tools to set and track their own health goals at work. Feedr was acquired in March 2020 by Compass Group https://techcrunch.com/2020/05/26/feedr-acquired/",$1M to $10M,2016-01-01,year,1500000,GBP,1918134,"Commerce and Shopping, Food and Beverage, Health Care, Software, Transportation",Active,2018-11-20,,,,,
Chatterbox,https://www.crunchbase.com/organization/chatterbox,1730000,GBP,2255130,Private,Pre-Seed,1-10,"B2B, B2C, Corporate Training, E-Learning, Education, Enterprise, Social Entrepreneurship, Social Impact","London, England, United Kingdom","Chatterbox is a smart online language learning for professionals, powered by refugees.",,,"Guillemette Dejean, Mursal Hedayat",https://www.chatterbox.io,For Profit,hello@chatterbox.io,https://www.linkedin.com/company/chatterbox1/,"Chatterbox is a corporate language learning platform that uniquely offers active practice alongside algorithmically matched native language coaches who share their students' professional backgrounds and interests. On the app, engineers are learning Arabic from engineers, and aid workers are learning French from medical doctors and achieving industry-topping course completion rates. Chatterbox language coaches are professionals who have become forcibly displaced and are currently undervalued in the labor market. Co-founded by a former refugee and Y Combinator alum, Chatterbox is backed by BGV, All Turtles, and WeWork.",$1M to $10M,2016-08-30,day,1500000,GBP,1956645,"Community and Lifestyle, Education, Other, Software",Active,2022-03-15,,,,,
Count,https://www.crunchbase.com/organization/count,2400000,USD,2400000,Private,Seed,1-10,"Analytics, Big Data, Software","London, England, United Kingdom",Count is a software provider for data analytics and visualisation company.,,,Oliver Hughes,https://count.co,For Profit,hello@count.co,https://www.linkedin.com/company/countopen/,"Count is a startup that is an attempt to create an all-in-one data platform to deal with this problem, providing early-stage teams with tools to build data pipelines more cheaply.",,2016-01-01,year,,,,"Data and Analytics, Software",Active,2021-08-09,,,,,
Enara Bio,https://www.crunchbase.com/organization/ervaxx,17500000,USD,17500000,Private,Series A,11-50,"Biotechnology, Health Care, Therapeutics","London, England, United Kingdom",Ervaxx is illuminating the immune interface to develop new cancer therapies.,,,"Drew Mark Pardoll, George Kassiotis, Houman Ashrafian",https://enarabio.com/,For Profit,,https://www.linkedin.com/company/enarabio/,Enara Bio is a science-led company targeting the T-cell/cancer cell interface (the “immune synapse”) to develop new targeted cancer immunotherapies designed to treat a broad patient population. Enara Bio focuses on discovering and developing therapeutic cancer vaccines utilizing novel antigens derived from endogenous retroviral (ERV)-related DNA sequences.,$1M to $10M,2016-01-01,year,17500000,USD,17500000,"Biotechnology, Health Care, Science and Engineering",Active,2019-11-06,,,,,
MySense,https://www.crunchbase.com/organization/mysense,5000000,GBP,6714015,Private,Seed,11-50,"Assistive Technology, Elder Care, Health Care, Internet of Things, Smart Home","London, England, United Kingdom",Digital Health and Wellbeing analytics platform,,,Lucie Glenday,https://www.mysense.ai,For Profit,hello@mysense.ai,https://www.linkedin.com/company/mysense,"MySense offers reassurance and peace of mind by giving users, their families and caregivers, the opportunity to get in front of a range of health problems to stay at home, safer and independently. Our Product collects data related to the activities of daily living through passive IoT sensors  and our AI recognises changes to those patterns of daily living earlier and offers wellbeing insights to professionals, support staff, families and carers.  This allows responders to plan ahead rather than react in crises.  In a recent evaluation conducted by one of the NHS Foundation Trusts we work with we saw a reduction of 64% in unplanned admissions into hospital and a 58% reduction in GP appointments, We work with the NHS, Local Government, resellers and private care organisations.",,2016-10-10,day,1700000,GBP,2340050,"Consumer Electronics, Health Care, Internet Services, Real Estate",Active,2021-07-16,,,,,
Cashaa,https://www.crunchbase.com/organization/cashaa,5000000,USD,5000000,Private,Seed,11-50,"Banking, Bitcoin, Blockchain, Cryptocurrency, Debit Cards, Financial Services, FinTech","London, England, United Kingdom",Next Generation Banking Platform,,,"Janina Lowisz, Kumar Gaurav",https://cashaa.com,For Profit,hello@cashaa.com,https://www.linkedin.com/company/cashaa,"Cashaa is a neo-bank providing services to hundreds of businesses from the crypto industry. We are on a mission to become a first choice ""better than the bank"" for the next generation of business and individuals who are dealing in cryptocurrencies. Our partners include Paysafe Group and many other financial institutions regulated by the FCA, Central Bank of Lithuania, and Colorado Division of Banking.",,2016-01-01,year,5000000,USD,5000000,"Financial Services, Lending and Investments, Other, Payments, Software",Active,2020-09-02,,,,,
Cognitive Credit,https://www.crunchbase.com/organization/cognitive-credit,6000000,GBP,8038198,Private,Series A,11-50,"Financial Services, Software, Stock Exchanges","London, England, United Kingdom","Cognitive Credit offers credit analytics, financial data integrity, and systematic update services.",,,Robert Slater,https://www.cognitivecredit.com,For Profit,sales@cognitivecredit.com,https://www.linkedin.com/company/cognitive-credit,"Cognitive Credit combines data and develops tailored solutions for institutional credit investors. Its cutting-edge, data-driven software combines modern productivity tools with analytical features for more efficient and precise corporate credit analysis. Its proprietary data extraction pipeline is quick, accurate, and transparent. To support cross-team collaboration and on-the-go connectivity, the company designs with the entire investment team in mind. It enables its clients to be as productive and insightful as possible by combining the most accurate fundamental data in the market with real-time updates and a suite of advanced analytics.",,2016-01-01,year,6000000,GBP,8038197,"Financial Services, Lending and Investments, Software",Active,2021-11-22,,,,,
Tradeteq,https://www.crunchbase.com/organization/tradeteq,19880000,USD,19880000,Private,Series A,11-50,"Financial Services, FinTech, Trading Platform","London, England, United Kingdom",The global hub for trade finance distribution,,,"Christoph Gugelmann, Nils Behling",http://www.tradeteq.com,For Profit,london@tradeteq.com,https://www.linkedin.com/company/11066755,"Tradeteq is the intelligent trade finance distribution platform providing powerful tools and services that enable investors to understand, access, and execute trade finance investment. Tradeteq opens trade finance to the global capital markets, empowering banks to distribute trade finance assets, similar to other asset classes. Banks and institutional investors can join Tradeteq’s platform to efficiently connect, interact, and transact.",,2016-06-15,day,4180000,USD,4180000,"Financial Services, Lending and Investments",Active,2022-03-29,,,,,
Geomiq,https://www.crunchbase.com/organization/geomiq,10400000,GBP,13062069,Private,Series A,51-100,"3D Printing, Logistics, Manufacturing","London, England, United Kingdom",Geomiq is an intelligent platform that provides Instant quotes and Instant ordering of custom manufactured parts.,,,"Sam Al-Mukhtar, William Hoyer Millar",https://geomiq.com/,For Profit,,https://www.linkedin.com/company/geomiq,Geomiq is an intelligent platform that provides Instant quotes and Instant ordering of custom manufactured parts.,,2016-01-01,year,7000000,GBP,8425725,"Manufacturing, Transportation",Active,2022-07-26,,,,,
