Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Baseimmune,https://www.crunchbase.com/organization/baseimmune,4185000,GBP,5713725,Private,Seed,1-10,"Biotechnology, Health Care, Life Science","London, England, United Kingdom",Baseimmune is a biotech startup founded to create the next generation of vaccines.,,,"Ariane Gomes, Joshua Blight, Phillip Kemlo",https://www.baseimmune.co.uk/,For Profit,info@baseimmune.co.uk,https://www.linkedin.com/company/baseimmune,Baseimmune is a biotech startup founded to create the next generation of vaccines.,Less than $1M,2019-01-01,year,3500000,GBP,4766087,"Biotechnology, Health Care, Science and Engineering",Active,2021-11-02,,,,,
Causal,https://www.crunchbase.com/organization/causal-4a43,23985003,USD,23985003,Private,Series A,1-10,"Accounting, Data Visualization, FinTech, Internet, Software","London, England, United Kingdom",Causal is a business planning platform that focuses on visualizing data and financial modeling.,,,"Lukas Köbis, Taimur Abdaal",https://causal.app,For Profit,privacy@causal.app,https://www.linkedin.com/company/causalhq/,"Causal build financial models effortlessly and share them with interactive, visual dashboards that everyone will understand. Causal, build models out of variables, that link together in simple plain-English formulae. This makes the models easy to understand and quick to build. Causal makes it simple to incorporate advanced modeling techniques like scenario analysis, sensitivity analysis, and uncertainty in the inputs. It can also integrate all the important data sources, from spreadsheet software like Sheets and Excel, to accounting platforms like Xero and Quickbooks.",,2019-04-01,month,15000000,GBP,19785002,"Data and Analytics, Design, Financial Services, Information Technology, Internet Services, Professional Services, Software",Active,2022-03-25,,,,,
Sloneek,https://www.crunchbase.com/organization/sloneek,1350000,EUR,1460986,Private,Seed,11-50,"Collaboration, Human Resources, Information Technology, SaaS, Software","London, England, United Kingdom",Simple online solution for a complex HR agenda,,,"Filip Lukáč, Milan Rataj, Peter Hložný, Václav Martin",https://sloneek.com/,For Profit,support@sloneek.com,https://www.linkedin.com/company/sloneek-eu/,"Sloneek is an online tool for HR staff and their wards. In a user-friendly environment and intuitive environment, there are all the essential tools you need to work with employees and external collaborators.",,2019-01-01,day,1000000,EUR,1053523,"Administrative Services, Information Technology, Other, Software",Active,2022-05-01,,,,,
Remote Coach,https://www.crunchbase.com/organization/remote-coach,340000,USD,340000,Private,Pre-Seed,1-10,"Fitness, Health Care, Software","London, England, United Kingdom",Remote Coach is an all-in-one platform that enables Creators to launch their own apps and grow their community-focussed digital businesses!,,,"Ben Camara, Tatum Bisley",https://remotecoach.fit/,For Profit,hello@remotecoach.fit,,"PROVIDING A PLATFORM FOR PERSONAL TRAINERS & FITNESS INFLUENCERS TO  DIGITIZE & GROW THEIR BUSINESSES Live interactive sessions Experience a coaching environment with in-session health data and live movement monitoring. On going live progress tracking, and interactive programs while you focus on your clients. Continuous Coaching Set goals for your clients and let Remote Coach track progress and motivate your clients daily, while you focus on building your business. The tools you need you to be a remote coach!",,2019-06-11,day,175000,USD,175000,"Health Care, Software, Sports",Active,2021-08-01,,,,,
Panthera Biopartners,https://www.crunchbase.com/organization/panthera,10000000,GBP,13068393,Private,Series B,1-10,"Biotechnology, Clinical Trials, Medical, Pharmaceutical","Preston, Lancashire, United Kingdom",Panthera Biopartners helps pharmaceutical and contract research organizations to find the patient for clinical trials.,,,"Ian Smith, John Lyon",https://panthera-bio.com/,For Profit,info@panthera-bio.com,https://www.linkedin.com/company/panthera-biopartners/,Panthera Biopartners is an independent site management organization run by a world-class team of experts finds patients and runs clinical trials on behalf of CROs and pharma companies across multiple therapeutic areas.,,2019-01-01,day,10000000,GBP,13068393,"Biotechnology, Health Care, Science and Engineering",Active,2022-04-20,,,,,
Bluezone Insurance,https://www.crunchbase.com/organization/bluezone-insurance,1500000,GBP,1874805,Private,Seed,1-10,"Health Care, Insurance, Life Science, Medical","London, England, United Kingdom","Bluezone Insurance offers personalized, same-day life cover for people with chronic conditions, like type 2 diabetes and heart diseases.",,,,https://www.bluezoneinsurance.co.uk/,For Profit,enquiries@bluezoneinsurance.co.uk,https://www.linkedin.com/company/bluezoneinsurance/,Bluezone Insurance is an insurtech reinventing life insurance for people with chronic illnesses .,,2019-01-01,year,1500000,GBP,1874805,"Biotechnology, Financial Services, Health Care, Science and Engineering",Active,2022-05-03,,,,,
TechTree,https://www.crunchbase.com/organization/techtree,150000,USD,150000,Private,Pre-Seed,1-10,"Information Services, Information Technology","London, England, United Kingdom",Techtree is creating a career networking platform to help devs from across the world to get mentored.,,,"James Tuckett, Laurence Sangarde-Brown, Paweł Tomczuk",https://techtree.dev/,For Profit,,https://www.linkedin.com/company/mytechtree/about/,"Techtree is creating a career networking platform to help devs from across the world to get mentored, grow a network and experience a better - unbiased - recruitment experience (a LinkedIn for Devs). We’re pooling devs’ personal networks, experienced mentors’ networks and dev communities. We’re also removing barriers for companies who want to be inclusive. We do this by making it simple to engage thousands of engineers worldwide, made accessible through hundreds of communities, that can be engaged by companies via Patreon like model.",,2019-01-01,year,150000,USD,150000,Information Technology,Active,2021-07-01,,,,,
Cloud Cycle,https://www.crunchbase.com/organization/sustainability-cloud-ltd,4973369,GBP,6616619,Private,Seed,11-50,Software,"London, England, United Kingdom","A platform enabling concrete providers to manage concrete quality better, reduce waste, save money and slash CO2 emissions.",,,Phillip White,https://www.cloudcycle.com,For Profit,hello@cloudcycle.co,https://www.linkedin.com/company/cloudcycle/,"Globally we produce over 10 billion tons of concrete each year, its the second most consumed material on the planet behind wate and is responsible for upto 10% of global CO2 emissions.  Around 5% of all concrete produced goes to waste, this waste in the UK alone costs around £400 million. Cloud Cycle has developed an on-truck device and sensor array which feeds our cloud platform to ensure concrete meets specification & prevents waste. Even when surplus does still occur, our marketplace for the local on-sale of surplus concrete will find a buyer. We aim to save industry billions whilst reducing global CO2 by 1%. We are using advanced technology & the circular economy to transform the concrete industry.",Less than $1M,2019-03-04,day,2000000,GBP,2754248,Software,Active,2021-09-01,,,,,
DigiDoe,https://www.crunchbase.com/organization/digidoe,1403720,GBP,1937519,Private,Seed,11-50,"Financial Services, FinTech, Payments","London, England, United Kingdom",DigiDoe is a UK-based fintech which has redesigned the world’s payments infrastructure for the 21st century.,,,"Alexandra VIdyuk, Avigail Slavin, Pavel Guzminov",http://digidoe.com/,For Profit,ir@digidoe.com,https://www.linkedin.com/company/digidoe,DigiDoe is a fintech start-up which brings technical breakthroughs in payments infrastructure. DigiDoe is set up to disrupt the payments industry and to accelerate economies worldwide. #Paytech,,2019-01-01,year,141220,GBP,192031,"Financial Services, Payments",Active,2022-02-03,,,,,
Bright Biotech,https://www.crunchbase.com/organization/bright-biotech,3200000,USD,3200000,Private,Seed,1-10,"Biotechnology, Farming","Manchester, Manchester, United Kingdom",A contract manufacturing and development company that specialises in plant-based expression is called Bright Biotech.,,,,https://www.brightbiotech.co.uk,For Profit,,https://www.linkedin.com/company/brightbiotech,"Bright Biotech is a company that specialises in contract manufacturing and development of high-quality, reasonably priced recombinant proteins for research and development, medicinal, cosmeceutical, agri-food, and industrial applications.",,2019-01-01,year,3200000,USD,3200000,"Agriculture and Farming, Biotechnology, Science and Engineering",Active,2022-11-18,,,,,
The Seam,https://www.crunchbase.com/organization/the-seam,300000,GBP,388679,Private,Seed,1-10,"Communities, Consumer, E-Commerce, Fashion, Lifestyle, Marketplace, Sustainability","London, England, United Kingdom",The go-to marketplace for clothes customisations and repairs.,,,Layla Sargent,https://www.theseam.uk/,For Profit,layla@theseam.uk,https://www.linkedin.com/company/the-seam-london,"The Seam The Seam is an online marketplace that matches freelance makers with local demand, allowing users to find immediate help with clothes customisations and repairs. Need a clothes tailor? This is how it works: 1. Use our marketplace to find the perfect maker near to your home or workplace. 2. Arrange a two-hour time slot for clothes collection and if necessary a fitting, too. 3. The job is completed within the agreed timeframe and returned back to you, ready to wear!",,2019-06-01,month,50000,GBP,54292,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Other, Sustainability",Active,2022-09-23,,,,,
Jack & Bry,https://www.crunchbase.com/organization/jack-bry,2168000,GBP,2927862,Private,Series A,1-10,,"London, England, United Kingdom","Jack & Bry is a food tech company, creating the tastiest, meatiest meat-free meats on the planet from jackfruit",,,"Bryony Tinn-Disbury, Jennifer Pardoe",https://www.jackandbry.com/,For Profit,brytd@jackandbry.com,https://www.linkedin.com/company/jack-and-bry,"To create a jackfruit food tech company delivering into multiple markets with a carbon-negative supply chain, resulting in a sustainable ecosystem where we can live life to the full. Providing the tastiest, meatiest, meat-free meats on the planet made from jackfruit.",,2019-01-01,year,,,,,Active,2022-01-21,,,,,
elmo,https://www.crunchbase.com/organization/elmo-7b38,350000,GBP,442366,Private,Pre-Seed,1-10,"Automotive, CleanTech, Fleet Management, Impact Investing, Rental, Software, Subscription Service, Sustainability, Transportation","London, England, United Kingdom",elmo is a mobility-as-a-service platform providing all-inclusive electric car subscriptions.,,,"Luke Gavin, Oliver Jones",https://elmodrive.com/,For Profit,hello@elmodrive.com,https://www.linkedin.com/company/elmo-ev-subscriptions/,"elmo believe that new technology should benefit everyone and work for a brighter, cleaner future for our planet. Their MaaS platform removes the cost and complexity from switching to an electric car. Users can subscribe to an electric car on an affordable and flexible monthly subscriptions with all services (charging, energy, insurance, maintenance, breakdown and even a carbon offset donation) included in the price. This bundled offering makes us the world's first 'total cost of ownership' subscription platform for electric cars.",,2019-03-05,day,350000,GBP,442366,"Commerce and Shopping, Financial Services, Lending and Investments, Other, Software, Sustainability, Transportation",Active,2019-06-01,,,,,
ERA,https://www.crunchbase.com/organization/era-technologies,2220000,USD,2220000,Private,Seed,1-10,Information Technology,"London, England, United Kingdom",Carbon offsets without the markup,,,Simon Spurrier,https://eraclimate.com/,For Profit,,https://www.linkedin.com/company/eraclimate,‍‍,$1M to $10M,2019-01-01,year,2000000,USD,2000000,Information Technology,Active,2021-08-01,,,,,
Lumenate,https://www.crunchbase.com/organization/lumenate-c2a5,1000000,GBP,1382501,Private,Seed,1-10,"Mobile Apps, Wellness","Bristol, Bristol, City of, United Kingdom",Lumenate is on a mission to make impactful subconscious exploration experiences more accessible than ever,,,"Jay Conlon, Tom Galea",https://lumenategrowth.com/,For Profit,support@lumenategrowth.com,https://www.linkedin.com/company/lumenate-growth-ltd/,"Driven by a desire to inspire people to live more fulfilling lives, Jay and Tom founded Lumenate in 2019. Through a series of rounds of customer research the pair focused their efforts on trying to make impactful subconscious exploration experiences more accessible than ever. From here, the team bought an EEG brain scanner and embarked on months of research identifying and optimising the ways to effortlessly guide people into powerful altered states of consciousness. The result, the Lumenate App, uses stroboscopic light from the phone's flash to guide users into a deeply meditative, semi-psychedelic state. This is then combined with theory from the world of psychedelic therapy (delivered under guidance of leading researchers) to transform this from an interesting experience into a powerful platform for personal growth and self-discovery.",,2019-10-10,day,1000000,GBP,1382500,"Apps, Health Care, Mobile, Software",Active,2021-07-02,,,,,
Subly,https://www.crunchbase.com/organization/getsubly,1271445,USD,1271445,Private,Seed,11-50,"Blogging Platforms, Content Marketing, Marketing, Podcast, Software, Translation Service, Video, Video Editing, Video on Demand","London, England, United Kingdom","Subly makes content simple, by automatically transcribing, translating, and adding subtitles.",,,"Holly Stephens, Keyvan Kasaei",http://getsubly.com,For Profit,hello@getsubly.com,https://www.linkedin.com/company/getsubly,"Subly makes content simple, by automatically transcribing, translating, and adding subtitles. They give creators and organizations control to edit and style content, with no editing skills needed, so they can focus on what they do best, creating and sharing more content that people love. Women-founded, Women-led.",$1M to $10M,2019-06-24,day,1000000,USD,1000000,"Content and Publishing, Media and Entertainment, Music and Audio, Professional Services, Sales and Marketing, Software, Video",Active,2021-05-27,,,,,
Machine Labs,https://www.crunchbase.com/organization/machine-labs,2250000,USD,2250000,Private,Seed,1-10,Machine Learning,"Edinburgh, Edinburgh, City of, United Kingdom",Machine Labs is a big data company that specializes in machine learning for marketing at a small company price.,,,"Andrew Veitch, Kevin Dorren",https://www.machinelabs.com,For Profit,info@machinelabs.com,https://www.linkedin.com/company/machine-labs/,"Machine Labs is a big data company that specializes in machine learning for marketing at the price of a small company. Through big company data science, the company is assisting small and medium-sized businesses in growing. There are no complicated enterprise salespeople in this 100% online system! Sign up and test automation and analysis for free for 30 days with a record limit of 30,000.",,2019-04-01,day,1250000,USD,1250000,"Artificial Intelligence, Data and Analytics, Software",Active,2020-07-09,,,,,
Mintago,https://www.crunchbase.com/organization/mintago,458000,USD,458000,Private,Seed,11-50,"Financial Services, FinTech, Information Technology","Tunbridge Wells, Kent, United Kingdom",Mintago is a financial platform that helps employers and employees become financially healthier.,,,Chieu Cao,https://www.mintago.com/,For Profit,chieu.cao@mintago.com,https://www.linkedin.com/company/mintago/,"Mintago is a fintech platform that offers financial wellbeing solutions for employees. They make it simple for employees to locate lost pension pots by providing financial planning tools, access to free financial advisers, and over 1,000 pieces of educational content. Mintago also assists businesses and employees in saving money through the HMRC salary sacrifice pension scheme by providing a simple implementation program that results in direct National Insurance savings. They encourage employees to take control of their personal finances and engage with their pension through its pension dashboard, financial wellbeing app, and educational resources. Mintago users can use the platform to speak with a financial adviser for free, asking questions and receiving advice on how to overcome obstacles such as debt while improving their financial situation.",,2019-01-01,year,,,,"Financial Services, Information Technology",Active,2020-08-19,,,,,
ID Ward,https://www.crunchbase.com/organization/id-ward,1100000,EUR,1240065,Private,Seed,1-10,"Ad Network, Advertising, Enterprise Software, PaaS, SaaS","London, England, United Kingdom","ID Ward is a SaaS platform that enables marketers to reach audiences in a private way using decentralised, zero-party data.",,,Mattia Fosci,https://id-ward.com,For Profit,team@id-ward.com,https://www.linkedin.com/company/id-ward,"ID Ward is a SaaS platform that enables marketers to reach audiences in a 100% private way using decentralised, zero-party data.",,2019-01-05,day,1100000,EUR,1240065,"Advertising, Sales and Marketing, Software",Active,2022-02-01,,,,,
Halo,https://www.crunchbase.com/organization/reneza,1250000,GBP,1766932,Private,Pre-Seed,11-50,"Customer Service, Leasing, Real Estate","London, England, United Kingdom",Halo.rent makes renting and letting homes an effortless process you can handle on one platform.,Halo acquired by Goodlord,https://www.crunchbase.com/acquisition/goodlord-acquires-reneza--fc2a42c5,"Benas Baltramiejunas, Kipras Gajauskas, Pijus Bratcikov",https://www.halo.rent/,For Profit,info@halo.rent,https://www.linkedin.com/company/halorent,Halo.rent makes renting and letting homes an effortless process you can handle on one platform.,Less than $1M,2019-01-01,month,1250000,GBP,1766931,"Financial Services, Other, Professional Services, Real Estate",Active,2021-05-11,,,,,
Uhubs,https://www.crunchbase.com/organization/uhubs,600000,GBP,846541,Private,Seed,1-10,SaaS,"London, England, United Kingdom","Uhubs helps sales leaders hire more intelligently, ramp new hires faster and develop more productive teams",,,"Ash Ali, Matt Milligan",http://www.uhubs.co.uk,For Profit,hello@uhubs.co.uk,https://www.linkedin.com/company/uhubs/,"Uhubs helps sales leaders hire more intelligently, ramp new hires faster and develop more productive teams. It does this by analysing a unique dataset that combines performance metrics with qualitative insights to recommend specific actionable insights across the lifecycle of a rep.",,2019-01-01,day,600000,GBP,846540,Software,Active,2021-06-11,,,,,
Decorte Future Industries,https://www.crunchbase.com/organization/decorte-future-industries,1600000,USD,1600000,Private,Pre-Seed,1-10,"Artificial Intelligence, Machine Learning, Quantified Self","Cambridge, Cambridgeshire, United Kingdom",AI extracting health data from sound.,,,Roeland P.-J. E. Decorte,https://www.decorte.co.uk,For Profit,founder@decortefutureindustries.com,https://www.linkedin.com/company/decorte-future-industries/,Decorte Future Industries is a venture-backed startup deploying AI to extract health data directly from sound.,,2019-08-28,day,1015000,USD,1015000,"Artificial Intelligence, Biotechnology, Data and Analytics, Science and Engineering, Software",Active,2022-10-01,,,,,
Novel,https://www.crunchbase.com/organization/novel-f25f,5000000,GBP,5983295,Private,Series A,11-50,"Audio, Media and Entertainment, Podcast","London, England, United Kingdom","Novel is a podcast firm that performs comedy, narrative, interview, documentary, mystery, and dramatic shows and provides editorials.",,,,https://www.novel.audio/,For Profit,hello@novel.audio,https://www.linkedin.com/company/novelpodcasts/,"Novel is a podcast firm that performs comedy, narrative, interview, documentary, mystery, and dramatic shows and provides editorials.",,2019-01-01,year,5000000,GBP,5983294,"Media and Entertainment, Music and Audio",Active,2023-01-03,,,,,
PillSorted,https://www.crunchbase.com/organization/pillsorted,4800000,GBP,6039187,Private,Seed,11-50,"Health Care, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom","PillSorted is a Pharmacy, blending compassionate care and innovative technology to deliver a truly Personal Pharmacy service.",,,,https://www.pillsorted.com,For Profit,help@pillsorted.com,https://www.linkedin.com/company/pillsorted,"PillSorted aims to provide a personalised way of delivering medication to patients, while setting forth the blueprint for the future of digital pharmacy care.",,2019-11-01,day,4800000,GBP,6039186,Health Care,Active,2022-04-26,,,,,
FROST,https://www.crunchbase.com/organization/frost,1100000,GBP,1330421,Private,Seed,11-50,FinTech,"Manchester, Manchester, United Kingdom","Frost is the smart app that helps you slash your utility bills, take control of your spending, and save money on foreign exchange.",,,"Edyta Sliwinska, Pawel Oltuszyk",https://frost.app,For Profit,,https://www.linkedin.com/company/frost-app,"Frost is the account that helps you conquer your finances and pay like a local wherever you are. Open an account from your phone in minutes and get the best deal possible on your utility bills, in-depth spending insights, and currency conversions at the interbank rate.   Pawel Oltuszyk and Edyta Sliwinska founded Frost in 2019. It’s headquartered in Manchester.",,2019-09-01,month,1100000,GBP,1330420,Financial Services,Active,2022-07-01,,,,,
Novatiq,https://www.crunchbase.com/organization/novatiq,4000000,GBP,4863606,Private,Seed,11-50,"Ad Targeting, Advertising, Advertising Platforms, Identity Management, Marketing, Telecommunications","Cwmbran, Monmouthshire, United Kingdom","Provider of privacy-first identity solutions that enable telcos, brands and publishers to verify and reach their audiences.",,,"Jonno Hulford-Funnell, Tanya Field, Tom Wills",https://www.novatiq.com,For Profit,contactus@novatiq.com,https://www.linkedin.com/company/novatiq,"Novatiq is the world’s first Telco ID Verification platform, delivering the next generation in advertising relevancy for the digital advertising industry, engineered private.  Its proprietary identity solutions enable telcos, brands, and publishers to verify and reach their audiences at scale, safely and securely, overcoming the challenges of the anonymised web. This new approach to consented IDs puts privacy first, improves user-experience, drives better campaign performance,",Less than $1M,2019-08-01,month,4000000,GBP,4863606,"Advertising, Hardware, Information Technology, Privacy and Security, Sales and Marketing",Active,2019-08-30,,,,,
Xploro,https://www.crunchbase.com/organization/xploro-daa1,2520900,USD,2520900,Private,Seed,11-50,"Artificial Intelligence, Health Care, Hospital","Manchester, Manchester, United Kingdom","Xploro uses AR, gamification and AI to reduce anxiety for young patients going to hospital.",,,Dom Raban,https://xploro.health/,For Profit,info@xploro.health,https://www.linkedin.com/company/xploro-health/,"Xploro is an award-winning and clinically validated health information platform that uses augmented reality, gameplay, and artificial intelligence to deliver health information to young patients, in a way that makes them feel empowered, engaged and informed, whilst having fun at the same time.",,2019-01-11,day,,,,"Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",Active,2022-03-24,,,,,
ENBIOSIS,https://www.crunchbase.com/organization/enbiosis,1500000,GBP,2072559,Private,Seed,1-10,Biotechnology,"London, England, United Kingdom","Enbiosis focuses on producing scientific inventions, products, and services by using microbiome organisms.",,,Ömer ÖZKAN,https://www.enbiosis.com/,For Profit,info@enbiosis.com,https://www.linkedin.com/company/enbiosis,"Enbiosis focuses on producing scientific inventions, products, and services by using microbiome organisms. Enbiosis was founded in 2019 and was headquartered in London, United Kingdom.",,2019-01-01,year,1500000,GBP,2072558,"Biotechnology, Science and Engineering",Active,2021-05-01,,,,,
Checkboard,https://www.crunchbase.com/organization/cubiclease,595000,GBP,823130,Private,Pre-Seed,1-10,"FinTech, Real Estate, SaaS, Software","London, England, United Kingdom",SaaS Identity and Finance Checking Platform,,,James Owusu,https://www.checkboard.com/,For Profit,enquiries@checkboard.com,,Identity and Finance checking platform for property transactions.,,2019-10-04,day,,,,"Financial Services, Real Estate, Software",Active,2022-02-14,,,,,
Metronomic Limited,https://www.crunchbase.com/organization/metronomic-technology-solutions,1975000,USD,1975000,Private,Pre-Seed,11-50,"Analytics, Health Care, Information Technology, Online Portals","London, England, United Kingdom","Metronomic is a digital health firm focused on care & disease management, telehealth, analytics & portals.",,,"Dr Sujith Krishnan, Lax Chepuri",https://www.metronomichealth.com,For Profit,info@metronomichealth.com,https://www.linkedin.com/company/metronomiclimited/mycompany/?viewAsMember=true,Metronomic Limited is a digital health company. Our first platform is called Materno focussed on pregnant mothers.,,2019-07-26,day,700000,USD,700000,"Data and Analytics, Health Care, Information Technology, Internet Services",Active,2022-05-15,,,,,
Ceviant Finance,https://www.crunchbase.com/organization/ceviant-finance,200000,USD,200000,Private,Seed,11-50,"Financial Exchanges, Financial Services, Payments","London, England, United Kingdom","Ceviant Finance specializes in foreign exchanges, trading, cash visibility, liquidity management, and reconciliation services.",,,"Denis O'Brien, Idris Alubankudi Saliu, Kehinde Dabiri",https://www.ceviant.co/,For Profit,support@ceviant.co,https://www.linkedin.com/company/ceviant-finance/,"Ceviant Finance provides cloud-based treasury and payment automation solutions. They offer services that include cash liquidity management, virtual accounts, receivables management, electronic invoicing, and treasury management.",,2019-01-01,year,200000,USD,200000,"Financial Services, Lending and Investments, Payments",Active,2022-01-01,,,,,
BelleVie,https://www.crunchbase.com/organization/bellevie,2950000,GBP,3738531,Private,Seed,51-100,"Elder Care, Family, Health Care","Abingdon, Oxfordshire, United Kingdom",BelleVie's vision is a world where those who receive and provide support are valued and thrive.,,,"Trudie Fell, Violaine Pierre",https://www.belleviecare.co.uk/,For Profit,info@belleviecare.co.uk,https://www.linkedin.com/company/bellevie/,"BelleVie's vision is a world where those who receive and provide support are valued and thrive. BelleVie's radically different operating model of self-managing teams was inspired by the successful Buurtzorg model of nursing in the Netherlands. Unlike other care providers who are digitising a broken operating model, BelleVie addresses the root cause, fixing the operating model and then digitising that.",,2019-01-01,year,1600000,GBP,1962359,"Community and Lifestyle, Health Care",Active,2022-12-09,,,,,
Maji,https://www.crunchbase.com/organization/maji,660000,GBP,880110,Private,Pre-Seed,1-10,"Financial Services, FinTech, Personal Finance, Retirement","London, England, United Kingdom",Maji is the complete financial wellbeing and money management platform on a mission is to build a financially secure future for everyone.,,,"Megan Worthing-Davies, Sahil Sethi",https://www.maji.io/,For Profit,connect@maji.io,https://www.linkedin.com/company/maji-financial-wellbeing-ltd/,"Maji is the complete financial wellbeing and money management platform, improving financial outcomes through education and behaviour change. Our mission is to build a financially secure future for everyone. All of us worry about money, regardless of personal circumstances. Maji’s powerful diagnostics identify users’ financial challenges, goals and opportunities, matching them with personalised education, coaching and advice. Our engaging tools empower users to actively reduce money worries and build a better financial future. For employers, Maji allows them to track, benchmark and improve the financial wellbeing of their employees, alongside providing powerful data insights to shape their employee benefit and wellbeing strategy. Maji uses the latest behavioural science to drive uptake of existing employee benefits and links each employee to the most relevant options, alongside providing specific coaching to help employees engage with their pension and take advantage of salary sacrifice. For pension providers, Maji increases member engagement. Using market leading, multi-format education and coaching, Maji encourages members to save at recommended rates and empowers them to consolidate their pensions. Maji delivers more informed members, richer data, and more money in pension pots.",,2019-01-01,year,660000,GBP,880110,"Community and Lifestyle, Financial Services, Other",Active,2020-11-30,,,,,
Spot Ship,https://www.crunchbase.com/organization/spot-ship,800000,GBP,1065412,Private,Pre-Seed,11-50,"Logistics, Software","London, England, United Kingdom",Spot Ship is an enterprise SAAS company that reduces the time it takes a ship broker to charter a ship from 6 days to 2 hours,,,"Henry Waterfield, James Kellett",https://www.spot-ship.com/,For Profit,james@spot-ship.com,https://www.linkedin.com/company/spot-ship,"Spot Ship is an enterprise SAAS company that reduces the time it takes a ship broker to charter a ship from 6 days to 2 hours, via an AI powered web app. The company makes use of next generation computer vision and machine learning algorithms to channel position list data into a robust cloud SQL database, which can be queried through a simple user interface on any device. Optimal ship selection through our platform will cut 90Mt of CO2 emissions annually.",,2019-02-15,day,600000,GBP,786833,"Software, Transportation",Active,2022-04-01,,,,,
Clarity,https://www.crunchbase.com/organization/clarity-project-6f42,1050000,USD,1050000,Private,Pre-Seed,1-10,"Accounting, Information Technology, Software","Reading, Reading, United Kingdom",Clarity is the complete business advisory engine solution for accounting firm.,,,"Aynsley Damery, Steven Briginshaw",https://www.clarity-hq.com,For Profit,info@clarity-hq.com,https://www.linkedin.com/company/11681544,"Clarity is a business advisory platform. They give the accounting firm systems, education, and processes that reduce reliance on the senior leadership team. In addition, they engage the team and provide a profitable service line that adds value to small business owners at a price.",,2019-01-01,year,250000,USD,250000,"Financial Services, Information Technology, Professional Services, Software",Active,2019-12-01,,,,,
MoneeMint,https://www.crunchbase.com/organization/ummah-finance-limited,845354,USD,845354,Private,Pre-Seed,1-10,"Banking, Finance, Financial Services, FinTech","London, England, United Kingdom",MoneeMint provides banking services.,,,Hassan Waqar,http://moneemint.com,For Profit,info@moneemint.com,https://www.linkedin.com/company/monee-mint,"We are creating a banking experience like never before Fresh like the flavour of mint, an experience that reimagines how you think about banking. A bank built for your smartphone architected around your lifestyle. Built on the foundations of socially responsible banking and cutting-edge technology, we bring to you, digital financial services that are intelligent, unique, and most important, Refreshingly delightful.",,2019-06-01,month,100000,GBP,130853,"Financial Services, Lending and Investments",Active,2020-08-01,,,,,
Lanterne,https://www.crunchbase.com/organization/lanterne,400000,EUR,429365,Private,Pre-Seed,1-10,"Analytics, Last Mile Transportation, Logistics, Transportation","London, England, United Kingdom","Lanterne uses data to optimise micromobility operations, reduce costs and increase revenue.",,,"Alex Barnes, Sebastian Mueller",https://lanterne.ai,For Profit,,https://www.linkedin.com/company/lanterne,Lanterne is an award-winning startup based in London. Our mission is to improve people’s quality of life by unlocking the value of data. Our product makes micromobility systems responsive and profitable by predicting user demand and optimising operations.,,2019-01-01,year,400000,EUR,429365,"Data and Analytics, Transportation",Active,2022-05-31,,,,,
Rnwl,https://www.crunchbase.com/organization/rnwl,1245000,GBP,1628289,Private,Seed,1-10,"FinTech, Insurance, InsurTech","Cambridge, Cambridgeshire, United Kingdom",Your Digital Insurance Wallet. Insurtech.,,,Goncalo de Vasconcelos,https://www.rnwl.co/,For Profit,,https://www.linkedin.com/company/rnwl,We're building the insurance app of the future. Digital Insurance Wallet. Insurtech.,,2019-09-30,day,495000,GBP,664940,Financial Services,Active,2021-11-21,,,,,
