"index","propertyName1","propertyName10","propertyName10_link","propertyName11","propertyName11_link","propertyName12","propertyName13","propertyName14","propertyName15","propertyName15_link","propertyName16","propertyName17","propertyName17_link","propertyName18","propertyName18_link","propertyName19","propertyName1_link","propertyName2","propertyName20","propertyName20_link","propertyName2_link","propertyName3","propertyName4","propertyName4_link","propertyName5","propertyName5_link","propertyName6","propertyName6_link","propertyName7","propertyName7_link","propertyName8","propertyName9","propertyName9_link","timestamp","timestampString","uid","url","url_uid"
281,"281.  Telectic","Iain McLaren, Jason Kingdon, Pedro Esteban, Sergi Martorell","https://www.crunchbase.com/person/iain-mclaren","www.glass.ai","https://www.glass.ai","For Profit","info@glass.ai","Telectic they provide AI capability to read the web and uncover hard to find B2B prospects, map emerging sectors, segment accounts and monitor companies on particular topics or signals. They have developed a crawler that understands the content from the web, reading company websites, news, social media, academic, official, and other sources.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","Jan 14, 2014","£1,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/telectic","Artificial Intelligence, Data and Analytics, Internet Services, Other, Professional Services, Science and Engineering, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551","Active","https://www.crunchbase.com/organization/telectic","£1,500,000","Oct 22, 2015","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/telectic","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/telectic","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/telectic","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/telectic","Analytics, Artificial Intelligence, Business Development, Enterprise Software, Semantic Search, Service Industry","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Telectic provides artificial intelligence technology.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","tmGde19W9NwCU9cJr17q","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
282,"282.  The Booking Factory","Evan Davies, Tikky Davies","https://www.crunchbase.com/person/evan-davies-2f19","bookingfactory.io","https://bookingfactory.io","For Profit","hello@thebookingfactory.com","The Booking Factory is an all-in-one hotel management system designed with one goal in mind - to help you master the guest experience.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","Oct 1, 2014","£250,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/the-booking-factory","Apps, Software, Travel and Tourism","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683","Active","https://www.crunchbase.com/organization/the-booking-factory","£550,000","Aug 20, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/the-booking-factory","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/the-booking-factory","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/the-booking-factory","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/the-booking-factory","Enterprise Applications, Hotel, SaaS","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/enterprise-applications","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Hotel Management System for Independent Hotels","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","Yj0O9bwjM6ZH0t33pS7O","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
283,"283.  Messagenius","Luigi Fidelio, Simone Giacco","https://www.crunchbase.com/person/luigi-fidelio","messagenius.com/","https://messagenius.com/","For Profit","contact@messagenius.com","Messagenius provides the secure enterprise messaging for smart, secure, and integrated internal communication among colleagues, being fully GDPR-compliant. It is available as a stand-alone app in White Label, fully customized for companies, and as an add-on feature integrated into  companies' software in use via SDK and API.","—",,"2014","£150,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/messagenius","Apps, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Platforms, Privacy and Security, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683","Active","https://www.crunchbase.com/organization/messagenius","£150,000","Sep 1, 2015","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/messagenius","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/messagenius","Private","Pre-Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/messagenius","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/messagenius","Android, Information Technology, iOS, Messaging, Mobile Apps, Network Security, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/android-3f49","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Messagenius provides the secure enterprise messaging for smart, secure, and integrated internal communication among colleagues.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","GCvFTUCrBnFbblbimts7","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
284,"284.  Cru World Wine","Jeremy Howard","https://www.crunchbase.com/person/jeremy-howard-71fa","www.cruworldwine.com","http://www.cruworldwine.com","For Profit","jeremy.howard@cruworldwine.com","Cru World Wine has built the world’s most advanced global fine wine / spirits platform.  Offering over 16,000 products via six international webstores (all transactional in local currencies), we meet the demands of the largest consumers/collectors/investors.  We provide allocations of ‘hard to acquire’ wines and spirits to our members, backed by custody services (US$ 83 million AUM), an advanced trading platform, an investment research product, a managed portfolio (hedge fund) offering and multiple other services.  Cru was founded in 2013 by CEO Jeremy Howard (13 years in fine wine e-commerce and formally Deutsche Bank Managing Director) and Chairman Simon Farr (50+ years industry veteran and successful entrepreneur).  Series A funding was provided by a European investment company.","—",,"Jan 1, 2014","£4,100,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/cru-world-wine","Commerce and Shopping, Financial Services, Information Technology, Internet Services","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping","Active","https://www.crunchbase.com/organization/cru-world-wine","£4,100,000","Nov 1, 2013","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/cru-world-wine","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/cru-world-wine","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/cru-world-wine","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cru-world-wine","E-Commerce, Financial Services, Information Technology, Internet","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/e-commerce-275d","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","World leading global platform for trading, research and asset management in fine wine and spirits.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","GQQEYflzItF2IfCTN6GQ","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
285,"285.  Caldan Therapeutics","Graeme Milligan, Trond Ulven","https://www.crunchbase.com/person/graeme-milligan","www.caldantherapeutics.com/","http://www.caldantherapeutics.com/","For Profit","info@caldantherapeutics.co.uk","Caldan Therapeutics Ltd is a spinout company from the University of Glasgow (UofG) and the University of Southern Denmark (SDU), developing novel therapeutics targeting modulators of free fatty acid receptors, for metabolic disease including Type 2 Diabetes (T2D) and other indications.        The spinout opportunity has arisen from a long term collaboration between Professor Graeme Milligan (UofG) and Professor Trond Ulven (SDU).        Free fatty acid receptors have recently emerged as exciting targets for T2D, due to their involvement in multiple aspects of T2D pathophysiology. There may also be potential to explore other indications including non-alcoholic steatohepatitis (NASH) and inflammatory diseases.","—",,"2014","£1,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/caldan-therapeutics","Biotechnology, Health Care, Other, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/biotechnology-0400","Active","https://www.crunchbase.com/organization/caldan-therapeutics","£5,950,000","Aug 29, 2019","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/caldan-therapeutics","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/caldan-therapeutics","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/caldan-therapeutics","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/caldan-therapeutics","Biotechnology, Collaboration, Medical, Therapeutics","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/biotechnology","Edinburgh, Edinburgh, City of, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/edinburgh-edinburgh,-city-of","Caldan Therapeutics Ltd, a spin-out from a long-standing collaboration between Professor Trond Ulven at the University of Southern Denmark","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","tYqYtVmKyPqMn5BiWhUb","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
286,"286.  Smart Money People","Mike Fotis","https://www.crunchbase.com/person/mike-fotis-843b","smartmoneypeople.com","https://smartmoneypeople.com","For Profit","hello@smartmoneypeople.com","Smart Money People website is a place for consumers to share feedback about the financial world and for companies to promote their products. Their services include awards, review subscriptions, and customer insight.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","Oct 2014","£150,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/smart-money-people-2","Commerce and Shopping, Financial Services","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping","Active","https://www.crunchbase.com/organization/smart-money-people-2","£150,000","Jul 22, 2015","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/smart-money-people-2","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/smart-money-people-2","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/smart-money-people-2","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/smart-money-people-2","Consumer Reviews, Finance, Financial Services, FinTech","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/consumer-reviews","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Smart Money People is a review and insight platform for financial services.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","POaHMtxlD9HBgzA1Bv4U","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
287,"287.  Liverpool ChiroChem","Paul Colbon","https://www.crunchbase.com/person/paul-colbon","www.liverpoolchirochem.com/","http://www.liverpoolchirochem.com/","For Profit","info@liverpoolchirochem.com","Liverpool ChiroChem (LCC) is a chemistry-based CRO that produces chiral small molecules for biotech/pharmaceutical R&D. Their specialist products can be used as building blocks, fragments and screening compounds to enable small molecule drug discovery. their chemical technologies provide efficient access to novel chiral building blocks for hit identification and hit-to-lead optimization.        LCC’s catalytic methods give access to a wide range of chiral amines in excellent enantiomeric purity. Their initial focus is on the production and supply of chiral piperidines and other sp3-rich nitrogen heterocycles , which are of great importance to drug discovery and development due to their excellent pharmacokinetic properties e.g. improved solubility and bioavailability.    LCC's technologies were developed through years of research in the areas of asymmetric hydrogenation and Pd-coupling. LCC now provide collaborate services with their customers to optimise key steps in synthetic routes.","—",,"2014","£2,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/liverpool-chirochem","Biotechnology, Health Care, Manufacturing, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/biotechnology-0400","Active","https://www.crunchbase.com/organization/liverpool-chirochem","£5,750,000","Apr 14, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/liverpool-chirochem","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/liverpool-chirochem","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/liverpool-chirochem","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/liverpool-chirochem","Biotechnology, Chemical, Health Care, Manufacturing, Medical","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/biotechnology","Liverpool, Liverpool, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/liverpool-liverpool","Liverpool ChiroChem manufactures and supplies specialist building blocks for pharmaceutical research and biotechnology.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","hjsSBa12sGMNK1Noz9aR","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
288,"288.  Tahdah","Neil Rylance","https://www.crunchbase.com/person/neil-rylance","www.tahdah.me/","http://www.tahdah.me/","For Profit","sales@tahdah.me","Tahdah is a multi-tenant software as a service platform that provides unique benefits and functionalities for each of its different users. The company operates the TahDah Candidate Management System.        For NGBs / Awarding Bodies, TahDah is a comprehensive Candidate and Training Provider Management System that gives real time Insight and Data. Promotes Awards, CPD Workshops, Conferences and Events.        For Training Providers, TahDah is a Candidate Management System that allows them to promote, manage and distribute fully verified training and awards to Candidates.        For Associations & Clubs, TahDah is a platform to manage all their new memberships, renewals, reminders, card distribution and membership data. Promote CPD workshops and Association Events.        For the Candidate it is an App to create and promote their fully verified digital professional profile - Manage all their training and achievements in one place, book on training & assessment courses, manage their CPD records and book on CPD workshops, manage their membership renewals, receive personalised news, events, training courses, products notifications that match their digital professional profile, promote themselves available for work, share their fully verified Digital CV.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","Nov 2014","£1,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/tahdah","Apps, Community and Lifestyle, Internet Services, Professional Services, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683","Active","https://www.crunchbase.com/organization/tahdah","£1,000,000","Sep 20, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/tahdah","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/tahdah","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/tahdah","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tahdah","Apps, Internet, Professional Networking, SaaS, Social Network","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/apps","Llandudno, Conwy, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/llandudno-conwy","Tahdah is a multi-tenant software as a service platform that provides unique benefits and functionalities for each of its different users.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","tIffWcUdwq3bjb6cy5lv","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
289,"289.  Ampliphae","Angela Reavey, Tim Croy, Trevor Graham","https://www.crunchbase.com/person/angela-reavey","ampliphae.com","https://ampliphae.com","For Profit","info@ampliphae.com","As employees independently discover and adopt hundreds of Cloud-delivered SaaS applications, the business is exposed to risks of all sorts - data loss, regulatory compliance, continuity and cost.    Ampliphae automates the process of discovering all the SaaS used in the organization, assessing the risks of each and putting in place effective SaaS management to mitigate those risks.","—",,"Jun 2014","£500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/ampliphae-ltd","Information Technology, Professional Services, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3","Active","https://www.crunchbase.com/organization/ampliphae-ltd","£1,900,000","Nov 1, 2019","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/ampliphae-ltd","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/ampliphae-ltd","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/ampliphae-ltd","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ampliphae-ltd","Compliance, IT Management, Risk Management, SaaS, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/compliance-da6d","Belfast, Belfast, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/belfast-belfast","SaaS Risk Management - discover and manage the SaaS in your organisation","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","locBmqPNWDg7ami9UwpB","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
290,"290.  Crozdesk","Nicholas Hopper","https://www.crunchbase.com/person/nicholas-hopper-2","crozdesk.com","http://crozdesk.com","For Profit","info@crozdesk.com","Crozdesk is a discovery platform that connects software buyers with B2B SaaS-based products.        The platform enables its users to search for a range of software, including business management, accounting, workforce management, testing, project management, and CRM. Once its users find the software of their choice, they can purchase them from the website.        Crozdesk was launched in 2014 by Nicholas Hopper and is based in England.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","2014","£500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/crozdesk","Internet Services, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services","Active","https://www.crunchbase.com/organization/crozdesk","£500,000","Dec 1, 2016","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/crozdesk","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/crozdesk","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/crozdesk","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/crozdesk","Cloud Computing, Developer Tools, SaaS, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/cloud-computing","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Crozdesk is a discovery platform which connects software buyers with B2B SaaS products","Crozdesk acquired by Black & White Zebra","https://www.crunchbase.com/acquisition/black-white-zebra-acquires-crozdesk--6212c53d",1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","ESFpBjfuj0WC3UjtkagC","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
291,"291.  Kidslox","Rob Sturgess, Thomas Jones, Viktor Yevpak","https://www.crunchbase.com/person/rob-sturgess-2da2","kidslox.com/","https://kidslox.com/","For Profit","support@kidslox.com","Kidslox is an app that helps you to set boundaries for your children in the digital world, keeping them safe and setting limits on their screen time.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","2014","£135,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/kidslox","Apps, Community and Lifestyle, Mobile, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683","Active","https://www.crunchbase.com/organization/kidslox","£135,000","Dec 1, 2014","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/kidslox","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/kidslox","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/kidslox","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kidslox","Apps, Mobile, Mobile Apps, Parenting, Web Apps","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/apps","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Kidslox is a mobile app that helps parents remotely control their children's mobile devices.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","goNIz3GGWMyt8io3xIN5","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
292,"292.  Firnas Private","Kazi Shafiqur Rahman","https://www.crunchbase.com/person/kazi-shafiqur-rahman","www.firnasprivate.com","http://www.firnasprivate.com","For Profit","admin@firnasprivate.com","We are a British born private air taxi operator based in London Oxford Airport.        Our mission is to make private air travel experience affordable for everyone.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","Mar 14, 2014","$440,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/firnas-airways","Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3","Active","https://www.crunchbase.com/organization/firnas-airways","$440,000","Jun 1, 2017","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/firnas-airways","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/firnas-airways","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/firnas-airways","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/firnas-airways","Air Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/air-transportation","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Private Air Travel Made Affordable","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","hmKTpRSF1TCp0hgknsBJ","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
293,"293.  Erase All Kittens","Dee Saigal, Leonie Van Der Linde","https://www.crunchbase.com/person/dee-saigal","eraseallkittens.com/","https://eraseallkittens.com/","For Profit","hello@eraseallkittens.com","Erase All Kittens is a Mario-style game designed to teach young children, especially girls, transferable programming skills via highly gamified, story-driven gameplay. Our goal is to empower children with professional coding skills and completely transform the way that girls perceive coding.        EAK is totally unique because as players progress, they can edit the code that governs the game environment - building and fixing levels as they play.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","Aug 29, 2014","$1,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/erase-all-kittens","Education, Gaming, Media and Entertainment","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/education-c9b5","Active","https://www.crunchbase.com/organization/erase-all-kittens","$1,000,000","Apr 29, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/erase-all-kittens","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/erase-all-kittens","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/erase-all-kittens","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/erase-all-kittens","Digital Entertainment, Education, Gaming, Online Games","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/digital-entertainment","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Erase All Kittens is the first game designed to teach children transferable digital skills, and inspire more girls to code and create.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","djGO7qKhtbTzfjoFxF5K","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
294,"294.  CryptoFacilities","Jean-Christophe Laruelle","https://www.crunchbase.com/person/jean-christophe-laruelle","www.cryptofacilities.com/","https://www.cryptofacilities.com/","For Profit","contact@cryptofacilities.com","CryptoFacilities is a financial services firm that provides FCA-regulated risk management and trading solutions for digital assets such as bitcoin. It also operates as a broker for exchange-traded futures and options. The company's products serve to trade and manage the price risk of bitcoin and other digital tokens. It offers a platform for its customers to make bitcoin transactions online. Users of the platform are able to open accounts, verify them by uploading addresses and identifications, and deposit bitcoins to the provided addresses once the verification is confirmed. CryptoFacilities is based in London, United Kingdom.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","2014","$1,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/cryptofacilities","Financial Services, Payments, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6","Active","https://www.crunchbase.com/organization/cryptofacilities","$1,500,000","Sep 5, 2016","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/cryptofacilities","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/cryptofacilities","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/cryptofacilities","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cryptofacilities","Bitcoin, Financial Services, FinTech","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/bitcoin-1c16","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Crypto Facilities is a London-based financial services firm and provides risk management and trading solutions.","CryptoFacilities acquired by Kraken","https://www.crunchbase.com/acquisition/kraken-acquires-cryptofacilities--201adc56",1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","8pa79Nhk9aEeigDhhale","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
295,"295.  ROADMap Systems","Daping Chu","https://www.crunchbase.com/person/daping-chu","www.roadmapsystems.co.uk/","http://www.roadmapsystems.co.uk/","For Profit","info@roadmapsystems.co.uk","RoadMap is founded on four patents licensed from the Cambridge Centre for Advanced Photonics and Electronics (CAPE) in the area of silicon wavelength switch technology.        Network operators are facing the triple challenge of increasing capacity to fulfill exploding internet data needs, managing unrelenting downward pressure on Opex and Capex costs, and supporting variable and fast evolving service features and demand patterns that put a premium on network configuration flexibility. This leads to a requirement for very flexible optical switching that can operate at the wavelength level. Conventional switch architectures no longer meet this need as they cannot accommodate next generation 400 G bps data rates.","—",,"2014","—",,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/consumer-electronics-52f3","Active","https://www.crunchbase.com/organization/roadmap","$2,325,000","May 25, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/roadmap","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/roadmap","Private","Series B","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/roadmap","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/roadmap","Advanced Materials, Chemical, Electronics","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advanced-materials","Cambridge, Cambridgeshire, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/cambridge-cambridgeshire","RoadMap is founded on four patents licensed from the Cambridge Centre for Advanced Photonics and Electronics (CAPE) in the area.","—",,1681292005471,"Wed, 12 Apr 2023 09:33:25 GMT","51CjjnjBTzvyY2OTCqUJ","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=6_a_581174f1-6731-6e25-553f-7f45939bf4c0","6"
