Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Tepeo,https://www.crunchbase.com/organization/tepeo,13000000,GBP,16510175,Private,Series A,11-50,"Environmental Consulting, Renewable Energy","Maidenhead, Windsor and Maidenhead, United Kingdom","Tepeo is a British clean technology company that has developed a low-cost, easy-to-install low carbon boiler.",,,"Iain Woolley, Johan du Plessis",https://tepeo.com/,For Profit,HELLO@TEPEO.COM,https://www.linkedin.com/company/tepeo/about/,"Tepeo is a British clean technology company that has developed a low-cost, easy-to-install low carbon boiler.",,2018-01-01,year,10500000,GBP,13039687,"Energy, Professional Services, Sustainability",Active,2022-12-14,,,,,
SearchSmartly,https://www.crunchbase.com/organization/searchsmartly,1250000,GBP,1740557,Private,Seed,1-10,"Artificial Intelligence, B2B, B2C, Real Estate","London, England, United Kingdom","Property Search, AI, Real Estate, Mobile App",,,"Gil Razafinarivo, Taha Dar",https://www.searchsmartly.co,For Profit,hello@searchsmartly.co,https://www.linkedin.com/company/searchsmartly/,"Property search is broken. In the future, tenants will instantly be matched to the homes and neighbourhoods that best meet their needs. SearchSmartly is building that future today. Our unique technology reimagines and simplifies the property matchmaking experience by doing the heavy lifting to uncover the properties that are best suited to each tenant's complete personal needs. Our mission is to save tenants and estate agents time, stress, and money.  SearchSmartly are winners of the Great British Entrepreneur Challenge and London Business School Launchpad. Our team has a background in technology, strategy, sales, and real estate from firms such as Microsoft, Salesforce, BCG, Red Bull Racing F1, Citi, and Countrywide.",,2018-01-01,year,1250000,GBP,1740556,"Artificial Intelligence, Data and Analytics, Other, Real Estate, Science and Engineering, Software",Active,2021-06-21,,,,,
Shivom,https://www.crunchbase.com/organization/project-shivom,300000,USD,300000,Private,Seed,11-50,"Analytics, Artificial Intelligence, Biotechnology, Blockchain, Genetics, Health Care","London, England, United Kingdom","Optimising the way genomic & other healthcare is shared, secured & analysed.",,,"Axel Schumacher, George Church, Gourish Singla",https://shivom.io/,For Profit,info@shivom.io,https://www.linkedin.com/company/18302733/,"Shivom is a globally active healthcare data & analytics company, aiming at building the world’s largest genomics & precision medicine data ecosystem. The organization is using evidence-based methods to build products, using a combination of scientific methods, novel business models, and an agile approach, which helps the project remain adaptable, always responsive to emerging requirements and new innovations client requests.  The London-based organization was contracted to design, build, and maintain the groundwork of a global healthcare token ecosystem. The $OMX token is intended to fuel the world’s healthcare systems, enabling people and organizations to tokenize healthcare, making it cheaper, faster, fairer, and more efficient.  In 2020, Shivom successfully launched a precision medicine platform comprising intersecting environments: A genetics data and an AI bioinformatics (analytics) marketplace. Shivom announced phase II of the healthcare ecosystem, starting with the rollout of the world’s first genomic NFT (non-fungible token) marketplace and crypto e-commerce platform targeting all healthcare verticals (B2B and B2C). Shivom has already partnerships with global organizations including European Precision Medicine consortiums, universities, institutes,, and governmental organizations.",,2018-11-02,day,300000,USD,300000,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Other, Science and Engineering, Software",Active,2018-11-02,,,,,
Pynk,https://www.crunchbase.com/organization/pynk,2500000,USD,2500000,Private,Seed,11-50,"Artificial Intelligence, Crowdsourcing, FinTech, Impact Investing, Machine Learning, Prediction Markets, Predictive Analytics, Social Impact, Software, Wealth Management","London, England, United Kingdom",Pynk is where everyday people invest better together.,,,"Mark Little, Seth Ward, Zack Yurtsever",http://www.pynk.io,For Profit,hello@pynk.io,https://www.linkedin.com/company/pynk-io/,"Pynk uses Artificial Intelligence to find the Wisdom IN Crowds™, making better investment decisions for all. Our Crowd, across more than 185 countries, make predictions and forecasts on financial assets. We aggregate the data and use machine learning to read the markets. It’s this ‘Crowd Wisdom’ system that powers our wealth management platform. The team is led by serial entrepreneurs Seth Ward, Rupert Barksfield and Mark Little who each have a proven commercial track record, and successful exits from other businesses. The company was formed in 2018 after the founders met and graduated from the Silicon Valley led Founders Institute programme. They are now supported by RBS and Natwest banks in the UK and 360 Labs. Having raised $2m in pre-seed and seed rounds, Pynk's next raise will open up Q1 2021.",,2018-05-01,month,,,,"Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Other, Science and Engineering, Software",Active,2021-07-01,,,,,
Re:course,https://www.crunchbase.com/organization/re-course-9b1b,3500000,GBP,4277400,Private,Seed,11-50,"Health Care, Hospital, Life Science, Web Development","Manchester, Manchester, United Kingdom",Recourse is a experiential skills development platform allows clinicians to immediately put theory into practice .,,,,https://www.recourseai.com,For Profit,,https://www.linkedin.com/company/recourseai,Recourse is a experiential skills development platform allows clinicians to immediately put theory into practice by simulating complex interactions with conversational digital humans. It support healthcare & life science organizations to achieve optimal performance.,,2018-01-01,year,3500000,GBP,4277400,"Biotechnology, Health Care, Science and Engineering, Software",Active,2023-02-02,,,,,
Ryde,https://www.crunchbase.com/organization/gameplan,4405914,USD,4405914,Private,Seed,11-50,Information Technology,"London, England, United Kingdom","Ryde is the world's leading fully integrated, last-mile delivery management platform",,,"Duncan Mitchell, Tom Nimmo",https://www.ryde.team,For Profit,duncan@ryde.team,https://www.linkedin.com/company/rydeteam,Ryders is a last-mile delivery business that puts people and planet first.,,2018-01-29,day,3500000,USD,3500000,Information Technology,Active,2021-08-12,,,,,
EcoSync,https://www.crunchbase.com/organization/ecosync,2356963,GBP,2916190,Private,Seed,1-10,"Cloud Computing, Energy Efficiency, Energy Management, Green Building, Internet, Smart Building, Software","Oxford, Oxfordshire, United Kingdom",EcoSync offers an intelligent platform which helps commercial buildings to stop heating empty rooms and reduce energy consumption by 30-50%,,,"Miklos Mohos, Zsuzsa Mayer",https://ecosync.energy/,For Profit,contact@ecosync.energy,https://www.linkedin.com/company/ecosync/,EcoSync provides an intelligent cloud-based platform which helps commercial buildings to stop heating empty rooms and reduce energy consumption by 30-50%,$1M to $10M,2018-01-10,day,1000000,GBP,1194603,"Energy, Internet Services, Real Estate, Software, Sustainability",Active,2022-11-29,,,,,
OxCan,https://www.crunchbase.com/organization/oxcan,4270000,GBP,5403408,Private,Seed,1-10,"Biotechnology, Health Care, Machine Learning","Oxford, Oxfordshire, United Kingdom",OxCan is a startup that uses machine learning and liquid biopsy for early lung cancer detection.,,,"Andreas Halner, Peter Liu",https://www.oxcan.co.uk/,For Profit,,https://www.linkedin.com/company/oxford-cancer-analytics/,OxCan is a startup that uses machine learning and liquid biopsy for early lung cancer detection.,,2018-01-01,year,3000000,GBP,3645900,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Active,2023-01-10,,,,,
ARuVR,https://www.crunchbase.com/organization/vrtuoso,4050000,USD,4050000,Private,Series A,11-50,"Augmented Reality, Collaboration, Corporate Training, E-Learning, SaaS, Video Conferencing, Virtual Reality","London, England, United Kingdom","ARuVR (formerly VRtuoso) is an enterprise XR content creation, real-time guided content consumption, and live streaming SaaS platform.",,,"Frank Furnari, Marco moncalvo",https://aruvr.com/,For Profit,info@aruvr.com,https://www.linkedin.com/company/aruvr,"ARuVR (previously VRtuoso) is the world's first enterprise-level XR (Extended Reality) training platform. Using VR and AR ARuVR enables companies to build, distribute, and manage immersive training experiences themselves for both on-demand and real-time training. Currently used by over 1 million users, we help teams collaborate better and develop new skills across the workforce.  ARuVR integrates with any existing platforms, LMS or intranet. Use your existing training content or draw on our library of over 1M+ assets. The ARuVR solution seamlessly brings together our XR platform, content, hardware and implementation services. More info about us and our solution can be found at: https://aruvr.com/solutions/",,2018-01-01,month,3000000,USD,3000000,"Education, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software",Active,2022-03-22,,,,,
MicrofluidX,https://www.crunchbase.com/organization/microfluidx,4700000,GBP,5759505,Private,Seed,1-10,"Biotechnology, Medical Device","London, England, United Kingdom","MicrofluidX is tackling the problems of process control, scalability, and cost associated with cell bioprocessing",,,"Dr. Antoine Espinet, Dr. Cesare Cejas",https://www.microfluidx.co.uk/,For Profit,,https://www.linkedin.com/company/microfluidx?trk=similar-companies_org_image&originalSubdomain=gr,"MicrofluidX is tackling the problems of process control, scalability, and cost associated with cell bioprocessing, in particular for autologous cell and gene therapy.",,2018-01-01,year,3300000,GBP,4037279,"Biotechnology, Health Care, Science and Engineering",Active,2022-12-08,,,,,
SeeChange,https://www.crunchbase.com/organization/seechange,3500000,GBP,4740922,Private,Seed,11-50,"Artificial Intelligence, Computer Vision, Machine Learning, Software, Video","Manchester, Manchester, United Kingdom",SeeChange is an AI software company and real-time visual intelligence solutions.,,,"Ibrahim Chadirchi, Jason Souloglou, Mark Brady, Patrick Spedding, Tim Hartley",https://seechange.com,For Profit,info@seechange.ai,https://www.linkedin.com/company/seechange-technologies,"SeeChange Technologies is a retailer-focused computer vision and AI technology company. It works with real-time AI-powered recognition systems. The platform is available as software-as-a service, installed in a datacenter or on site.It integrates with existing CCTV solution and can be accessed securely worldwide.",,2018-01-01,year,3500000,GBP,4740922,"Artificial Intelligence, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software, Video",Active,2021-10-01,,,,,
Skiller Whale,https://www.crunchbase.com/organization/skiller-whale,2830000,GBP,3779578,Private,Seed,1-10,"Developer Tools, EdTech, Software, Training","London, England, United Kingdom",Skiller Whale is an online training platform that provides personalized tech coaching as an alternative to hiring.,,,Hywel Carver,http://skillerwhale.com/,For Profit,,,"Skiller Whale combines skill assessment with expert-led classes to provide flexibility and integration into the schedules of tech teams. They offer tech training, with courses in Python, Go, Javascript, Typescript, React, React Native, and PostgreSQL on the way.",,2018-09-01,month,2200000,GBP,2971980,"Education, Software",Active,2022-01-25,,,,,
wavepaths,https://www.crunchbase.com/organization/wavepaths,4500000,USD,4500000,Private,Seed,1-10,"Health Care, Information Technology, Personal Health","London, England, United Kingdom",Wavepaths creates accessible tools in psychedelic therapy intended for inner exploration and personal transformation.,,,"Anna Rickman, Mendel Kaelen",https://wavepaths.com/,For Profit,,,"Wavepaths creates accessible tools in psychedelic therapy intended for inner exploration and personal transformation. The company specializes in the fields of information technology, healthcare, and personal health. It was founded in 2018 and headquartered in London, England.",,2018-01-01,year,4500000,USD,4500000,"Health Care, Information Technology",Active,2021-11-03,,,,,
RETAILIGENCE,https://www.crunchbase.com/organization/retailigence,13000000,USD,13000000,Private,Series A,11-50,"Machine Learning, SaaS, Software","London, England, United Kingdom",RETAILIGENCE is a machine learning driven Category Management Solution which ensures the right product offers in the right stores.,,,Siddhartha Sarangi,http://www.retailigence.com,For Profit,admin@retailigence.com,https://www.linkedin.com/company/retailigence,"RETAILIGENCE is a SAAS solution for retailers. It provides machine learning solutions for Store Clustering, Assortment Optimisation, In Store Monitoring and Customer Segmentation",$10M to $50M,2018-11-02,day,6300000,USD,6300000,"Artificial Intelligence, Data and Analytics, Software",Active,2022-06-05,,,,,
Mytos,https://www.crunchbase.com/organization/cytera-cellworks,1800000,USD,1800000,Private,Seed,11-50,"Biotechnology, Hardware, Manufacturing","London, England, United Kingdom",Mytos is building a fully-automated cell manufacture platform for Pharma,,,"Ali Afshar, Ignacio Willats",https://www.mytos.bio/,For Profit,,https://www.linkedin.com/company/mytosbio/,"Mytos is building a fully-automated cell manufacturing platform for biotech, starting with the drug development industry",$1M to $10M,2018-01-01,year,,,,"Biotechnology, Hardware, Manufacturing, Science and Engineering",Active,2019-01-10,,,,,
Brizy,https://www.crunchbase.com/organization/brizy,2400000,USD,2400000,Private,Seed,11-50,"Embedded Software, Internet, SaaS, Software","London, England, United Kingdom","Headless, platform-agnostic SaaS to create websites, pop-ups, and web stories",,,,https://www.brizy.io,For Profit,hello@brizy.io,https://www.linkedin.com/company/brizy,"Brizy is a headless visual page builder that's available as a Wordpress Plugin, a Cloud Solution, and an on-premise solution. Brizy's solutions are available fully whitelabel and are used by some of the world's largest hosting providers and leading providers helping businesses to thrive online. Brizy's products are easy to use with user experience always put first. Brizy offers a website builder, a pop-up builder and a web stories builder.",,2018-08-01,day,2400000,USD,2400000,"Internet Services, Software",Active,2022-12-07,,,,,
Luna Labs,https://www.crunchbase.com/organization/luna-labs-uk,1000000,USD,1000000,Private,Pre-Seed,11-50,"Advertising, Gaming, Software","London, England, United Kingdom",Luna Labs is a startup that’s built a platform allowing app developers to create and manage video and playable ads.,Luna Labs acquired by ironSource,https://www.crunchbase.com/acquisition/ironsource-acquires-luna-labs-uk--2fc9c0dc,"Lior Shiff, Steven Chard",https://lunalabs.io,For Profit,info@lunalabs.uk,https://www.linkedin.com/company/luna-labs-ltd/about/,"Luna Labs is the maker of a creative management platform used to create mobile ads. Luna Labs technology allows app developers from enterprises to indie developers to create, manage and optimize their playable ad and video ads, at a fast speed and on a large scale.",$1M to $10M,2018-01-01,year,,,,"Advertising, Gaming, Sales and Marketing, Software",Active,2019-12-01,,,,,
Altrix Technology Ltd,https://www.crunchbase.com/organization/altrix-technology-ltd,4000000,GBP,5313719,Private,Series B,51-100,"Apps, Health Care, Medical, Mobile Apps, Software","London, England, United Kingdom",Technology led nursing agency with self-booking app.,,,James Lock,https://altrix.co.uk,For Profit,info@altrix.co.uk,,Altrix is a technology driven nursing agency providing full compliance services that allow our nurses to self-book shifts in the NHS via an app.,$1M to $10M,2018-04-12,day,1500000,GBP,2075297,"Apps, Health Care, Mobile, Software",Active,2021-03-05,,,,,
Anansi,https://www.crunchbase.com/organization/anansi,1750000,GBP,2369277,Private,Seed,11-50,"E-Commerce, Insurance, InsurTech, Software","Finchley, Barnet, United Kingdom",Embedded goods-in-transit insurance for e-commerce businesses,,,Ana Martins de Carvalho,https://www.withanansi.com,For Profit,hello@withanansi.com,https://www.linkedin.com/company/anansi-technology-ltd/,"Anansi is an embedded goods-in-transit insurance platform for distribution partners and e-commerce merchants.  Access to the platform is via an embedded API, enabling 3PLs, e-commerce and shipping platforms, marketplaces and online retailers to offer insurance directly to their customers from within their own front-end environments. It is the only solution, in a $33 billion market, that is automated to offer one-click signup, zero admin and parametrically triggered claims and payouts when a parcel is lost or delayed. Founded by Megan Bingham-Walker and Ana Martins de Carvalho, who have experienced first hand the frustrations of cumbersome paper-based onboarding and claims processes, ambiguous pricing, and the inadequate cover offered by traditional providers.   As an Appointed Representative of Resolution Underwriting Partnership Limited, Anansi has successfully secured £1.5 million in a pre-seed funding round led by Octopus Ventures and is on a mission to provide e-commerce businesses with fast, fair and flexible goods-in-transit insurance.",,2018-01-01,year,1500000,GBP,2031240,"Commerce and Shopping, Financial Services, Software",Active,2021-09-28,,,,,
Insurwave,https://www.crunchbase.com/organization/insurwave,5000000,GBP,6432399,Private,Seed,11-50,"InsurTech, SaaS","London, England, United Kingdom","Insurwave is a platform for the entire insurance ecosystem, serving multinational companies with complex insurance needs.",Insurwave acquired by IncubEx,https://www.crunchbase.com/acquisition/incubex-acquires-insurwave--927adda8,"David Power, Stefan Schrijnen",http://www.insurwave.com,For Profit,info@insurwave.com,https://www.linkedin.com/company/insurwave/,"Insurwave is a SaaS platform that connects insurance buyers, brokers, and sellers to transform the way specialty insurance and reinsurance are transacted. Insurwave uses leading cloud and cryptography technologies to reduce the distance between corporate risk and insurance capital. Insurwave enables the elimination of tedious reconciliation, enables high data integrity and greater insight for insurance buyers, brokers, underwriters, and reinsurers of complex risk.",$10M to $50M,2018-05-05,day,5000000,GBP,6432398,"Financial Services, Software",Active,2020-09-29,,,,,
Beauty Pie,https://www.crunchbase.com/organization/beauty-pie,100000000,USD,100000000,Private,Series B,11-50,Beauty,"London, England, United Kingdom",Beauty Pie is a beauty buyers' club that gives members access to high-quality beauty products at transparent factory-cost prices.,,,Marcia Kilgore,https://www.beautypie.com/,For Profit,,https://www.linkedin.com/company/10978343,"Beauty Pie is a beauty buyers' club that gives members access to high-quality beauty and wellness products at transparent factory-cost prices directly from third-party suppliers in premium skincare, makeup, haircare, body care, candles, fragrance, accessories, and nutritional supplements.",,2018-01-01,year,100000000,USD,100000000,Consumer Goods,Active,2021-09-08,,,,,
Finteum,https://www.crunchbase.com/organization/finteum,1710000,GBP,1991480,Private,Seed,1-10,"Blockchain, Enterprise Software, Finance, Financial Exchanges, Financial Services, FinTech","London, England, United Kingdom",Finteum is creating a global financial market for bank treasurers to lend to each other for hours at a time.,,,"Brian Nolan, Zbigniew Czapran",https://finteum.com,For Profit,info@finteum.com,https://www.linkedin.com/company/finteum/,"Finteum develops a global financial market for intraday FX swaps on distributed ledger technology (DLT). Finteum leverages the power of distributed ledger technology to create a valuable market for intraday liquidity that was previously unattainable. The system makes use of R3's Corda Distributed Ledger Technology protocol, which speeds up trade execution and settlement.",,2018-05-18,day,1300000,GBP,1449499,"Financial Services, Lending and Investments, Other, Software",Active,2022-09-30,,,,,
Altelium,https://www.crunchbase.com/organization/altelium,2700000,GBP,3649769,Private,Pre-Seed,11-50,"InsurTech, SaaS","London, England, United Kingdom",Altelium offers a SaaS platform facilitating insurance for batteries,,,"Charley Grimston, Ed Grimston, Harry Hoster, John Pesmazoglou",https://altelium.com/,For Profit,info@altelium.com,https://www.linkedin.com/company/19129238/,"Insurance for batteries driven by real-time, AI-powered data analytics Altelium is an insurtech helping the world transition from fossil fuels to green energy. We provide warranties, insurance and data analytics to Battery Energy Storage System (BESS), Battery Cell and Electric Vehicle OEMs, Battery Integrators, BESS operators and fleet owners.  Batteries are used in many new applications and the underlying technology continues to evolve. Altelium provides insights and helps clients overcome barriers, with our AI powered data analytics, warranties and insurance. Our customers also receive valuable information on battery condition, elevated fire risk and insights for current batteries and the development of future batteries.   Our technology helps reduce the cost of ownership, provides greater owner and operator confidence and solutions throughout the lifetime of a BESS or EV.",,2018-11-23,day,1500000,GBP,2000232,"Financial Services, Software",Active,2022-03-01,,,,,
Aggero,https://www.crunchbase.com/organization/aggero,1500000,GBP,1980768,Private,Seed,11-50,,"London, England, United Kingdom","Aggero is an analytics, advertising, measurement, and monetization platform for the esports, gaming, and live-streaming industry.",,,"Cristian Manea, Roger Lopez",https://aggero.io/,For Profit,cristian@aggero.io,https://www.linkedin.com/company/aggero-ltd/,"Aggero provides a video streaming analytics platform for the esports, gaming, and live-streaming industry. Users can use Aggero to create, manage, track, and measure sponsorship and influencer campaigns. Aggero's technology monitors and collects data on streams in real-time. Brands can then use the data to secure partnerships and provide information to sponsors.",,2018-01-01,year,1500000,GBP,1980768,,Active,2022-03-23,,,,,
Otro,https://www.crunchbase.com/organization/otro,64000000,USD,64000000,Private,Private Equity,101-250,"Media and Entertainment, Soccer, Sports","London, England, United Kingdom",Otro provides a digital platform that brings football fans closer to the players they love.,,,Eduardo Brandalise,https://otro.com,For Profit,info@otro.com,https://www.linkedin.com/company/our-star-club-limited/,"Otro provides a digital platform that brings football fans closer to the players they love. Working with the world’s greatest footballers, they are creating a modern, global community where players and fans engage. They enable the stars of the modern game to connect with their fans, telling their stories their way. They give fans unparalleled access and unique insights into the lives of the players by bringing together new and original content, live chats, challenges, and player Q&As into one place. Otro was created by the players for the fans.",$1M to $10M,2018-01-01,year,64000000,USD,64000000,"Media and Entertainment, Sports",Closed,2018-12-07,,,,,
Lyphe group,https://www.crunchbase.com/organization/lyphe-group,5000000,GBP,6283475,Private,Series A,51-100,"Cannabis, Health Care, Pharmaceutical","London, England, United Kingdom",Lyphe group is a reliable supplier of medical cannabis care and medicine.,,,Dean Friday,https://www.LYPHEGROUP.com,For Profit,,https://www.linkedin.com/company/lyphe-group1,"Lyphe group is a medical cannabis ecosystem providing patient care, medical treatments, and direct-2-patient digital services.",,2018-09-01,day,5000000,GBP,6283475,"Community and Lifestyle, Food and Beverage, Health Care",Active,2022-05-23,,,,,
Themis,https://www.crunchbase.com/organization/themis-d7c6,4770000,GBP,6120861,Private,Seed,11-50,,"Guilford, Surrey, United Kingdom","Themis helps clients and members identify and manage their specific financial crime risks, through a combination of innovation.",,,Dickon Johnstone,https://themisservices.co.uk/,For Profit,info@themisservices.co.uk,https://www.linkedin.com/company/themis-financial-crime-agency/,"Themis helps reduce the global impact of financial crime and does this both through their core business activities. Their solutions include risk assessment, search, and monitoring.",,2018-01-01,year,3100000,GBP,3837412,,Active,2023-01-23,,,,,
Foodsteps,https://www.crunchbase.com/organization/foodsteps,3800000,GBP,4765829,Private,Seed,11-50,"Environmental Consulting, Life Science","London, England, United Kingdom",Foodsteps is a london-based startup that has developed a platform to help the food sector reduce its carbon footprint.,,,,https://foodsteps.earth/,For Profit,,https://www.linkedin.com/company/foodsteps-sustainability/,Foodsteps is a london-based startup that has developed a platform to help the food sector reduce its carbon footprint.,,2018-01-01,year,3800000,GBP,4765828,"Biotechnology, Professional Services, Science and Engineering",Active,2022-05-24,,,,,
ClearGlass,https://www.crunchbase.com/organization/clearglass,2600000,GBP,3612350,Private,Seed,11-50,Consulting,"London, England, United Kingdom",ClearGlass is a digital intermediary between asset managers and pension funds.,,,"Kunal Varma, Ritesh Singhania",https://clearglass.com/,For Profit,,https://www.linkedin.com/company/clearglass/about/,ClearGlass is a digital intermediary between asset managers and pension funds. It collects underlying costs and performance data from asset managers and helps pension funds decide which is the best fund to invest in for their members.,,2018-01-01,year,2600000,GBP,3612350,Professional Services,Active,2021-03-04,,,,,
Three Spirit,https://www.crunchbase.com/organization/three-spirit,4421000,USD,4421000,Private,Seed,11-50,Food and Beverage,"London, England, United Kingdom",Three Spirit creates plant-based alternatives to alcohol by plant scientists and bartenders.,,,"Dashiel Lilley, Meeta Gournay, Tatiana Mercer",https://threespiritdrinks.com,For Profit,hello@threespiritdrinks.com,https://www.linkedin.com/company/threespiritdrinks,"Three Spirit is a developer of plant-based alternatives to alcohol. Their process includes maceration, fermentation, distillation, reverse osmosis, freeze-drying, and ultrasonic extraction. It has no bubble wrap, nothing artificial, and plastic free. Three Spirit's products are made with high-quality functional ingredients grown by innovative and ambitious cultivators.",Less than $1M,2018-01-01,year,3686000,USD,3686000,Food and Beverage,Active,2021-08-03,,,,,
Uhura Solutions,https://www.crunchbase.com/organization/uhura-solutions,2600000,USD,2600000,Private,Seed,11-50,"Artificial Intelligence, Information Technology","London, England, United Kingdom",An AI platform that reads and understands contracts and agreements just as humans do.,,,"Blazo Crvenica, Djuro Stojanovic",https://uhurasolutions.com/,For Profit,info@uhurasolutions.com,https://www.linkedin.com/company/uhurasolutions/,"Uhura Solutions is an AI solution provider specializing in contract intelligence. The company has developed a low-code contract intelligence platform that reads and understands contracts and agreements just as humans do. The platform addresses the manual processing of documents, an important challenge that businesses regularly face. It offers automation capabilities and can shorten document processing time from hours to seconds.",,2018-06-12,day,1800000,USD,1800000,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",Active,2022-04-27,,,,,
Circuit,https://www.crunchbase.com/organization/circuit,120000,USD,120000,Private,Pre-Seed,1-10,"Apps, Information Technology, SaaS, Software","Ramsey, Cambridgeshire, United Kingdom","Circuit is a SaaS company providing to route optimization software to consumers, SMB's and enterprise.",,,Jack Underwood,https://getcircuit.com,For Profit,support@getcircuit.com,https://www.linkedin.com/company/circuitllc/,"Circuit is a SaaS company providing to route optimization software to consumers, SMB's and enterprise.",,2018-03-19,day,120000,USD,120000,"Apps, Information Technology, Software",Active,2019-03-04,,,,,
Phasecraft,https://www.crunchbase.com/organization/phasecraft,8150000,GBP,10785139,Private,Seed,11-50,"Computer, Information Technology, Quantum Computing, Software","London, England, United Kingdom",Phasecraft is a quantum computing software developer.,,,"Ashley Montanaro, John Morton, Simone Severini, Toby Cubitt",https://www.phasecraft.io/,For Profit,,,"Phasecraft is a group of world-class quantum scientists and engineers who are tackling grand challenges by expediting the practical application of quantum computing. The company envisions a world in which breakthrough scientific discoveries are commonplace, allowing entrepreneurs to address the world's most pressing concerns more quickly.",,2018-01-01,year,3700000,GBP,4922110,"Consumer Electronics, Hardware, Information Technology, Science and Engineering, Software",Active,2020-12-10,,,,,
The Credit Thing,https://www.crunchbase.com/organization/koto-card,4800000,GBP,6364887,Private,Seed,11-50,"Credit Cards, Financial Services, FinTech","Epsom, Surrey, United Kingdom",A new approach. We have combined a credit card with the features you'd expect from a neobank. Join the credit revolution!,,,"Dima Dubilet, Mykhailo Rogalskiy, Oleg Gorokhovskiy",https://thecreditthing.com,For Profit,support@thecreditthing.com,https://www.linkedin.com/company/thecreditthing/,"A challenger in the UK credit market. We have combined the features of a neobank, e-money account and credit card. A new approach - credit at your fingertips.  Our mission is to make the experience of getting a credit simple, fast and convenient without unnecessary bureaucracy. Therefore, we’ve developed an app that you’ll want to use every day thanks to simple credit conditions, smart features and cashless payments. All in one app. We look at eligibility for credit individually, and use Open Banking to make things easy - no need to send in bank statements or answer lots of questions to apply.   Who is The Credit Thing for? Everyone! You want to build your credit history, You are new to credit, or new to the UK, You are bored of the same big banks, outdated application forms or just want something new, You value innovation, convenience and transparency.  Rep 27.9% APR (variable) Credit subject to status, 18+. UK Residents   Join the credit revolution!",$1M to $10M,2018-02-26,day,,,,"Financial Services, Lending and Investments, Payments",Active,2022-04-01,,,,,
Peyk,https://www.crunchbase.com/organization/peyk,1420000,GBP,1972916,Private,Seed,11-50,"Automotive, Autonomous Vehicles, Courier Service, Delivery Service, Internet, Mobile Apps, Robotics","London, England, United Kingdom",Peyk is a London based peer to peer delivery platform. Introducing peykBot. Autonomous peer to peer deliveries through robotics.,,,Salman Moghimi,http://peyk.uk,For Profit,info@peyk.uk,http://linkedin.com/company/peykuk,"Peyk is a London based peer to peer platform which has been founded in 2018.  In 2021, after the impacts of COVID-19 and Brexit, Peyk decided to expand its product portfolio into designing and manufacturing autonomous delivery robots.  As its sole business, Peyk knew what is needed to design a robot truly for transporting packages.  Whether its a pickup from a house, to a restaurant or a retailer, the PeykBot is designed to offer the best customer experience in its class. The robot uses artificial intelligence to drive in side roads, stop in front of obstacles and even detect road traffic lights. It has an all terrain design to go over bumps, potholes and even climb stairs.  Learn more at peykbot.com",$1M to $10M,2018-01-01,day,,,,"Administrative Services, Apps, Hardware, Internet Services, Mobile, Science and Engineering, Software, Transportation",Active,2022-12-30,,,,,
SKY ENGINE AI,https://www.crunchbase.com/organization/sky-engine,2047066,USD,2047066,Private,Seed,11-50,"Artificial Intelligence, Computer Vision, Developer Tools, Enterprise Software, Machine Learning, Robotics, Software, Virtual Reality","London, England, United Kingdom",SKY ENGINE AI provides Data Cloud for Deep Learning in Vision AI and the Metaverse,,,"Bartek Wlodarczyk, Jakub Pietrzak",https://www.skyengine.ai,For Profit,contact@skyengine.ai,https://www.linkedin.com/company/skyengine,"sky engine ai is a data generation platform for data scientists enabling ai computer vision at scale software allows creating a digital twin of your sensor, drone, or robot and putting them through testing and training in a virtual environment prior to real-world deployment. They are data generation makes data scientist life easier providing perfectly balanced datasets for any computer vision applications like object detection and recognition. They include 3d positioning, pose estimation, and other sophisticated cases including analysis of multi-sensor data radars, lidars, satellites, x-rays, and more.",,2018-01-01,year,1200000,USD,1200000,"Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",Active,2021-01-01,,,,,
fruitlab,https://www.crunchbase.com/organization/fruitlab,1500000,EUR,1481585,Private,Seed,11-50,"Gaming, Online Games, PC Games","London, England, United Kingdom",Fruitlab is a NFT platform for gamers and esports.,,,,https://fruitlab.com,For Profit,info@fruitlab.com,https://www.linkedin.com/company/fruitlab-media-limited,"Fruitlab's platform is underpinned by PIP, a cryptocurrency that is mined by users through their activity on fruit lab. Players can earn PIPs by sharing content and soon by playing their favorite computer games.",,2018-01-01,year,1500000,EUR,1481585,Gaming,Active,2022-11-01,,,,,
